method,n,seed,episode,edge_count,optimal_edge_count,optimality_ratio,absolute_gap,exact_optimum,turan_isomorphic,constraint_violations,terminal_maximal,episode_length,inference_time_seconds,parameter_count,checkpoint
untrained_mlp,8,0,141,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,142,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,143,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,144,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,145,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,146,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,147,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,148,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,149,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,150,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,151,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,152,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,153,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,154,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,155,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,156,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,157,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,158,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,159,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,160,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,161,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,162,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,163,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,164,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,165,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,166,11,16,0.6875,5,0,0,0,1,11,0.0012966269531204944,37990,
untrained_mlp,8,0,167,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,168,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,169,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,170,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,171,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,172,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,173,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,174,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,175,12,16,0.75,4,0,0,0,1,12,0.0012966269531204944,37990,
untrained_mlp,8,0,176,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,177,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,178,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,179,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,180,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,181,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,182,15,16,0.9375,1,0,0,0,1,15,0.0012966269531204944,37990,
untrained_mlp,8,0,183,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,184,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,185,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,186,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,187,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,188,11,16,0.6875,5,0,0,0,1,11,0.0012966269531204944,37990,
untrained_mlp,8,0,189,16,16,1.0,0,1,1,0,1,16,0.0012966269531204944,37990,
untrained_mlp,8,0,190,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,191,13,16,0.8125,3,0,0,0,1,13,0.0012966269531204944,37990,
untrained_mlp,8,0,192,12,16,0.75,4,0,0,0,1,12,0.001512036499889291,37990,
untrained_mlp,8,0,193,15,16,0.9375,1,0,0,0,1,15,0.001512036499889291,37990,
untrained_mlp,8,0,194,16,16,1.0,0,1,1,0,1,16,0.001512036499889291,37990,
untrained_mlp,8,0,195,15,16,0.9375,1,0,0,0,1,15,0.001512036499889291,37990,
untrained_mlp,8,0,196,13,16,0.8125,3,0,0,0,1,13,0.001512036499889291,37990,
untrained_mlp,8,0,197,12,16,0.75,4,0,0,0,1,12,0.001512036499889291,37990,
untrained_mlp,8,0,198,13,16,0.8125,3,0,0,0,1,13,0.001512036499889291,37990,
untrained_mlp,8,0,199,13,16,0.8125,3,0,0,0,1,13,0.001512036499889291,37990,
random,8,0,0,12,16,0.75,4,0,0,0,1,12,0.00011829200047941413,0,
random,8,0,1,13,16,0.8125,3,0,0,0,1,13,0.00011341599929437507,0,
random,8,0,2,16,16,1.0,0,1,1,0,1,16,0.00013658299940288998,0,
random,8,0,3,13,16,0.8125,3,0,0,0,1,13,0.00011212499885004945,0,
random,8,0,4,13,16,0.8125,3,0,0,0,1,13,0.00011162500049977098,0,
random,8,0,5,13,16,0.8125,3,0,0,0,1,13,0.00011158400047861505,0,
random,8,0,6,13,16,0.8125,3,0,0,0,1,13,0.00011145800090162084,0,
random,8,0,7,13,16,0.8125,3,0,0,0,1,13,0.00011070799882872961,0,
random,8,0,8,12,16,0.75,4,0,0,0,1,12,0.00010191699948336463,0,
random,8,0,9,13,16,0.8125,3,0,0,0,1,13,0.00011412499952712096,0,
random,8,0,10,15,16,0.9375,1,0,0,0,1,15,0.00012766699910571333,0,
random,8,0,11,12,16,0.75,4,0,0,0,1,12,0.00010308299897587858,0,
random,8,0,12,13,16,0.8125,3,0,0,0,1,13,0.00011395799992897082,0,
random,8,0,13,13,16,0.8125,3,0,0,0,1,13,0.0001129160009440966,0,
random,8,0,14,12,16,0.75,4,0,0,0,1,12,0.00010137500066775829,0,
random,8,0,15,13,16,0.8125,3,0,0,0,1,13,0.00011033400005544536,0,
random,8,0,16,15,16,0.9375,1,0,0,0,1,15,0.00013195800056564622,0,
random,8,0,17,11,16,0.6875,5,0,0,0,1,11,9.579099969414528e-05,0,
random,8,0,18,13,16,0.8125,3,0,0,0,1,13,0.00011116600035165902,0,
random,8,0,19,13,16,0.8125,3,0,0,0,1,13,0.0001142919991252711,0,
random,8,0,20,16,16,1.0,0,1,1,0,1,16,0.00013937500079919118,0,
random,8,0,21,12,16,0.75,4,0,0,0,1,12,0.00010279100024490617,0,
random,8,0,22,16,16,1.0,0,1,1,0,1,16,0.00013854100143362302,0,
random,8,0,23,13,16,0.8125,3,0,0,0,1,13,0.0001138339994213311,0,
random,8,0,24,13,16,0.8125,3,0,0,0,1,13,0.00011295799959043507,0,
random,8,0,25,15,16,0.9375,1,0,0,0,1,15,0.00013037499957135879,0,
random,8,0,26,13,16,0.8125,3,0,0,0,1,13,0.00011195799925189931,0,
random,8,0,27,16,16,1.0,0,1,1,0,1,16,0.0001365000007353956,0,
random,8,0,28,15,16,0.9375,1,0,0,0,1,15,0.0001300409985560691,0,
random,8,0,29,13,16,0.8125,3,0,0,0,1,13,0.0001128330004576128,0,
random,8,0,30,13,16,0.8125,3,0,0,0,1,13,0.00011316699965391308,0,
random,8,0,31,15,16,0.9375,1,0,0,0,1,15,0.00012641700050153304,0,
random,8,0,32,11,16,0.6875,5,0,0,0,1,11,9.741699977894314e-05,0,
random,8,0,33,13,16,0.8125,3,0,0,0,1,13,0.00011316699965391308,0,
random,8,0,34,12,16,0.75,4,0,0,0,1,12,0.0001033750013448298,0,
random,8,0,35,15,16,0.9375,1,0,0,0,1,15,0.0001365000007353956,0,
random,8,0,36,15,16,0.9375,1,0,0,0,1,15,0.00013295799908519257,0,
random,8,0,37,15,16,0.9375,1,0,0,0,1,15,0.00013504199887393042,0,
random,8,0,38,13,16,0.8125,3,0,0,0,1,13,0.00011774999984481838,0,
random,8,0,39,15,16,0.9375,1,0,0,0,1,15,0.00013037499957135879,0,
random,8,0,40,13,16,0.8125,3,0,0,0,1,13,0.00011300000005576294,0,
random,8,0,41,11,16,0.6875,5,0,0,0,1,11,9.737500113260467e-05,0,
random,8,0,42,13,16,0.8125,3,0,0,0,1,13,0.00011316600102873053,0,
random,8,0,43,13,16,0.8125,3,0,0,0,1,13,0.00011570900096558034,0,
random,8,0,44,16,16,1.0,0,1,1,0,1,16,0.00014862500029266812,0,
random,8,0,45,16,16,1.0,0,1,1,0,1,16,0.00014029199883225374,0,
random,8,0,46,13,16,0.8125,3,0,0,0,1,13,0.00011370800166332629,0,
random,8,0,47,15,16,0.9375,1,0,0,0,1,15,0.00013104100071359426,0,
random,8,0,48,12,16,0.75,4,0,0,0,1,12,0.0001053750002029119,0,
random,8,0,49,13,16,0.8125,3,0,0,0,1,13,0.0001128329986386234,0,
random,8,0,50,15,16,0.9375,1,0,0,0,1,15,0.00012962500113644637,0,
random,8,0,51,15,16,0.9375,1,0,0,0,1,15,0.00012845899982494302,0,
random,8,0,52,12,16,0.75,4,0,0,0,1,12,0.00010629200005496386,0,
random,8,0,53,13,16,0.8125,3,0,0,0,1,13,0.00011383299897715915,0,
random,8,0,54,15,16,0.9375,1,0,0,0,1,15,0.0001294169996981509,0,
random,8,0,55,13,16,0.8125,3,0,0,0,1,13,0.00011412499952712096,0,
random,8,0,56,13,16,0.8125,3,0,0,0,1,13,0.00011254200035182294,0,
random,8,0,57,13,16,0.8125,3,0,0,0,1,13,0.0001122090015996946,0,
random,8,0,58,16,16,1.0,0,1,1,0,1,16,0.00013949999993201345,0,
random,8,0,59,13,16,0.8125,3,0,0,0,1,13,0.00011412500134611037,0,
random,8,0,60,12,16,0.75,4,0,0,0,1,12,0.0001053750002029119,0,
random,8,0,61,16,16,1.0,0,1,1,0,1,16,0.00013779199980490375,0,
random,8,0,62,12,16,0.75,4,0,0,0,1,12,0.00010562500028754584,0,
random,8,0,63,13,16,0.8125,3,0,0,0,1,13,0.0001128330004576128,0,
random,8,0,64,12,16,0.75,4,0,0,0,1,12,0.00010775000009743962,0,
random,8,0,65,13,16,0.8125,3,0,0,0,1,13,0.0001428339983249316,0,
random,8,0,66,12,16,0.75,4,0,0,0,1,12,0.0001157080005214084,0,
random,8,0,67,12,16,0.75,4,0,0,0,1,12,0.00011074999929405749,0,
random,8,0,68,13,16,0.8125,3,0,0,0,1,13,0.000118792000648682,0,
random,8,0,69,12,16,0.75,4,0,0,0,1,12,0.00010149999980058055,0,
random,8,0,70,13,16,0.8125,3,0,0,0,1,13,0.00011025000094377901,0,
random,8,0,71,12,16,0.75,4,0,0,0,1,12,0.00010329100041417405,0,
random,8,0,72,13,16,0.8125,3,0,0,0,1,13,0.0001126670013036346,0,
random,8,0,73,13,16,0.8125,3,0,0,0,1,13,0.00011008299952663947,0,
random,8,0,74,13,16,0.8125,3,0,0,0,1,13,0.00011787500079663005,0,
random,8,0,75,13,16,0.8125,3,0,0,0,1,13,0.00010954100071103312,0,
random,8,0,76,13,16,0.8125,3,0,0,0,1,13,0.0001188749993161764,0,
random,8,0,77,13,16,0.8125,3,0,0,0,1,13,0.00010912499965343159,0,
random,8,0,78,13,16,0.8125,3,0,0,0,1,13,0.00010979200123983901,0,
random,8,0,79,13,16,0.8125,3,0,0,0,1,13,0.00010837499939952977,0,
random,8,0,80,13,16,0.8125,3,0,0,0,1,13,0.00010966700028802734,0,
random,8,0,81,13,16,0.8125,3,0,0,0,1,13,0.0001082500002667075,0,
random,8,0,82,13,16,0.8125,3,0,0,0,1,13,0.00010937499973806553,0,
random,8,0,83,13,16,0.8125,3,0,0,0,1,13,0.00010850000035134144,0,
random,8,0,84,11,16,0.6875,5,0,0,0,1,11,9.32910006667953e-05,0,
random,8,0,85,13,16,0.8125,3,0,0,0,1,13,0.00010962499982269946,0,
random,8,0,86,15,16,0.9375,1,0,0,0,1,15,0.0001269999993382953,0,
random,8,0,87,15,16,0.9375,1,0,0,0,1,15,0.00012629199954972137,0,
random,8,0,88,16,16,1.0,0,1,1,0,1,16,0.00013450000005832408,0,
random,8,0,89,13,16,0.8125,3,0,0,0,1,13,0.00011020800047845114,0,
random,8,0,90,13,16,0.8125,3,0,0,0,1,13,0.00010954199933621567,0,
random,8,0,91,16,16,1.0,0,1,1,0,1,16,0.0001343750009255018,0,
random,8,0,92,16,16,1.0,0,1,1,0,1,16,0.0001371670005028136,0,
random,8,0,93,16,16,1.0,0,1,1,0,1,16,0.00013816699902235996,0,
random,8,0,94,13,16,0.8125,3,0,0,0,1,13,0.00010974999895552173,0,
random,8,0,95,13,16,0.8125,3,0,0,0,1,13,0.00011249999988649506,0,
random,8,0,96,13,16,0.8125,3,0,0,0,1,13,0.00011308300054224674,0,
random,8,0,97,12,16,0.75,4,0,0,0,1,12,0.00010304200077371206,0,
random,8,0,98,12,16,0.75,4,0,0,0,1,12,0.00010666699927242007,0,
random,8,0,99,16,16,1.0,0,1,1,0,1,16,0.00013925000166636892,0,
random,8,0,100,12,16,0.75,4,0,0,0,1,12,0.00010520900104893371,0,
random,8,0,101,13,16,0.8125,3,0,0,0,1,13,0.00010991699855367187,0,
random,8,0,102,16,16,1.0,0,1,1,0,1,16,0.00013854099961463362,0,
random,8,0,103,11,16,0.6875,5,0,0,0,1,11,9.758399937709328e-05,0,
random,8,0,104,13,16,0.8125,3,0,0,0,1,13,0.00010875000043597538,0,
random,8,0,105,13,16,0.8125,3,0,0,0,1,13,0.00011120899944216944,0,
random,8,0,106,13,16,0.8125,3,0,0,0,1,13,0.00011199999971722718,0,
random,8,0,107,13,16,0.8125,3,0,0,0,1,13,0.00011270800132479053,0,
random,8,0,108,16,16,1.0,0,1,1,0,1,16,0.00014391699914995115,0,
random,8,0,109,15,16,0.9375,1,0,0,0,1,15,0.00013187500007916242,0,
random,8,0,110,13,16,0.8125,3,0,0,0,1,13,0.00011758399887185078,0,
random,8,0,111,13,16,0.8125,3,0,0,0,1,13,0.00012866600081906654,0,
random,8,0,112,13,16,0.8125,3,0,0,0,1,13,0.00012891700134787243,0,
random,8,0,113,15,16,0.9375,1,0,0,0,1,15,0.00012995900033274665,0,
random,8,0,114,15,16,0.9375,1,0,0,0,1,15,0.00012579099893628154,0,
random,8,0,115,12,16,0.75,4,0,0,0,1,12,0.00010516700058360584,0,
random,8,0,116,13,16,0.8125,3,0,0,0,1,13,0.00011312499918858521,0,
random,8,0,117,13,16,0.8125,3,0,0,0,1,13,0.00011354200069035869,0,
random,8,0,118,16,16,1.0,0,1,1,0,1,16,0.00013654199938173406,0,
random,8,0,119,13,16,0.8125,3,0,0,0,1,13,0.0001128329986386234,0,
random,8,0,120,13,16,0.8125,3,0,0,0,1,13,0.00011320900011924095,0,
random,8,0,121,16,16,1.0,0,1,1,0,1,16,0.00013633299931825604,0,
random,8,0,122,13,16,0.8125,3,0,0,0,1,13,0.00011412499952712096,0,
random,8,0,123,16,16,1.0,0,1,1,0,1,16,0.00013899999976274557,0,
random,8,0,124,11,16,0.6875,5,0,0,0,1,11,9.587500062480103e-05,0,
random,8,0,125,16,16,1.0,0,1,1,0,1,16,0.000136791999466368,0,
random,8,0,126,15,16,0.9375,1,0,0,0,1,15,0.00012925000010000076,0,
random,8,0,127,13,16,0.8125,3,0,0,0,1,13,0.0001128329986386234,0,
random,8,0,128,13,16,0.8125,3,0,0,0,1,13,0.0001114999995479593,0,
random,8,0,129,16,16,1.0,0,1,1,0,1,16,0.0001388749988109339,0,
random,8,0,130,12,16,0.75,4,0,0,0,1,12,0.00010462499994901009,0,
random,8,0,131,13,16,0.8125,3,0,0,0,1,13,0.00011083299978054129,0,
random,8,0,132,12,16,0.75,4,0,0,0,1,12,0.00010437499986437615,0,
random,8,0,133,15,16,0.9375,1,0,0,0,1,15,0.0001302090004173806,0,
random,8,0,134,13,16,0.8125,3,0,0,0,1,13,0.00011174999963259324,0,
random,8,0,135,13,16,0.8125,3,0,0,0,1,13,0.00013750000107393134,0,
random,8,0,136,12,16,0.75,4,0,0,0,1,12,0.00010937499973806553,0,
random,8,0,137,13,16,0.8125,3,0,0,0,1,13,0.00011291699956927914,0,
random,8,0,138,12,16,0.75,4,0,0,0,1,12,0.00010300000030838419,0,
random,8,0,139,13,16,0.8125,3,0,0,0,1,13,0.00012079199950676411,0,
random,8,0,140,13,16,0.8125,3,0,0,0,1,13,0.00010995899901899975,0,
random,8,0,141,13,16,0.8125,3,0,0,0,1,13,0.00010916600149357691,0,
random,8,0,142,13,16,0.8125,3,0,0,0,1,13,0.0001087910004571313,0,
random,8,0,143,13,16,0.8125,3,0,0,0,1,13,0.00010858300083782524,0,
random,8,0,144,13,16,0.8125,3,0,0,0,1,13,0.0001097919994208496,0,
random,8,0,145,13,16,0.8125,3,0,0,0,1,13,0.00010845900033018552,0,
random,8,0,146,16,16,1.0,0,1,1,0,1,16,0.00015458400048373733,0,
random,8,0,147,13,16,0.8125,3,0,0,0,1,13,0.00011058299969590735,0,
random,8,0,148,12,16,0.75,4,0,0,0,1,12,0.00010154099982173648,0,
random,8,0,149,13,16,0.8125,3,0,0,0,1,13,0.00010937499973806553,0,
random,8,0,150,11,16,0.6875,5,0,0,0,1,11,9.366699850943405e-05,0,
random,8,0,151,12,16,0.75,4,0,0,0,1,12,0.00010695799937820993,0,
random,8,0,152,12,16,0.75,4,0,0,0,1,12,0.00010258399925078265,0,
random,8,0,153,13,16,0.8125,3,0,0,0,1,13,0.00011541700041561853,0,
random,8,0,154,13,16,0.8125,3,0,0,0,1,13,0.00011412500134611037,0,
random,8,0,155,15,16,0.9375,1,0,0,0,1,15,0.00012654099919018336,0,
random,8,0,156,13,16,0.8125,3,0,0,0,1,13,0.00011087500024586916,0,
random,8,0,157,13,16,0.8125,3,0,0,0,1,13,0.00011008399997081142,0,
random,8,0,158,13,16,0.8125,3,0,0,0,1,13,0.00011304100007691886,0,
random,8,0,159,13,16,0.8125,3,0,0,0,1,13,0.00011358300071151461,0,
random,8,0,160,13,16,0.8125,3,0,0,0,1,13,0.00012479200086090714,0,
random,8,0,161,13,16,0.8125,3,0,0,0,1,13,0.00011091600026702508,0,
random,8,0,162,16,16,1.0,0,1,1,0,1,16,0.00014566599929821678,0,
random,8,0,163,15,16,0.9375,1,0,0,0,1,15,0.0001318340000580065,0,
random,8,0,164,13,16,0.8125,3,0,0,0,1,13,0.00011279199861746747,0,
random,8,0,165,13,16,0.8125,3,0,0,0,1,13,0.00011308399916742928,0,
random,8,0,166,13,16,0.8125,3,0,0,0,1,13,0.00011133400039398111,0,
random,8,0,167,13,16,0.8125,3,0,0,0,1,13,0.0001097919994208496,0,
random,8,0,168,13,16,0.8125,3,0,0,0,1,13,0.00011395799992897082,0,
random,8,0,169,13,16,0.8125,3,0,0,0,1,13,0.00011375000030966476,0,
random,8,0,170,16,16,1.0,0,1,1,0,1,16,0.0001365000007353956,0,
random,8,0,171,13,16,0.8125,3,0,0,0,1,13,0.00011308399916742928,0,
random,8,0,172,16,16,1.0,0,1,1,0,1,16,0.00013704099910682999,0,
random,8,0,173,12,16,0.75,4,0,0,0,1,12,0.00010458299948368222,0,
random,8,0,174,15,16,0.9375,1,0,0,0,1,15,0.00012879200039606076,0,
random,8,0,175,12,16,0.75,4,0,0,0,1,12,0.000109583001176361,0,
random,8,0,176,13,16,0.8125,3,0,0,0,1,13,0.0001134590002038749,0,
random,8,0,177,13,16,0.8125,3,0,0,0,1,13,0.0001104160000977572,0,
random,8,0,178,13,16,0.8125,3,0,0,0,1,13,0.0001139169999078149,0,
random,8,0,179,16,16,1.0,0,1,1,0,1,16,0.00014379099957295693,0,
random,8,0,180,16,16,1.0,0,1,1,0,1,16,0.00014091599950916134,0,
random,8,0,181,13,16,0.8125,3,0,0,0,1,13,0.00011320900011924095,0,
random,8,0,182,13,16,0.8125,3,0,0,0,1,13,0.0001233750008395873,0,
random,8,0,183,13,16,0.8125,3,0,0,0,1,13,0.00012095800047973171,0,
random,8,0,184,15,16,0.9375,1,0,0,0,1,15,0.0001401249992341036,0,
random,8,0,185,13,16,0.8125,3,0,0,0,1,13,0.00011291700138826855,0,
random,8,0,186,16,16,1.0,0,1,1,0,1,16,0.0001380419998895377,0,
random,8,0,187,13,16,0.8125,3,0,0,0,1,13,0.00011695799912558869,0,
random,8,0,188,15,16,0.9375,1,0,0,0,1,15,0.0001298750012210803,0,
random,8,0,189,13,16,0.8125,3,0,0,0,1,13,0.00012195800081826746,0,
random,8,0,190,13,16,0.8125,3,0,0,0,1,13,0.00011300000005576294,0,
random,8,0,191,13,16,0.8125,3,0,0,0,1,13,0.00011283400090178475,0,
random,8,0,192,16,16,1.0,0,1,1,0,1,16,0.00013783299982605968,0,
random,8,0,193,13,16,0.8125,3,0,0,0,1,13,0.00011754099978134036,0,
random,8,0,194,13,16,0.8125,3,0,0,0,1,13,0.00011245800124015659,0,
random,8,0,195,13,16,0.8125,3,0,0,0,1,13,0.00011162500049977098,0,
random,8,0,196,13,16,0.8125,3,0,0,0,1,13,0.00011291599912510719,0,
random,8,0,197,12,16,0.75,4,0,0,0,1,12,0.00010354100049880799,0,
random,8,0,198,13,16,0.8125,3,0,0,0,1,13,0.00011220799933653325,0,
random,8,0,199,13,16,0.8125,3,0,0,0,1,13,0.0001126669994846452,0,
least_degree,8,0,0,16,16,1.0,0,1,1,0,1,16,0.00016120799955388065,0,
least_degree,8,0,1,12,16,0.75,4,0,0,0,1,12,0.00012116600009903777,0,
least_degree,8,0,2,12,16,0.75,4,0,0,0,1,12,0.0001201249997393461,0,
least_degree,8,0,3,12,16,0.75,4,0,0,0,1,12,0.00012025000069115777,0,
least_degree,8,0,4,12,16,0.75,4,0,0,0,1,12,0.00012200000128359534,0,
least_degree,8,0,5,12,16,0.75,4,0,0,0,1,12,0.0001199590005853679,0,
least_degree,8,0,6,13,16,0.8125,3,0,0,0,1,13,0.00012641700050153304,0,
least_degree,8,0,7,16,16,1.0,0,1,1,0,1,16,0.00015620799968019128,0,
least_degree,8,0,8,12,16,0.75,4,0,0,0,1,12,0.00012000000060652383,0,
least_degree,8,0,9,12,16,0.75,4,0,0,0,1,12,0.00012024999887216836,0,
least_degree,8,0,10,12,16,0.75,4,0,0,0,1,12,0.00011850000009872019,0,
least_degree,8,0,11,16,16,1.0,0,1,1,0,1,16,0.00015612500101269688,0,
least_degree,8,0,12,16,16,1.0,0,1,1,0,1,16,0.000161667001520982,0,
least_degree,8,0,13,12,16,0.75,4,0,0,0,1,12,0.0001201249997393461,0,
least_degree,8,0,14,16,16,1.0,0,1,1,0,1,16,0.0001564169997436693,0,
least_degree,8,0,15,12,16,0.75,4,0,0,0,1,12,0.00011916699986613821,0,
least_degree,8,0,16,12,16,0.75,4,0,0,0,1,12,0.0001188749993161764,0,
least_degree,8,0,17,16,16,1.0,0,1,1,0,1,16,0.0001582079985382734,0,
least_degree,8,0,18,16,16,1.0,0,1,1,0,1,16,0.00015658299889764749,0,
least_degree,8,0,19,16,16,1.0,0,1,1,0,1,16,0.00015595799959555734,0,
least_degree,8,0,20,12,16,0.75,4,0,0,0,1,12,0.000124167001558817,0,
least_degree,8,0,21,12,16,0.75,4,0,0,0,1,12,0.0001242910002474673,0,
least_degree,8,0,22,12,16,0.75,4,0,0,0,1,12,0.00013145799857738893,0,
least_degree,8,0,23,12,16,0.75,4,0,0,0,1,12,0.00013445900003716815,0,
least_degree,8,0,24,12,16,0.75,4,0,0,0,1,12,0.00012079099906259216,0,
least_degree,8,0,25,13,16,0.8125,3,0,0,0,1,13,0.00012879200039606076,0,
least_degree,8,0,26,12,16,0.75,4,0,0,0,1,12,0.00011804199857579079,0,
least_degree,8,0,27,12,16,0.75,4,0,0,0,1,12,0.00012045800031046383,0,
least_degree,8,0,28,16,16,1.0,0,1,1,0,1,16,0.00015712499953224324,0,
least_degree,8,0,29,12,16,0.75,4,0,0,0,1,12,0.00012116700054320972,0,
least_degree,8,0,30,12,16,0.75,4,0,0,0,1,12,0.00011987499965471216,0,
least_degree,8,0,31,12,16,0.75,4,0,0,0,1,12,0.0001232920003531035,0,
least_degree,8,0,32,12,16,0.75,4,0,0,0,1,12,0.00012116699872422032,0,
least_degree,8,0,33,12,16,0.75,4,0,0,0,1,12,0.00012079199950676411,0,
least_degree,8,0,34,12,16,0.75,4,0,0,0,1,12,0.00012079099906259216,0,
least_degree,8,0,35,12,16,0.75,4,0,0,0,1,12,0.00011975000052188989,0,
least_degree,8,0,36,16,16,1.0,0,1,1,0,1,16,0.0001569579999340931,0,
least_degree,8,0,37,12,16,0.75,4,0,0,0,1,12,0.00011908399937965441,0,
least_degree,8,0,38,12,16,0.75,4,0,0,0,1,12,0.00011970800005656201,0,
least_degree,8,0,39,16,16,1.0,0,1,1,0,1,16,0.0001560420005262131,0,
least_degree,8,0,40,12,16,0.75,4,0,0,0,1,12,0.00012000000060652383,0,
least_degree,8,0,41,13,16,0.8125,3,0,0,0,1,13,0.00012829200022679288,0,
least_degree,8,0,42,12,16,0.75,4,0,0,0,1,12,0.00011987499965471216,0,
least_degree,8,0,43,12,16,0.75,4,0,0,0,1,12,0.00012150000111432746,0,
least_degree,8,0,44,12,16,0.75,4,0,0,0,1,12,0.0001201249997393461,0,
least_degree,8,0,45,16,16,1.0,0,1,1,0,1,16,0.00015620799968019128,0,
least_degree,8,0,46,13,16,0.8125,3,0,0,0,1,13,0.000128707999465405,0,
least_degree,8,0,47,13,16,0.8125,3,0,0,0,1,13,0.00012849999984609894,0,
least_degree,8,0,48,12,16,0.75,4,0,0,0,1,12,0.0001205830012622755,0,
least_degree,8,0,49,12,16,0.75,4,0,0,0,1,12,0.00011962499957007822,0,
least_degree,8,0,50,16,16,1.0,0,1,1,0,1,16,0.00016095899991341867,0,
least_degree,8,0,51,16,16,1.0,0,1,1,0,1,16,0.00016304200107697397,0,
least_degree,8,0,52,12,16,0.75,4,0,0,0,1,12,0.000118792000648682,0,
least_degree,8,0,53,16,16,1.0,0,1,1,0,1,16,0.0001559590000397293,0,
least_degree,8,0,54,12,16,0.75,4,0,0,0,1,12,0.00012025000069115777,0,
least_degree,8,0,55,13,16,0.8125,3,0,0,0,1,13,0.0001348750010947697,0,
least_degree,8,0,56,16,16,1.0,0,1,1,0,1,16,0.00015583300046273507,0,
least_degree,8,0,57,16,16,1.0,0,1,1,0,1,16,0.00015729199913039338,0,
least_degree,8,0,58,13,16,0.8125,3,0,0,0,1,13,0.00012908300050185062,0,
least_degree,8,0,59,12,16,0.75,4,0,0,0,1,12,0.00012120800056436565,0,
least_degree,8,0,60,16,16,1.0,0,1,1,0,1,16,0.00017137499889940955,0,
