method,n,seed,episode,feasible_decisions,mixed_group_states,unavoidable_alias_states,sum_bad_action_mass,sum_bad_mass_in_mixed_groups,chosen_bad_action,chosen_bad_in_mixed_group,first_loss_bad_mass,trajectory_has_mixed_group,trajectory_has_unavoidable_alias
candidate,40,4,8,57,40.0,0.0,2.478878894744639,1.0012283824180486,1,0.0,0.11744855273263966,1.0,0.0
candidate,40,4,9,25,13.0,0.0,0.7433764347370015,0.5766806941683171,1,1.0,0.11342797835823148,1.0,0.0
endpoint,14,0,0,49,4.0,0.0,0.17412139992887354,0.05546732578329738,0,0.0,,1.0,0.0
endpoint,14,0,1,49,5.0,0.0,0.02548600000398271,0.006839986879640492,0,0.0,,1.0,0.0
endpoint,14,0,2,49,0.0,0.0,0.02516628174478086,0.0,0,0.0,,0.0,0.0
endpoint,14,0,3,49,1.0,0.0,0.1337608409958193,0.007208346854895353,0,0.0,,1.0,0.0
endpoint,14,0,4,49,1.0,0.0,0.17634017202863106,0.008088679052889347,0,0.0,,1.0,0.0
endpoint,14,0,5,15,4.0,0.0,0.16404078452418602,0.016976640255279563,1,0.0,0.11613944928194186,1.0,0.0
endpoint,14,0,6,24,0.0,0.0,0.2283487923846308,0.0,1,0.0,0.03187695254746359,0.0,0.0
endpoint,14,0,7,49,0.0,0.0,0.2318857662436269,0.0,0,0.0,,0.0,0.0
endpoint,14,0,8,49,1.0,0.0,0.12786149112071143,0.008046355098485947,0,0.0,,1.0,0.0
endpoint,14,0,9,49,2.0,0.0,0.09733855549920989,0.012585446402226808,0,0.0,,1.0,0.0
endpoint,24,0,0,31,8.0,0.0,0.8927841221013537,0.06970912849646993,1,0.0,0.22165155826491478,1.0,0.0
endpoint,24,0,1,16,7.0,0.0,0.11367824143235339,0.08996403819037369,1,1.0,0.00838911725077196,1.0,0.0
endpoint,24,0,2,144,15.0,0.0,0.14915697676859896,0.033621628916534974,0,0.0,,1.0,0.0
endpoint,24,0,3,12,4.0,0.0,0.10485969384899363,0.09176701115211472,1,1.0,0.07743464963277802,1.0,0.0
endpoint,24,0,4,144,11.0,0.0,0.6382779780779924,0.06165990748845207,0,0.0,,1.0,0.0
endpoint,24,0,5,17,7.0,0.0,0.30571447202237323,0.18560359795810655,1,0.0,0.20645871490705758,1.0,0.0
endpoint,24,0,6,32,7.0,0.0,0.5200727565595775,0.327632491622353,1,0.0,0.0309373822104817,1.0,0.0
endpoint,24,0,7,144,12.0,0.0,0.5022831201221023,0.35797104881839914,0,0.0,,1.0,0.0
endpoint,24,0,8,13,2.0,0.0,0.15521362656727433,0.021039678948000073,1,0.0,0.052629634737968445,1.0,0.0
endpoint,24,0,9,144,12.0,0.0,1.0265921151698185,0.12182523447024352,0,0.0,,1.0,0.0
endpoint,40,0,0,27,16.0,0.0,0.6175473865969252,0.4511640461805655,1,1.0,0.05460060916811926,1.0,0.0
endpoint,40,0,1,34,18.0,0.0,1.110384360412354,0.8281287665413402,1,0.0,0.06794680728307867,1.0,0.0
endpoint,40,0,2,39,28.0,0.0,1.882673206692516,1.1972946307735128,1,1.0,0.1369295918964326,1.0,0.0
endpoint,40,0,3,24,13.0,0.0,0.3491724068298936,0.23838434627396055,1,0.0,0.0643716954800766,1.0,0.0
endpoint,40,0,4,47,37.0,0.0,2.5184479526361807,1.1261265993155112,1,1.0,0.19508716334294096,1.0,0.0
endpoint,40,0,5,21,12.0,0.0,0.4478093225043267,0.3766303450684063,1,1.0,0.10240393248386681,1.0,0.0
endpoint,40,0,6,40,29.0,0.0,2.636477643449979,1.2499033809813795,1,0.0,0.0794849412476708,1.0,0.0
endpoint,40,0,7,20,9.0,0.0,0.07557548972545192,0.06741185224382207,1,1.0,0.015432175190653652,1.0,0.0
endpoint,40,0,8,15,2.0,0.0,0.006986684398725629,0.006986684398725629,1,1.0,0.005661026807501912,1.0,0.0
endpoint,40,0,9,34,26.0,0.0,1.8802533270936692,1.2764116025391559,1,1.0,0.2268425705478876,1.0,0.0
endpoint,14,1,0,49,0.0,0.0,0.08118774229997161,0.0,0,0.0,,0.0,0.0
endpoint,14,1,1,49,2.0,0.0,0.16127522171834074,0.034273563884198666,0,0.0,,1.0,0.0
endpoint,14,1,2,49,0.0,0.0,0.08118774229983661,0.0,0,0.0,,0.0,0.0
endpoint,14,1,3,49,0.0,0.0,0.17780667031518238,0.0,0,0.0,,0.0,0.0
endpoint,14,1,4,49,0.0,0.0,0.19288669480347398,0.0,0,0.0,,0.0,0.0
endpoint,14,1,5,49,0.0,0.0,0.08118774229987213,0.0,0,0.0,,0.0,0.0
endpoint,14,1,6,49,0.0,0.0,0.08118774229987213,0.0,0,0.0,,0.0,0.0
endpoint,14,1,7,49,0.0,0.0,0.0811877423006182,0.0,0,0.0,,0.0,0.0
endpoint,14,1,8,49,0.0,0.0,0.08118774229996095,0.0,0,0.0,,0.0,0.0
endpoint,14,1,9,49,0.0,0.0,0.17780668521626541,0.0,0,0.0,,0.0,0.0
endpoint,24,1,0,7,0.0,0.0,0.0980640072375536,0.0,1,0.0,0.0980640072375536,0.0,0.0
