method,n,seed,optimality_ratio,exact_optimum,absolute_gap,inference_time_seconds,first_loss_step,first_odd_cycle_step,parameter_count,exact_rate,unbalanced_bipartite_rate,nonbipartite_rate,odd_cycle_first_loss_rate,partition_imbalance_first_loss_rate
untrained_gnn,6,4,0.9155555555555556,0.52,0.76,0.001232460839983088,5.458333333333333,6.142857142857143,38337.0,0.52,0.2,0.28,0.21,0.27
untrained_gnn,7,0,0.8908333333333333,0.45,1.31,0.0017252137600007001,7.109090909090909,7.254545454545455,38337.0,0.45,0.0,0.55,0.51,0.04
untrained_gnn,7,1,0.9025,0.5,1.17,0.002051912920014668,7.06,7.3125,38337.0,0.5,0.02,0.48,0.4,0.1
untrained_gnn,7,2,0.8908333333333333,0.44,1.31,0.002004362919997156,7.178571428571429,7.588235294117647,38337.0,0.44,0.05,0.51,0.41,0.15
untrained_gnn,7,3,0.9108333333333333,0.53,1.07,0.0018419416600045041,7.0638297872340425,7.333333333333333,38337.0,0.53,0.05,0.42,0.38,0.09
untrained_gnn,7,4,0.9133333333333333,0.54,1.04,0.001906752930008184,7.195652173913044,7.444444444444445,38337.0,0.54,0.01,0.45,0.4,0.06
untrained_gnn,8,0,0.8475,0.13,2.44,0.002555684999988388,7.850574712643678,8.597014925373134,38337.0,0.13,0.2,0.67,0.44,0.43
untrained_gnn,8,1,0.854375,0.21,2.33,0.0029038537400082835,7.7594936708860756,8.5,38337.0,0.21,0.13,0.66,0.44,0.35
untrained_gnn,8,2,0.846875,0.15,2.45,0.003264474159986956,7.694117647058824,8.4,38337.0,0.15,0.15,0.7,0.47,0.38
untrained_gnn,8,3,0.86,0.22,2.24,0.002581383330016228,7.846153846153846,8.836065573770492,38337.0,0.22,0.17,0.61,0.35,0.43
untrained_gnn,8,4,0.885,0.31,1.84,0.002665576250019452,7.579710144927536,8.39622641509434,38337.0,0.31,0.16,0.53,0.36,0.33
untrained_gnn,9,0,0.8395,0.16,3.21,0.00348436708000006,9.44047619047619,9.506172839506172,38337.0,0.16,0.03,0.81,0.74,0.1
untrained_gnn,9,1,0.83,0.15,3.4,0.004955428760003944,9.305882352941177,9.8125,38337.0,0.15,0.05,0.8,0.66,0.19
untrained_gnn,9,2,0.8490000000000001,0.19,3.02,0.004643113330002888,9.45679012345679,9.773333333333333,38337.0,0.19,0.06,0.75,0.66,0.15
untrained_gnn,9,3,0.8445,0.18,3.11,0.0037091241500274118,9.439024390243903,9.727272727272727,38337.0,0.18,0.05,0.77,0.67,0.15
untrained_gnn,9,4,0.8420000000000001,0.19,3.16,0.0037600066699996796,9.382716049382717,9.64935064935065,38337.0,0.19,0.04,0.77,0.72,0.09
untrained_gnn,10,0,0.8076000000000001,0.08,4.81,0.004868044580016384,9.793478260869565,10.944444444444445,38337.0,0.08,0.02,0.9,0.57,0.35
untrained_gnn,10,1,0.8244,0.12,4.39,0.0051427087699994,9.227272727272727,10.716049382716049,38337.0,0.12,0.07,0.81,0.47,0.41
untrained_gnn,10,2,0.8140000000000001,0.08,4.65,0.006127867510003821,9.434782608695652,10.235294117647058,38337.0,0.08,0.07,0.85,0.56,0.36
untrained_gnn,10,3,0.8104,0.06,4.74,0.004910132100012532,9.936170212765957,11.195402298850574,38337.0,0.06,0.07,0.87,0.51,0.43
untrained_gnn,10,4,0.8084,0.04,4.79,0.005085732080005944,9.572916666666666,10.55056179775281,38337.0,0.04,0.07,0.89,0.55,0.41
untrained_gnn,11,0,0.7823333333333333,0.05,6.53,0.00617581791000696,10.789473684210526,11.202127659574469,38337.0,0.05,0.01,0.94,0.78,0.17
untrained_gnn,11,1,0.804,0.08,5.88,0.006920176660005328,11.119565217391305,11.666666666666666,38337.0,0.08,0.02,0.9,0.75,0.17
untrained_gnn,11,2,0.7916666666666667,0.04,6.25,0.009244289580019476,11.177083333333334,11.677083333333334,38337.0,0.04,0.0,0.96,0.79,0.17
untrained_gnn,11,3,0.7986666666666667,0.05,6.04,0.006553761250015624,11.23157894736842,11.680851063829786,38337.0,0.05,0.01,0.94,0.8,0.15
untrained_gnn,11,4,0.805,0.07,5.85,0.006726576669971056,11.311827956989248,11.806451612903226,38337.0,0.07,0.0,0.93,0.78,0.15
untrained_gnn,12,0,0.7694444444444444,0.03,8.3,0.007985597930000915,11.77319587628866,12.833333333333334,38337.0,0.03,0.01,0.96,0.59,0.38
untrained_gnn,12,1,0.7697222222222223,0.01,8.29,0.008618585840013043,11.16161616161616,11.885416666666666,38337.0,0.01,0.03,0.96,0.72,0.27
untrained_gnn,12,2,0.79,0.01,7.56,0.010171254170018008,11.93939393939394,12.926315789473684,38337.0,0.01,0.04,0.95,0.67,0.32
untrained_gnn,12,3,0.7811111111111111,0.03,7.88,0.008417932920001417,11.876288659793815,12.587628865979381,38337.0,0.03,0.0,0.97,0.74,0.23
untrained_gnn,12,4,0.7647222222222223,0.02,8.47,0.008525171259971064,11.612244897959183,12.224489795918368,38337.0,0.02,0.0,0.98,0.71,0.27
untrained_gnn,13,0,0.7659523809523808,0.03,9.83,0.01122577416999769,13.103092783505154,13.350515463917526,38337.0,0.03,0.0,0.97,0.85,0.12
untrained_gnn,13,1,0.7642857142857143,0.01,9.9,0.012051202090024112,12.88888888888889,13.103092783505154,38337.0,0.01,0.02,0.97,0.86,0.13
untrained_gnn,13,2,0.759047619047619,0.02,10.12,0.011998478340010449,12.785714285714286,13.081632653061224,38337.0,0.02,0.0,0.98,0.91,0.07
untrained_gnn,13,3,0.7728571428571429,0.02,9.54,0.010912100419973208,13.275510204081632,13.391752577319588,38337.0,0.02,0.01,0.97,0.91,0.07
untrained_gnn,13,4,0.7638095238095238,0.03,9.92,0.010717011659999096,13.103092783505154,13.463917525773196,38337.0,0.03,0.0,0.97,0.84,0.13
untrained_gnn,14,0,0.7504081632653061,0.0,12.23,0.013174050839988889,13.12,14.353535353535353,38337.0,0.0,0.01,0.99,0.66,0.34
untrained_gnn,14,1,0.7426530612244897,0.0,12.61,0.013125159590017517,13.06,13.53061224489796,38337.0,0.0,0.02,0.98,0.83,0.17
untrained_gnn,14,2,0.7371428571428571,0.0,12.88,0.013310794169992687,13.93,14.84,38337.0,0.0,0.0,1.0,0.73,0.27
untrained_gnn,14,3,0.7467346938775511,0.01,12.41,0.013560672090006805,13.343434343434344,13.857142857142858,38337.0,0.01,0.01,0.98,0.79,0.2
untrained_gnn,14,4,0.7506122448979592,0.0,12.22,0.014822304590015793,13.56,14.61,38337.0,0.0,0.0,1.0,0.74,0.26
untrained_gnn,15,0,0.7367857142857143,0.0,14.74,0.0162026137499742,14.5,14.9,38337.0,0.0,0.0,1.0,0.84,0.16
untrained_gnn,15,1,0.7285714285714286,0.0,15.2,0.015981286259993753,14.03,14.37,38337.0,0.0,0.0,1.0,0.89,0.11
untrained_gnn,15,2,0.7319642857142857,0.0,15.01,0.01658762624001607,14.42,14.88,38337.0,0.0,0.0,1.0,0.89,0.11
untrained_gnn,15,3,0.734642857142857,0.0,14.86,0.016351813750006803,14.63,14.97,38337.0,0.0,0.0,1.0,0.9,0.1
untrained_gnn,15,4,0.7360714285714286,0.01,14.78,0.01685412667000489,14.95959595959596,15.255102040816327,38337.0,0.01,0.01,0.98,0.88,0.11
untrained_gnn,16,0,0.71296875,0.0,18.37,0.019610084579999198,14.64,15.09,38337.0,0.0,0.0,1.0,0.85,0.15
untrained_gnn,16,1,0.715,0.0,18.24,0.019752674599985736,14.45,14.99,38337.0,0.0,0.0,1.0,0.82,0.18
untrained_gnn,16,2,0.71171875,0.0,18.45,0.020584624180009947,14.54,15.29,38337.0,0.0,0.0,1.0,0.78,0.22
untrained_gnn,16,3,0.7028125,0.0,19.02,0.020150090420011063,14.62,15.2,38337.0,0.0,0.0,1.0,0.78,0.22
untrained_gnn,16,4,0.71078125,0.0,18.51,0.019315179589975712,15.24,15.64,38337.0,0.0,0.0,1.0,0.85,0.15
untrained_gnn,17,0,0.7061111111111111,0.0,21.16,0.02388252541000833,15.59,15.85,38337.0,0.0,0.0,1.0,0.9,0.1
untrained_gnn,17,1,0.69375,0.0,22.05,0.02381289998998903,15.86,16.02,38337.0,0.0,0.0,1.0,0.95,0.05
untrained_gnn,17,2,0.7013888888888888,0.0,21.5,0.02421456957999903,15.73,16.17,38337.0,0.0,0.0,1.0,0.87,0.13
untrained_gnn,17,3,0.7047222222222222,0.0,21.26,0.024355740010014375,15.83,15.99,38337.0,0.0,0.0,1.0,0.94,0.06
untrained_gnn,17,4,0.7001388888888889,0.0,21.59,0.02479191542000986,15.73,15.81,38337.0,0.0,0.0,1.0,0.95,0.05
untrained_gnn,20,0,0.6651,0.0,33.49,0.04166217208998203,17.73,18.29,38337.0,0.0,0.0,1.0,0.84,0.16
untrained_gnn,20,1,0.6694,0.0,33.06,0.053646474169981896,17.17,17.58,38337.0,0.0,0.0,1.0,0.85,0.15
untrained_gnn,20,2,0.6687000000000001,0.0,33.13,0.04241185667000529,17.3,17.68,38337.0,0.0,0.0,1.0,0.86,0.14
untrained_gnn,20,3,0.6729,0.0,32.71,0.041694341670008656,17.61,17.95,38337.0,0.0,0.0,1.0,0.88,0.12
untrained_gnn,20,4,0.6689,0.0,33.11,0.04152823498998251,17.21,17.48,38337.0,0.0,0.0,1.0,0.92,0.08
untrained_gnn,23,0,0.6333333333333333,0.0,48.4,0.06268928082001357,20.58,20.7,38337.0,0.0,0.0,1.0,0.96,0.04
untrained_gnn,23,1,0.6407575757575757,0.0,47.42,0.09617469417000389,19.4,19.6,38337.0,0.0,0.0,1.0,0.96,0.04
untrained_gnn,23,2,0.6390151515151515,0.0,47.65,0.06561580374000182,19.84,20.05,38337.0,0.0,0.0,1.0,0.96,0.04
untrained_gnn,23,3,0.6408333333333333,0.0,47.41,0.06719595500002465,19.93,20.1,38337.0,0.0,0.0,1.0,0.92,0.08
untrained_gnn,23,4,0.6383333333333333,0.0,47.74,0.07146127165999128,20.21,20.39,38337.0,0.0,0.0,1.0,0.94,0.06
untrained_gnn,24,0,0.6306944444444444,0.0,53.18,0.07390719957998945,20.18,20.54,38337.0,0.0,0.0,1.0,0.86,0.14
untrained_gnn,24,1,0.6290972222222222,0.0,53.41,0.11079588457996575,20.06,20.16,38337.0,0.0,0.0,1.0,0.94,0.06
untrained_gnn,24,2,0.6258333333333334,0.0,53.88,0.07430216540999023,19.49,19.76,38337.0,0.0,0.0,1.0,0.9,0.1
untrained_gnn,24,3,0.6275694444444444,0.0,53.63,0.07552464958000195,19.89,20.2,38337.0,0.0,0.0,1.0,0.91,0.09
untrained_gnn,24,4,0.6338888888888888,0.0,52.72,0.08168686499002425,19.67,20.1,38337.0,0.0,0.0,1.0,0.88,0.12
untrained_gnn,25,0,0.6264102564102564,0.0,58.28,0.09112864166001597,21.15,21.24,38337.0,0.0,0.0,1.0,0.97,0.03
untrained_gnn,25,1,0.6225,0.0,58.89,0.11310331123999275,20.41,20.44,38337.0,0.0,0.0,1.0,0.98,0.02
untrained_gnn,25,2,0.6202564102564103,0.0,59.24,0.08464900332997781,20.92,21.0,38337.0,0.0,0.0,1.0,0.96,0.04
untrained_gnn,25,3,0.6271794871794871,0.0,58.16,0.08694800791001392,20.66,20.71,38337.0,0.0,0.0,1.0,0.96,0.04
untrained_gnn,25,4,0.624102564102564,0.0,58.64,0.09136790124999603,21.23,21.32,38337.0,0.0,0.0,1.0,0.95,0.05
untrained_gnn,30,0,0.5877777777777777,0.0,92.75,0.17641501456999314,23.45,23.65,38337.0,0.0,0.0,1.0,0.94,0.06
untrained_gnn,30,1,0.5829777777777777,0.0,93.83,0.18863106874998262,24.41,24.55,38337.0,0.0,0.0,1.0,0.93,0.07
untrained_gnn,30,2,0.5827111111111111,0.0,93.89,0.15459312457998745,23.39,23.49,38337.0,0.0,0.0,1.0,0.96,0.04
untrained_gnn,30,3,0.5808888888888889,0.0,94.3,0.15531637708001653,23.97,24.01,38337.0,0.0,0.0,1.0,0.98,0.02
untrained_gnn,30,4,0.5863555555555555,0.0,93.07,0.15550835875001207,23.98,24.09,38337.0,0.0,0.0,1.0,0.95,0.05
untrained_gnn,40,0,0.524725,0.0,190.11,0.49683563666001646,30.01,30.01,38337.0,0.0,0.0,1.0,1.0,0.0
untrained_gnn,40,1,0.527,0.0,189.2,0.438595959589984,29.23,29.26,38337.0,0.0,0.0,1.0,0.99,0.01
untrained_gnn,40,2,0.530075,0.0,187.97,0.4138295758200002,29.49,29.49,38337.0,0.0,0.0,1.0,1.0,0.0
untrained_gnn,40,3,0.526375,0.0,189.45,0.4127680079099991,30.59,30.59,38337.0,0.0,0.0,1.0,1.0,0.0
untrained_gnn,40,4,0.5246999999999999,0.0,190.12,0.3987770729200201,30.31,30.33,38337.0,0.0,0.0,1.0,0.98,0.02
untrained_mlp,6,0,0.9333333333333332,0.57,0.6,0.001080100839990276,5.186046511627907,6.235294117647059,37990.0,0.57,0.26,0.17,0.1,0.33
untrained_mlp,6,1,0.9111111111111111,0.47,0.8,0.0009366549900187,5.471698113207547,6.2592592592592595,37990.0,0.47,0.26,0.27,0.19,0.34
untrained_mlp,6,2,0.8933333333333333,0.37,0.96,0.000997700830011984,5.476190476190476,6.212121212121212,37990.0,0.37,0.3,0.33,0.18,0.45
untrained_mlp,6,3,0.8977777777777777,0.41,0.92,0.000901330810011116,5.5423728813559325,6.212121212121212,37990.0,0.41,0.26,0.33,0.23,0.36
untrained_mlp,6,4,0.9155555555555556,0.5,0.76,0.000989931659987576,5.26,5.961538461538462,37990.0,0.5,0.24,0.26,0.17,0.33
untrained_mlp,7,0,0.91,0.55,1.08,0.001517038750007432,7.066666666666666,7.25,37990.0,0.55,0.01,0.44,0.41,0.04
untrained_mlp,7,1,0.9058333333333333,0.52,1.13,0.00151649333001838,7.020833333333333,7.239130434782608,37990.0,0.52,0.02,0.46,0.39,0.09
untrained_mlp,7,2,0.8816666666666667,0.4,1.42,0.0015363975099898358,7.116666666666666,7.490566037735849,37990.0,0.4,0.07,0.53,0.45,0.15
untrained_mlp,7,3,0.9091666666666667,0.52,1.09,0.001429614580010784,7.208333333333333,7.4772727272727275,37990.0,0.52,0.04,0.44,0.39,0.09
untrained_mlp,7,4,0.9133333333333333,0.53,1.04,0.001549404599972992,7.0212765957446805,7.195652173913044,37990.0,0.53,0.01,0.46,0.42,0.05
untrained_mlp,8,0,0.848125,0.14,2.43,0.002234624169996044,7.976744186046512,8.710144927536232,37990.0,0.14,0.17,0.69,0.45,0.41
untrained_mlp,8,1,0.843125,0.16,2.51,0.002109244569983208,7.666666666666667,8.58904109589041,37990.0,0.16,0.11,0.73,0.42,0.42
untrained_mlp,8,2,0.86125,0.19,2.22,0.002282875419987192,7.703703703703703,8.426229508196721,37990.0,0.19,0.2,0.61,0.4,0.41
untrained_mlp,8,3,0.85,0.22,2.4,0.002154382509997904,7.576923076923077,8.317460317460318,37990.0,0.22,0.15,0.63,0.41,0.37
untrained_mlp,8,4,0.86,0.21,2.24,0.002152387909991328,7.632911392405063,8.540983606557377,37990.0,0.21,0.18,0.61,0.38,0.41
untrained_mlp,9,0,0.8465,0.19,3.07,0.003143652919989076,9.592592592592593,9.844155844155845,37990.0,0.19,0.04,0.77,0.67,0.14
untrained_mlp,9,1,0.8384999999999999,0.16,3.23,0.002967038749993608,9.404761904761905,9.88888888888889,37990.0,0.16,0.03,0.81,0.69,0.15
untrained_mlp,9,2,0.843,0.18,3.14,0.002995553760010764,9.634146341463415,9.947368421052632,37990.0,0.18,0.06,0.76,0.67,0.15
untrained_mlp,9,3,0.8484999999999999,0.2,3.03,0.003026502089996892,9.5,9.789473684210526,37990.0,0.2,0.04,0.76,0.68,0.12
untrained_mlp,9,4,0.8454999999999999,0.19,3.09,0.00289296250000912,9.345679012345679,9.455696202531646,37990.0,0.19,0.02,0.79,0.74,0.07
untrained_mlp,10,0,0.8203999999999999,0.1,4.49,0.00430250499997776,9.533333333333333,10.578313253012048,37990.0,0.1,0.07,0.83,0.53,0.37
untrained_mlp,10,1,0.8271999999999999,0.1,4.32,0.004579232920023016,9.677777777777777,10.325,37990.0,0.1,0.1,0.8,0.59,0.31
untrained_mlp,10,2,0.8164,0.07,4.59,0.00414382499999188,9.548387096774194,10.232558139534884,37990.0,0.07,0.07,0.86,0.58,0.35
untrained_mlp,10,3,0.8072,0.05,4.82,0.004025809579998108,10.263157894736842,11.21111111111111,37990.0,0.05,0.05,0.9,0.57,0.38
untrained_mlp,10,4,0.8076000000000001,0.02,4.81,0.003974062899997028,9.816326530612244,11.076923076923077,37990.0,0.02,0.07,0.91,0.6,0.38
untrained_mlp,11,0,0.7876666666666666,0.04,6.37,0.006689875839983832,10.78125,11.126315789473685,37990.0,0.04,0.01,0.95,0.79,0.17
untrained_mlp,11,1,0.8076666666666666,0.07,5.77,0.00596303666998208,11.451612903225806,11.58695652173913,37990.0,0.07,0.01,0.92,0.83,0.1
untrained_mlp,11,2,0.8003333333333333,0.06,5.99,0.0054198320899922405,11.691489361702128,11.957446808510639,37990.0,0.06,0.0,0.94,0.83,0.11
untrained_mlp,11,3,0.802,0.05,5.94,0.0054154329099946556,11.305263157894737,11.623655913978494,37990.0,0.05,0.02,0.93,0.79,0.16
untrained_mlp,11,4,0.7993333333333333,0.07,6.02,0.0051300337499923755,10.817204301075268,11.23913043478261,37990.0,0.07,0.01,0.92,0.81,0.12
untrained_mlp,12,0,0.7747222222222223,0.01,8.11,0.007338494580017068,12.171717171717171,13.172043010752688,37990.0,0.01,0.06,0.93,0.6,0.39
untrained_mlp,12,1,0.7788888888888889,0.02,7.96,0.0075386149899713565,12.0,13.010526315789473,37990.0,0.02,0.03,0.95,0.66,0.32
untrained_mlp,12,2,0.7680555555555556,0.02,8.35,0.006950464170004096,11.653061224489797,12.635416666666666,37990.0,0.02,0.02,0.96,0.67,0.31
untrained_mlp,12,3,0.7875,0.02,7.65,0.007259793340017484,11.826530612244898,12.635416666666666,37990.0,0.02,0.02,0.96,0.7,0.28
untrained_mlp,12,4,0.7647222222222223,0.02,8.47,0.006977645430015356,11.5,12.479166666666666,37990.0,0.02,0.02,0.96,0.64,0.34
untrained_mlp,13,0,0.7592857142857143,0.02,10.11,0.009176409179999552,12.581632653061224,12.928571428571429,37990.0,0.02,0.0,0.98,0.84,0.14
untrained_mlp,13,1,0.759047619047619,0.03,10.12,0.01083507706998714,13.103092783505154,13.56701030927835,37990.0,0.03,0.0,0.97,0.88,0.09
untrained_mlp,13,2,0.7604761904761905,0.01,10.06,0.009026571670019601,12.878787878787879,13.333333333333334,37990.0,0.01,0.0,0.99,0.9,0.09
untrained_mlp,13,3,0.7678571428571429,0.04,9.75,0.009074788319994644,12.71875,13.09375,37990.0,0.04,0.0,0.96,0.85,0.11
untrained_mlp,13,4,0.7780952380952381,0.04,9.32,0.009197602919994047,13.166666666666666,13.489583333333334,37990.0,0.04,0.0,0.96,0.86,0.1
untrained_mlp,14,0,0.7353061224489795,0.0,12.97,0.011573099580000372,13.01,14.02,37990.0,0.0,0.0,1.0,0.7,0.3
untrained_mlp,14,1,0.7324489795918367,0.0,13.11,0.012375162079988455,12.63,13.77,37990.0,0.0,0.0,1.0,0.72,0.28
untrained_mlp,14,2,0.7477551020408163,0.02,12.36,0.0124022825000065,13.66326530612245,14.45360824742268,37990.0,0.02,0.01,0.97,0.72,0.26
untrained_mlp,14,3,0.7518367346938776,0.0,12.16,0.011463430839994494,13.51,14.142857142857142,37990.0,0.0,0.02,0.98,0.75,0.25
untrained_mlp,14,4,0.7422448979591837,0.0,12.63,0.011143161259969891,12.64,13.31,37990.0,0.0,0.0,1.0,0.78,0.22
untrained_mlp,15,0,0.7380357142857144,0.0,14.67,0.014729997499998704,14.61,14.76,37990.0,0.0,0.0,1.0,0.93,0.07
untrained_mlp,15,1,0.7358928571428571,0.0,14.79,0.014221848340002848,14.23,14.62,37990.0,0.0,0.0,1.0,0.85,0.15
untrained_mlp,15,2,0.7389285714285714,0.0,14.62,0.014297869990004923,14.13,14.51,37990.0,0.0,0.0,1.0,0.89,0.11
untrained_mlp,15,3,0.7385714285714287,0.0,14.64,0.014818642099980888,14.71,15.292929292929292,37990.0,0.0,0.01,0.99,0.88,0.12
untrained_mlp,15,4,0.729642857142857,0.0,15.14,0.013879293340014507,14.29,14.585858585858587,37990.0,0.0,0.01,0.99,0.89,0.11
untrained_mlp,16,0,0.72421875,0.0,17.65,0.017589131250006135,14.39,14.767676767676768,37990.0,0.0,0.01,0.99,0.82,0.18
untrained_mlp,16,1,0.71515625,0.0,18.23,0.017156748339984863,14.22,14.86,37990.0,0.0,0.0,1.0,0.82,0.18
untrained_mlp,16,2,0.71390625,0.0,18.31,0.017119663739977076,14.48,15.24,37990.0,0.0,0.0,1.0,0.82,0.18
untrained_mlp,16,3,0.71359375,0.01,18.33,0.018079748330019286,14.080808080808081,14.846938775510203,37990.0,0.01,0.01,0.98,0.78,0.21
untrained_mlp,16,4,0.718125,0.0,18.04,0.017885428339995974,14.7,15.37,37990.0,0.0,0.0,1.0,0.78,0.22
untrained_mlp,17,0,0.7086111111111112,0.0,20.98,0.022057242090031598,16.04,16.25,37990.0,0.0,0.0,1.0,0.92,0.08
untrained_mlp,17,1,0.7079166666666667,0.0,21.03,0.02102995833001835,15.43,15.72,37990.0,0.0,0.0,1.0,0.93,0.07
untrained_mlp,17,2,0.7079166666666667,0.0,21.03,0.021208980419996745,16.61,16.85,37990.0,0.0,0.0,1.0,0.9,0.1
untrained_mlp,17,3,0.7033333333333333,0.0,21.36,0.021807346240020672,15.85,16.09,37990.0,0.0,0.0,1.0,0.92,0.08
untrained_mlp,17,4,0.6952777777777777,0.0,21.94,0.02027907374998899,15.88,16.29,37990.0,0.0,0.0,1.0,0.89,0.11
untrained_mlp,20,0,0.6644,0.0,33.56,0.03670566210001195,17.4,17.68,37990.0,0.0,0.0,1.0,0.89,0.11
untrained_mlp,20,1,0.6676000000000001,0.0,33.24,0.03648577791000204,17.28,17.67,37990.0,0.0,0.0,1.0,0.87,0.13
untrained_mlp,20,2,0.6724,0.0,32.76,0.037273762509994375,17.51,18.01,37990.0,0.0,0.0,1.0,0.86,0.14
untrained_mlp,20,3,0.6695,0.0,33.05,0.03597004290999391,17.45,17.88,37990.0,0.0,0.0,1.0,0.89,0.11
untrained_mlp,20,4,0.6611,0.0,33.89,0.03436449625001837,17.38,17.94,37990.0,0.0,0.0,1.0,0.83,0.17
untrained_mlp,23,0,0.6353787878787879,0.0,48.13,0.05709359958000273,19.9,20.06,37990.0,0.0,0.0,1.0,0.96,0.04
untrained_mlp,23,1,0.6406818181818181,0.0,47.43,0.056344756259986715,19.98,20.2,37990.0,0.0,0.0,1.0,0.92,0.08
untrained_mlp,23,2,0.6423484848484848,0.0,47.21,0.05702233876998429,19.08,19.21,37990.0,0.0,0.0,1.0,0.98,0.02
untrained_mlp,23,3,0.6468181818181818,0.0,46.62,0.05574776209001353,19.32,19.46,37990.0,0.0,0.0,1.0,0.93,0.07
untrained_mlp,23,4,0.6389393939393939,0.0,47.66,0.05498686916998846,19.77,19.86,37990.0,0.0,0.0,1.0,0.97,0.03
untrained_mlp,24,0,0.6343055555555556,0.0,52.66,0.06787352374998586,20.73,20.9,37990.0,0.0,0.0,1.0,0.93,0.07
untrained_mlp,24,1,0.6303472222222222,0.0,53.23,0.06532210290999498,20.05,20.37,37990.0,0.0,0.0,1.0,0.91,0.09
untrained_mlp,24,2,0.6270138888888889,0.0,53.71,0.06503462332999331,19.62,19.74,37990.0,0.0,0.0,1.0,0.94,0.06
untrained_mlp,24,3,0.63125,0.0,53.1,0.0642422166899632,19.58,19.84,37990.0,0.0,0.0,1.0,0.88,0.12
untrained_mlp,24,4,0.6357638888888889,0.0,52.45,0.0648142291699514,20.06,20.37,37990.0,0.0,0.0,1.0,0.91,0.09
