method,n,seed,optimality_ratio,exact_optimum,absolute_gap,inference_time_seconds,first_loss_step,first_odd_cycle_step,parameter_count,exact_rate,unbalanced_bipartite_rate,nonbipartite_rate,odd_cycle_first_loss_rate,partition_imbalance_first_loss_rate
candidate,6,0,0.9944444444444445,0.95,0.05,0.001053337100001904,5.2,,449.0,0.95,0.05,0.0,0.0,0.05
candidate,6,1,0.9922222222222223,0.94,0.07,0.001044045830021764,5.333333333333333,7.0,449.0,0.94,0.05,0.01,0.0,0.06
candidate,6,2,0.9955555555555555,0.97,0.04,0.0010823049999998601,6.0,7.0,449.0,0.97,0.02,0.01,0.01,0.02
candidate,6,3,0.9933333333333333,0.94,0.06,0.001015537909997848,5.666666666666667,,449.0,0.94,0.06,0.0,0.0,0.06
candidate,6,4,0.9866666666666667,0.9,0.12,0.000930378339999092,5.5,6.5,449.0,0.9,0.08,0.02,0.0,0.1
candidate,7,0,0.9966666666666667,0.98,0.04,0.001613780010002236,7.0,7.0,449.0,0.98,0.0,0.02,0.02,0.0
candidate,7,1,0.9966666666666667,0.98,0.04,0.001623167490006332,7.5,7.5,449.0,0.98,0.0,0.02,0.02,0.0
candidate,7,2,0.995,0.97,0.06,0.0015255450099993758,7.666666666666667,7.666666666666667,449.0,0.97,0.0,0.03,0.03,0.0
candidate,7,3,0.9966666666666667,0.98,0.04,0.0015080379099981281,8.5,8.5,449.0,0.98,0.0,0.02,0.02,0.0
candidate,7,4,0.9983333333333333,0.99,0.02,0.001497007919997416,8.0,8.0,449.0,0.99,0.0,0.01,0.01,0.0
candidate,8,0,0.9925,0.92,0.12,0.002414192920004964,7.625,9.5,449.0,0.92,0.06,0.02,0.01,0.07
candidate,8,1,0.99,0.88,0.16,0.00235608334000056,7.416666666666667,8.0,449.0,0.88,0.1,0.02,0.01,0.11
candidate,8,2,0.98625,0.86,0.22,0.002297272909991036,7.714285714285714,9.25,449.0,0.86,0.1,0.04,0.02,0.12
candidate,8,3,0.98625,0.82,0.22,0.003072987490004316,8.555555555555555,10.0,449.0,0.82,0.16,0.02,0.01,0.17
candidate,8,4,0.9925,0.92,0.12,0.002256329159999904,7.75,10.0,449.0,0.92,0.06,0.02,0.01,0.07
candidate,9,0,0.9954999999999999,0.97,0.09,0.003629227920000604,7.666666666666667,7.666666666666667,449.0,0.97,0.0,0.03,0.03,0.0
candidate,9,1,0.988,0.92,0.24,0.003314935019998248,10.0,10.0,449.0,0.92,0.0,0.08,0.08,0.0
candidate,9,2,0.99,0.93,0.2,0.0033512145900021677,10.142857142857142,10.5,449.0,0.93,0.01,0.06,0.06,0.01
candidate,9,3,0.991,0.94,0.18,0.003646714999986188,10.0,10.0,449.0,0.94,0.0,0.06,0.06,0.0
candidate,9,4,0.9884999999999999,0.93,0.23,0.003144922920009744,8.714285714285714,9.0,449.0,0.93,0.0,0.07,0.06,0.01
candidate,10,0,0.992,0.86,0.2,0.004957249169992728,10.571428571428571,13.5,449.0,0.86,0.12,0.02,0.01,0.13
candidate,10,1,0.98,0.74,0.5,0.004888393330002103,9.73076923076923,10.0,449.0,0.74,0.18,0.08,0.05,0.21
candidate,10,2,0.9784,0.74,0.54,0.004740224169990992,9.884615384615385,11.88888888888889,449.0,0.74,0.17,0.09,0.05,0.21
candidate,10,3,0.9748,0.75,0.63,0.004786108740008712,11.0,11.333333333333334,449.0,0.75,0.13,0.12,0.08,0.17
candidate,10,4,0.9843999999999999,0.8,0.39,0.004558324580002572,10.05,10.5,449.0,0.8,0.14,0.06,0.05,0.15
candidate,11,0,0.9866666666666667,0.91,0.4,0.006634332500007032,11.777777777777779,12.25,449.0,0.91,0.01,0.08,0.07,0.02
candidate,11,1,0.983,0.89,0.51,0.006658111669994424,9.0,9.0,449.0,0.89,0.0,0.11,0.11,0.0
candidate,11,2,0.9853333333333333,0.89,0.44,0.006497342920001712,11.727272727272727,12.0,449.0,0.89,0.01,0.1,0.09,0.02
candidate,11,3,0.9863333333333334,0.91,0.41,0.006233817079983008,11.333333333333334,11.777777777777779,449.0,0.91,0.0,0.09,0.08,0.01
candidate,11,4,0.9826666666666667,0.89,0.52,0.007003847080004491,12.727272727272727,12.727272727272727,449.0,0.89,0.0,0.11,0.11,0.0
candidate,12,0,0.9783333333333333,0.7,0.78,0.008853679999992852,11.9,11.2,449.0,0.7,0.2,0.1,0.08,0.22
candidate,12,1,0.9672222222222223,0.62,1.18,0.008793700819996876,11.81578947368421,12.333333333333334,449.0,0.62,0.2,0.18,0.12,0.26
candidate,12,2,0.9772222222222223,0.73,0.82,0.008792133329998193,12.0,12.461538461538462,449.0,0.73,0.14,0.13,0.1,0.17
candidate,12,3,0.9805555555555556,0.77,0.7,0.008369208330013825,13.304347826086957,10.909090909090908,449.0,0.77,0.12,0.11,0.09,0.14
candidate,12,4,0.9788888888888888,0.72,0.76,0.00833630373000228,11.714285714285714,12.833333333333334,449.0,0.72,0.16,0.12,0.08,0.2
candidate,13,0,0.9854761904761905,0.89,0.61,0.012906360829983851,14.636363636363637,15.272727272727273,449.0,0.89,0.0,0.11,0.1,0.01
candidate,13,1,0.9769047619047619,0.84,0.97,0.011388472079997835,12.3125,12.3125,449.0,0.84,0.0,0.16,0.16,0.0
candidate,13,2,0.9766666666666667,0.82,0.98,0.011332400829996852,13.833333333333334,13.941176470588236,449.0,0.82,0.01,0.17,0.17,0.01
candidate,13,3,0.9857142857142857,0.9,0.6,0.011543412920000194,12.4,12.8,449.0,0.9,0.0,0.1,0.09,0.01
candidate,13,4,0.9683333333333333,0.76,1.33,0.0110110541700032,12.625,12.91304347826087,449.0,0.76,0.01,0.23,0.2,0.04
candidate,14,0,0.9661224489795919,0.58,1.66,0.014828667080000668,14.357142857142858,14.565217391304348,449.0,0.58,0.19,0.23,0.18,0.24
candidate,14,1,0.9716326530612246,0.63,1.39,0.015153355419997697,14.45945945945946,15.235294117647058,449.0,0.63,0.2,0.17,0.14,0.23
candidate,14,2,0.9681632653061224,0.68,1.56,0.015143609590004391,14.21875,14.142857142857142,449.0,0.68,0.11,0.21,0.17,0.15
candidate,14,3,0.9683673469387756,0.57,1.55,0.014476127090019828,15.488372093023257,13.65,449.0,0.57,0.23,0.2,0.17,0.26
candidate,14,4,0.9691836734693878,0.6,1.51,0.0143938450000041,14.1,13.263157894736842,449.0,0.6,0.21,0.19,0.17,0.23
candidate,15,0,0.9748214285714286,0.81,1.41,0.019096676679991972,15.368421052631579,15.777777777777779,449.0,0.81,0.01,0.18,0.16,0.03
candidate,15,1,0.9692857142857143,0.74,1.72,0.019797427089988485,15.5,15.045454545454545,449.0,0.74,0.04,0.22,0.22,0.04
candidate,15,2,0.96125,0.71,2.17,0.01874996667999763,14.620689655172415,14.724137931034482,449.0,0.71,0.0,0.29,0.28,0.01
candidate,15,3,0.975,0.8,1.4,0.0191352387499864,16.75,17.35,449.0,0.8,0.0,0.2,0.18,0.02
candidate,15,4,0.9655357142857143,0.74,1.93,0.01778392917000016,14.307692307692308,14.307692307692308,449.0,0.74,0.0,0.26,0.26,0.0
candidate,16,0,0.95890625,0.49,2.63,0.025115521659999973,16.392156862745097,16.64516129032258,449.0,0.49,0.2,0.31,0.22,0.29
candidate,16,1,0.96546875,0.52,2.21,0.024298921659992572,16.020833333333332,15.192307692307692,449.0,0.52,0.22,0.26,0.22,0.26
candidate,16,2,0.94953125,0.49,3.23,0.023666975819987737,16.313725490196077,17.13888888888889,449.0,0.49,0.15,0.36,0.3,0.21
candidate,16,3,0.9578125,0.5,2.7,0.02298373376000196,17.64,16.838709677419356,449.0,0.5,0.19,0.31,0.28,0.22
candidate,16,4,0.95375,0.43,2.96,0.023321352499988214,15.789473684210526,15.575757575757576,449.0,0.43,0.24,0.33,0.24,0.33
candidate,17,0,0.9594444444444444,0.65,2.92,0.031573632500012466,16.457142857142856,16.28125,449.0,0.65,0.03,0.32,0.3,0.05
candidate,17,1,0.9477777777777777,0.58,3.76,0.02932583082999367,16.404761904761905,16.37837837837838,449.0,0.58,0.05,0.37,0.33,0.09
candidate,17,2,0.9477777777777777,0.6,3.76,0.031713643330003795,15.9,15.975,449.0,0.6,0.0,0.4,0.39,0.01
candidate,17,3,0.9593055555555555,0.65,2.93,0.029297768750011447,17.571428571428573,16.833333333333332,449.0,0.65,0.05,0.3,0.28,0.07
candidate,17,4,0.9505555555555556,0.59,3.56,0.028543122919991167,14.878048780487806,14.631578947368421,449.0,0.59,0.03,0.38,0.36,0.05
candidate,20,0,0.9382,0.35,6.18,0.054912380420009815,17.815384615384616,16.647058823529413,449.0,0.35,0.14,0.51,0.45,0.2
candidate,20,1,0.9379000000000001,0.33,6.21,0.05411470291999645,19.52238805970149,19.333333333333332,449.0,0.33,0.16,0.51,0.42,0.25
candidate,20,2,0.9390999999999999,0.36,6.09,0.05322229918000627,19.90625,19.425531914893618,449.0,0.36,0.17,0.47,0.39,0.25
candidate,20,3,0.9207000000000001,0.2,7.93,0.05006814373999984,19.6,18.2,449.0,0.2,0.2,0.6,0.58,0.22
candidate,20,4,0.9433,0.35,5.67,0.05286034748999548,19.76923076923077,19.0,449.0,0.35,0.2,0.45,0.38,0.27
candidate,23,0,0.9381060606060606,0.48,8.17,0.09107544791999313,19.71153846153846,19.745098039215687,449.0,0.48,0.01,0.51,0.49,0.03
candidate,23,1,0.9223484848484849,0.32,10.25,0.0878514254299989,20.75,20.76923076923077,449.0,0.32,0.03,0.65,0.6,0.08
candidate,23,2,0.9032575757575758,0.22,12.77,0.0818498875000022,20.76923076923077,20.643835616438356,449.0,0.22,0.05,0.73,0.71,0.07
candidate,23,3,0.9237878787878787,0.37,10.06,0.0846460254200064,22.158730158730158,22.033898305084747,449.0,0.37,0.04,0.59,0.56,0.07
candidate,23,4,0.9109090909090909,0.22,11.76,0.08306299959001079,21.987179487179485,21.569444444444443,449.0,0.22,0.06,0.72,0.7,0.08
candidate,24,0,0.9209027777777778,0.28,11.39,0.10695898457999643,20.98611111111111,20.49230769230769,449.0,0.28,0.07,0.65,0.61,0.11
candidate,24,1,0.9314583333333333,0.25,9.87,0.10646014250000004,23.426666666666666,22.473684210526315,449.0,0.25,0.18,0.57,0.51,0.24
candidate,24,2,0.9118055555555555,0.18,12.7,0.09714992709000395,21.865853658536587,21.63768115942029,449.0,0.18,0.13,0.69,0.56,0.26
candidate,24,3,0.9184027777777779,0.24,11.75,0.09989430665999857,22.5,21.776119402985074,449.0,0.24,0.09,0.67,0.59,0.17
candidate,24,4,0.9182638888888889,0.22,11.77,0.10077667291000575,22.21794871794872,21.11111111111111,449.0,0.22,0.15,0.63,0.59,0.19
candidate,25,0,0.9328205128205128,0.39,10.48,0.12475899541999745,24.065573770491802,23.724137931034484,449.0,0.39,0.03,0.58,0.56,0.05
candidate,25,1,0.9290384615384616,0.38,11.07,0.12329463499000662,22.822580645161292,22.83050847457627,449.0,0.38,0.03,0.59,0.57,0.05
candidate,25,2,0.9066025641025641,0.28,14.57,0.11245687457000708,23.22222222222222,23.309859154929576,449.0,0.28,0.01,0.71,0.69,0.03
candidate,25,3,0.918525641025641,0.33,12.71,0.11482282123998626,21.567164179104477,20.65625,449.0,0.33,0.03,0.64,0.63,0.04
candidate,25,4,0.9064102564102565,0.26,14.6,0.11327162917000341,22.527027027027028,22.347826086956523,449.0,0.26,0.05,0.69,0.66,0.08
candidate,30,0,0.8963111111111111,0.07,23.33,0.2340898483299952,27.032258064516128,26.226190476190474,449.0,0.07,0.09,0.84,0.8,0.13
candidate,30,1,0.8987999999999999,0.11,22.77,0.2318815816599999,25.853932584269664,26.261904761904763,449.0,0.11,0.05,0.84,0.79,0.1
candidate,30,2,0.8624888888888889,0.07,30.94,0.20901773874999882,25.483870967741936,26.314606741573034,449.0,0.07,0.04,0.89,0.78,0.15
candidate,30,3,0.8788888888888888,0.07,27.25,0.21688377249999577,25.86021505376344,26.10112359550562,449.0,0.07,0.04,0.89,0.83,0.1
candidate,30,4,0.8770222222222221,0.06,27.67,0.215231392070018,25.80851063829787,23.963414634146343,449.0,0.06,0.12,0.82,0.77,0.17
candidate,40,0,0.849075,0.01,60.37,0.6539881966699977,29.373737373737374,29.144329896907216,449.0,0.01,0.02,0.97,0.92,0.07
candidate,40,1,0.8452249999999999,0.01,61.91,0.6448517683299906,31.444444444444443,31.103092783505154,449.0,0.01,0.02,0.97,0.94,0.05
candidate,40,2,0.812675,0.01,74.93,0.5949072537499979,28.19191919191919,28.393939393939394,449.0,0.01,0.0,0.99,0.96,0.03
candidate,40,3,0.8567,0.03,57.32,0.6450046366600054,30.824742268041238,30.652631578947368,449.0,0.03,0.02,0.95,0.93,0.04
candidate,40,4,0.8349,0.01,66.04,0.6283441816599953,29.31313131313131,30.03061224489796,449.0,0.01,0.01,0.98,0.95,0.04
endpoint,6,0,1.0,1.0,0.0,0.001072900849985648,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,6,1,1.0,1.0,0.0,0.0011136920900025281,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,6,2,1.0,1.0,0.0,0.001092169170005876,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,6,3,1.0,1.0,0.0,0.001119350000008072,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,6,4,1.0,1.0,0.0,0.0010853891599981321,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,7,0,1.0,1.0,0.0,0.001584857920006412,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,7,1,1.0,1.0,0.0,0.0016000071000052641,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,7,2,0.9966666666666667,0.98,0.04,0.001726632489990096,8.5,8.5,13185.0,0.98,0.0,0.02,0.02,0.0
endpoint,7,3,1.0,1.0,0.0,0.001625734169992864,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,7,4,1.0,1.0,0.0,0.001735764169989068,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,8,0,0.996875,0.95,0.05,0.002433842909995248,7.0,,13185.0,0.95,0.05,0.0,0.0,0.05
endpoint,8,1,0.999375,0.99,0.01,0.003347467919993428,13.0,,13185.0,0.99,0.01,0.0,0.0,0.01
endpoint,8,2,0.9975,0.98,0.04,0.002513689999977884,9.0,7.0,13185.0,0.98,0.01,0.01,0.01,0.01
endpoint,8,3,0.99875,0.98,0.02,0.00242076291000552,10.0,,13185.0,0.98,0.02,0.0,0.0,0.02
endpoint,8,4,0.99625,0.97,0.06,0.002518898739999688,10.0,5.0,13185.0,0.97,0.02,0.01,0.01,0.02
endpoint,9,0,0.9984999999999999,0.99,0.03,0.0035166270900026044,8.0,8.0,13185.0,0.99,0.0,0.01,0.01,0.0
endpoint,9,1,1.0,1.0,0.0,0.003501454600000176,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,9,2,0.9940000000000001,0.96,0.12,0.0036871212499681363,15.0,15.0,13185.0,0.96,0.0,0.04,0.04,0.0
endpoint,9,3,0.9984999999999999,0.99,0.03,0.003818935000017456,7.0,7.0,13185.0,0.99,0.0,0.01,0.01,0.0
endpoint,9,4,1.0,1.0,0.0,0.004541149579999872,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,10,0,0.9936,0.93,0.16,0.004876886250003692,8.285714285714286,8.333333333333334,13185.0,0.93,0.04,0.03,0.02,0.05
endpoint,10,1,0.9956,0.96,0.11,0.005256888750000101,13.0,5.0,13185.0,0.96,0.02,0.02,0.02,0.02
endpoint,10,2,0.9964,0.98,0.09,0.005331278329995208,12.5,12.5,13185.0,0.98,0.0,0.02,0.02,0.0
endpoint,10,3,0.9924,0.91,0.19,0.005273244170002697,17.11111111111111,9.333333333333334,13185.0,0.91,0.06,0.03,0.03,0.06
endpoint,10,4,0.9932,0.89,0.17,0.0053118629200252475,13.090909090909092,8.5,13185.0,0.89,0.09,0.02,0.02,0.09
endpoint,11,0,0.996,0.97,0.12,0.00777401041001208,12.666666666666666,12.666666666666666,13185.0,0.97,0.0,0.03,0.03,0.0
endpoint,11,1,1.0,1.0,0.0,0.00724659041999982,,,13185.0,1.0,0.0,0.0,0.0,0.0
endpoint,11,2,0.9936666666666667,0.96,0.19,0.007315889159999604,16.75,16.75,13185.0,0.96,0.0,0.04,0.04,0.0
endpoint,11,3,0.9940000000000001,0.96,0.18,0.00812337624998684,7.75,7.75,13185.0,0.96,0.0,0.04,0.04,0.0
endpoint,11,4,0.997,0.98,0.09,0.007280725410000708,8.5,8.5,13185.0,0.98,0.0,0.02,0.02,0.0
endpoint,12,0,0.9938888888888888,0.88,0.22,0.009889642090001849,11.833333333333334,11.0,13185.0,0.88,0.1,0.02,0.02,0.1
endpoint,12,1,0.9897222222222223,0.93,0.37,0.0097919616699891,12.428571428571429,5.0,13185.0,0.93,0.02,0.05,0.05,0.02
endpoint,12,2,0.9847222222222223,0.88,0.55,0.009829420000005425,14.5,12.8,13185.0,0.88,0.02,0.1,0.09,0.03
endpoint,12,3,0.9930555555555556,0.89,0.25,0.009764318739998928,19.0,7.666666666666667,13185.0,0.89,0.08,0.03,0.03,0.08
endpoint,12,4,0.9944444444444445,0.85,0.2,0.009889966669998045,21.333333333333332,13.0,13185.0,0.85,0.14,0.01,0.01,0.14
endpoint,13,0,0.9885714285714287,0.92,0.48,0.012197248330003217,13.25,13.25,13185.0,0.92,0.0,0.08,0.08,0.0
endpoint,13,1,0.9885714285714287,0.94,0.48,0.013076928349992141,5.333333333333333,5.333333333333333,13185.0,0.94,0.0,0.06,0.06,0.0
endpoint,13,2,0.9816666666666667,0.86,0.77,0.012967755829995374,24.571428571428573,24.571428571428573,13185.0,0.86,0.0,0.14,0.14,0.0
endpoint,13,3,0.9880952380952381,0.93,0.5,0.012845399999969165,9.285714285714286,9.285714285714286,13185.0,0.93,0.0,0.07,0.07,0.0
endpoint,13,4,0.9926190476190476,0.95,0.31,0.012808096249991607,7.6,7.6,13185.0,0.95,0.0,0.05,0.05,0.0
endpoint,14,0,0.9889795918367347,0.76,0.54,0.016058234170013702,14.916666666666666,9.6,13185.0,0.76,0.19,0.05,0.05,0.19
endpoint,14,1,0.9944897959183673,0.88,0.27,0.018059727089985215,36.75,5.5,13185.0,0.88,0.1,0.02,0.02,0.1
endpoint,14,2,0.9730612244897959,0.78,1.32,0.017845572499991195,22.09090909090909,24.842105263157894,13185.0,0.78,0.03,0.19,0.12,0.1
endpoint,14,3,0.9883673469387755,0.84,0.57,0.017445480399983292,25.6875,12.5,13185.0,0.84,0.1,0.06,0.04,0.12
endpoint,14,4,0.9912244897959184,0.83,0.43,0.017705789999999916,19.11764705882353,7.0,13185.0,0.83,0.13,0.04,0.04,0.13
endpoint,15,0,0.9882142857142857,0.89,0.66,0.020530830850002523,16.0,15.555555555555555,13185.0,0.89,0.02,0.09,0.09,0.02
endpoint,15,1,0.9885714285714287,0.93,0.64,0.021812607089996088,12.0,5.833333333333333,13185.0,0.93,0.01,0.06,0.06,0.01
endpoint,15,2,0.97125,0.78,1.61,0.02148565875999333,24.318181818181817,24.59090909090909,13185.0,0.78,0.0,0.22,0.21,0.01
endpoint,15,3,0.9869642857142857,0.9,0.73,0.021365498759987483,13.3,13.3,13185.0,0.9,0.0,0.1,0.1,0.0
endpoint,15,4,0.9873214285714286,0.91,0.71,0.021198505840002296,14.88888888888889,13.75,13185.0,0.91,0.01,0.08,0.08,0.01
endpoint,16,0,0.98015625,0.67,1.27,0.025777471669998664,16.21212121212121,14.5,13185.0,0.67,0.19,0.14,0.12,0.21
endpoint,16,1,0.99015625,0.8,0.63,0.02774358791999469,47.05,7.25,13185.0,0.8,0.16,0.04,0.04,0.16
endpoint,16,2,0.97203125,0.73,1.79,0.02672535540998062,21.74074074074074,20.35,13185.0,0.73,0.07,0.2,0.18,0.09
endpoint,16,3,0.97703125,0.7,1.47,0.027936781670014118,30.933333333333334,12.571428571428571,13185.0,0.7,0.16,0.14,0.14,0.16
endpoint,16,4,0.98546875,0.75,0.93,0.026776919999992908,26.68,10.333333333333334,13185.0,0.75,0.16,0.09,0.09,0.16
endpoint,17,0,0.9888888888888888,0.86,0.8,0.03329144292000815,17.857142857142858,17.8,13185.0,0.86,0.04,0.1,0.1,0.04
endpoint,17,1,0.9918055555555556,0.93,0.59,0.035352999160022554,32.285714285714285,8.5,13185.0,0.93,0.03,0.04,0.04,0.03
endpoint,17,2,0.9620833333333333,0.73,2.73,0.03399475542000799,28.85185185185185,28.85185185185185,13185.0,0.73,0.0,0.27,0.27,0.0
endpoint,17,3,0.9829166666666667,0.88,1.23,0.0359623349900175,20.0,12.0,13185.0,0.88,0.02,0.1,0.1,0.02
endpoint,17,4,0.9756944444444444,0.84,1.75,0.03291997749998697,15.6875,15.6875,13185.0,0.84,0.0,0.16,0.16,0.0
endpoint,20,0,0.9662999999999999,0.53,3.37,0.058967298750003415,19.06382978723404,13.821428571428571,13185.0,0.53,0.19,0.28,0.27,0.2
endpoint,20,1,0.963,0.65,3.7,0.06440646626000666,48.371428571428574,8.666666666666666,13185.0,0.65,0.17,0.18,0.18,0.17
endpoint,20,2,0.9422,0.53,5.78,0.05871353374999669,31.659574468085108,34.292682926829265,13185.0,0.53,0.06,0.41,0.32,0.15
endpoint,20,3,0.9625,0.55,3.75,0.06194548251000012,40.77777777777778,22.68,13185.0,0.55,0.2,0.25,0.24,0.21
endpoint,20,4,0.9703,0.54,2.97,0.060098653750010236,36.93478260869565,19.85,13185.0,0.54,0.26,0.2,0.18,0.28
endpoint,23,0,0.9642424242424242,0.58,4.72,0.09832939374000484,21.333333333333332,19.228571428571428,13185.0,0.58,0.07,0.35,0.35,0.07
endpoint,23,1,0.9612878787878788,0.8,5.11,0.11025352501001176,10.0,10.0,13185.0,0.8,0.0,0.2,0.2,0.0
endpoint,23,2,0.9333333333333332,0.53,8.8,0.10001499291000067,34.255319148936174,34.255319148936174,13185.0,0.53,0.0,0.47,0.47,0.0
endpoint,23,3,0.9568939393939394,0.64,5.69,0.10183778709000758,19.13888888888889,17.38235294117647,13185.0,0.64,0.02,0.34,0.34,0.02
endpoint,23,4,0.9647727272727272,0.74,4.65,0.10410116500001093,18.153846153846153,17.84,13185.0,0.74,0.01,0.25,0.25,0.01
endpoint,24,0,0.9583333333333333,0.29,6.0,0.11484551832999383,24.52112676056338,18.58974358974359,13185.0,0.29,0.32,0.39,0.36,0.35
endpoint,24,1,0.9654166666666667,0.57,4.98,0.13291185416999718,84.72093023255815,11.588235294117647,13185.0,0.57,0.26,0.17,0.17,0.26
endpoint,24,2,0.9151388888888888,0.43,12.22,0.1136884074999943,20.75438596491228,20.892857142857142,13185.0,0.43,0.01,0.56,0.53,0.04
endpoint,24,3,0.9472222222222223,0.4,7.6,0.11888776333998974,40.666666666666664,18.85,13185.0,0.4,0.2,0.4,0.4,0.2
endpoint,24,4,0.9529861111111111,0.42,6.77,0.11881580416000359,27.24137931034483,17.157894736842106,13185.0,0.42,0.2,0.38,0.37,0.21
endpoint,25,0,0.9570512820512821,0.53,6.7,0.13474226792000077,21.23404255319149,17.37142857142857,13185.0,0.53,0.12,0.35,0.35,0.12
endpoint,25,1,0.9435897435897437,0.68,8.8,0.1483494479200089,22.5625,10.0,13185.0,0.68,0.03,0.29,0.29,0.03
endpoint,25,2,0.9258333333333334,0.47,11.57,0.13559188165998415,32.735849056603776,33.18867924528302,13185.0,0.47,0.0,0.53,0.51,0.02
endpoint,25,3,0.9428205128205128,0.5,8.92,0.13787803876000904,27.7,21.244444444444444,13185.0,0.5,0.05,0.45,0.44,0.06
endpoint,25,4,0.9448076923076922,0.52,8.61,0.1377761620800083,17.291666666666668,15.58695652173913,13185.0,0.52,0.02,0.46,0.46,0.02
endpoint,30,0,0.934088888888889,0.18,14.83,0.26059181917001295,26.78048780487805,21.721311475409838,13185.0,0.18,0.21,0.61,0.61,0.21
endpoint,30,1,0.9335555555555556,0.43,14.95,0.2950920004099862,97.59649122807018,17.393939393939394,13185.0,0.43,0.24,0.33,0.33,0.24
endpoint,30,2,0.8954222222222222,0.22,23.53,0.2553276904099948,49.1025641025641,47.77777777777778,13185.0,0.22,0.06,0.72,0.63,0.15
endpoint,30,3,0.9194666666666668,0.24,18.12,0.26368990042001317,47.98684210526316,24.517241379310345,13185.0,0.24,0.18,0.58,0.57,0.19
endpoint,30,4,0.9269333333333333,0.19,16.44,0.26370640540997553,42.0,30.216666666666665,13185.0,0.19,0.21,0.6,0.56,0.25
endpoint,40,0,0.893575,0.02,42.57,0.7554095620699809,29.591836734693878,29.296703296703296,13185.0,0.02,0.07,0.91,0.87,0.11
endpoint,40,1,0.869225,0.23,52.31,0.839283935429994,84.94805194805195,19.793650793650794,13185.0,0.23,0.14,0.63,0.63,0.14
endpoint,40,2,0.83765,0.01,64.94,0.7056489287400108,32.13131313131313,29.957894736842107,13185.0,0.01,0.04,0.95,0.92,0.07
endpoint,40,3,0.8770749999999999,0.07,49.17,0.7824662541699945,38.623655913978496,27.255555555555556,13185.0,0.07,0.03,0.9,0.9,0.03
endpoint,40,4,0.889875,0.05,44.05,0.876783871250027,32.90526315789474,28.892857142857142,13185.0,0.05,0.11,0.84,0.83,0.12
gnn,6,0,1.0,1.0,0.0,0.00107448707999534,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,6,1,1.0,1.0,0.0,0.001182013759998848,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,6,2,1.0,1.0,0.0,0.0013441254100052642,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,6,3,1.0,1.0,0.0,0.001203855829999116,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,6,4,1.0,1.0,0.0,0.001539567490008244,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,7,0,0.9983333333333333,0.99,0.02,0.001624011249987204,9.0,9.0,38337.0,0.99,0.0,0.01,0.01,0.0
gnn,7,1,1.0,1.0,0.0,0.001763308329991528,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,7,2,0.9966666666666667,0.98,0.04,0.002022122910002468,9.0,9.0,38337.0,0.98,0.0,0.02,0.02,0.0
gnn,7,3,1.0,1.0,0.0,0.001813635830003428,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,7,4,1.0,1.0,0.0,0.001986527500002864,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,8,0,1.0,1.0,0.0,0.00237514375000494,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,8,1,1.0,1.0,0.0,0.002581252909994824,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,8,2,1.0,1.0,0.0,0.003936880010005468,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,8,3,1.0,1.0,0.0,0.002565556659992552,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,8,4,1.0,1.0,0.0,0.005087425819992808,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,9,0,0.997,0.98,0.06,0.0034486816699972724,16.5,16.5,38337.0,0.98,0.0,0.02,0.02,0.0
gnn,9,1,1.0,1.0,0.0,0.0038746537399947157,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,9,2,0.9940000000000001,0.96,0.12,0.006288511669999868,14.25,14.25,38337.0,0.96,0.0,0.04,0.04,0.0
gnn,9,3,1.0,1.0,0.0,0.00401258374000458,,,38337.0,1.0,0.0,0.0,0.0,0.0
gnn,9,4,0.997,0.98,0.06,0.00518777792000028,15.0,15.0,38337.0,0.98,0.0,0.02,0.02,0.0
gnn,10,0,0.9968,0.98,0.08,0.005552439160010128,18.0,19.0,38337.0,0.98,0.0,0.02,0.0,0.02
gnn,10,1,0.9984000000000001,0.99,0.04,0.0061439362399868915,20.0,20.0,38337.0,0.99,0.0,0.01,0.01,0.0
