method,n,seed,outcome,episodes,mean_ratio,mean_gap
candidate,6,0,exact,95,1.0,0.0
candidate,6,0,unbalanced_bipartite,5,0.888888888888889,1.0
candidate,6,1,exact,94,1.0,0.0
candidate,6,1,nonbipartite,1,0.7777777777777778,2.0
candidate,6,1,unbalanced_bipartite,5,0.888888888888889,1.0
candidate,6,2,exact,97,1.0,0.0
candidate,6,2,nonbipartite,1,0.7777777777777778,2.0
candidate,6,2,unbalanced_bipartite,2,0.8888888888888888,1.0
candidate,6,3,exact,94,1.0,0.0
candidate,6,3,unbalanced_bipartite,6,0.8888888888888888,1.0
candidate,6,4,exact,90,1.0,0.0
candidate,6,4,nonbipartite,2,0.7777777777777778,2.0
candidate,6,4,unbalanced_bipartite,8,0.8888888888888888,1.0
candidate,7,0,exact,98,1.0,0.0
candidate,7,0,nonbipartite,2,0.8333333333333334,2.0
candidate,7,1,exact,98,1.0,0.0
candidate,7,1,nonbipartite,2,0.8333333333333334,2.0
candidate,7,2,exact,97,1.0,0.0
candidate,7,2,nonbipartite,3,0.8333333333333334,2.0
candidate,7,3,exact,98,1.0,0.0
candidate,7,3,nonbipartite,2,0.8333333333333334,2.0
candidate,7,4,exact,99,1.0,0.0
candidate,7,4,nonbipartite,1,0.8333333333333334,2.0
candidate,8,0,exact,92,1.0,0.0
candidate,8,0,nonbipartite,2,0.8125,3.0
candidate,8,0,unbalanced_bipartite,6,0.9375,1.0
candidate,8,1,exact,88,1.0,0.0
candidate,8,1,nonbipartite,2,0.8125,3.0
candidate,8,1,unbalanced_bipartite,10,0.9375,1.0
candidate,8,2,exact,86,1.0,0.0
candidate,8,2,nonbipartite,4,0.8125,3.0
candidate,8,2,unbalanced_bipartite,10,0.9375,1.0
candidate,8,3,exact,82,1.0,0.0
candidate,8,3,nonbipartite,2,0.8125,3.0
candidate,8,3,unbalanced_bipartite,16,0.9375,1.0
candidate,8,4,exact,92,1.0,0.0
candidate,8,4,nonbipartite,2,0.8125,3.0
candidate,8,4,unbalanced_bipartite,6,0.9375,1.0
candidate,9,0,exact,97,1.0,0.0
candidate,9,0,nonbipartite,3,0.85,3.0
candidate,9,1,exact,92,1.0,0.0
candidate,9,1,nonbipartite,8,0.85,3.0
candidate,9,2,exact,93,1.0,0.0
candidate,9,2,nonbipartite,6,0.85,3.0
candidate,9,2,unbalanced_bipartite,1,0.9,2.0
candidate,9,3,exact,94,1.0,0.0
candidate,9,3,nonbipartite,6,0.85,3.0
candidate,9,4,exact,93,1.0,0.0
candidate,9,4,nonbipartite,7,0.8357142857142856,3.2857142857142856
candidate,10,0,exact,86,1.0,0.0
candidate,10,0,nonbipartite,2,0.84,4.0
candidate,10,0,unbalanced_bipartite,12,0.96,1.0
candidate,10,1,exact,74,1.0,0.0
candidate,10,1,nonbipartite,8,0.84,4.0
candidate,10,1,unbalanced_bipartite,18,0.9600000000000001,1.0
candidate,10,2,exact,74,1.0,0.0
candidate,10,2,nonbipartite,9,0.8355555555555555,4.111111111111111
candidate,10,2,unbalanced_bipartite,17,0.96,1.0
candidate,10,3,exact,75,1.0,0.0
candidate,10,3,nonbipartite,12,0.8333333333333334,4.166666666666667
candidate,10,3,unbalanced_bipartite,13,0.9600000000000001,1.0
candidate,10,4,exact,80,1.0,0.0
candidate,10,4,nonbipartite,6,0.8333333333333334,4.166666666666667
candidate,10,4,unbalanced_bipartite,14,0.96,1.0
candidate,11,0,exact,91,1.0,0.0
candidate,11,0,nonbipartite,8,0.8416666666666667,4.75
candidate,11,0,unbalanced_bipartite,1,0.9333333333333332,2.0
candidate,11,1,exact,89,1.0,0.0
candidate,11,1,nonbipartite,11,0.8454545454545456,4.636363636363637
candidate,11,2,exact,89,1.0,0.0
candidate,11,2,nonbipartite,10,0.86,4.2
candidate,11,2,unbalanced_bipartite,1,0.9333333333333332,2.0
candidate,11,3,exact,91,1.0,0.0
candidate,11,3,nonbipartite,9,0.8481481481481482,4.555555555555555
candidate,11,4,exact,89,1.0,0.0
candidate,11,4,nonbipartite,11,0.8424242424242425,4.7272727272727275
candidate,12,0,exact,70,1.0,0.0
candidate,12,0,nonbipartite,10,0.8388888888888889,5.8
candidate,12,0,unbalanced_bipartite,20,0.9722222222222221,1.0
candidate,12,1,exact,62,1.0,0.0
candidate,12,1,nonbipartite,18,0.8487654320987654,5.444444444444445
candidate,12,1,unbalanced_bipartite,20,0.9722222222222221,1.0
candidate,12,2,exact,73,1.0,0.0
candidate,12,2,nonbipartite,13,0.8547008547008548,5.230769230769231
candidate,12,2,unbalanced_bipartite,14,0.9722222222222222,1.0
candidate,12,3,exact,77,1.0,0.0
candidate,12,3,nonbipartite,11,0.8535353535353536,5.2727272727272725
candidate,12,3,unbalanced_bipartite,12,0.9722222222222222,1.0
candidate,12,4,exact,72,1.0,0.0
candidate,12,4,nonbipartite,12,0.8611111111111112,5.0
candidate,12,4,unbalanced_bipartite,16,0.9722222222222222,1.0
candidate,13,0,exact,89,1.0,0.0
candidate,13,0,nonbipartite,11,0.8679653679653679,5.545454545454546
candidate,13,1,exact,84,1.0,0.0
candidate,13,1,nonbipartite,16,0.8556547619047619,6.0625
candidate,13,2,exact,82,1.0,0.0
candidate,13,2,nonbipartite,17,0.8655462184873949,5.647058823529412
candidate,13,2,unbalanced_bipartite,1,0.9523809523809524,2.0
candidate,13,3,exact,90,1.0,0.0
candidate,13,3,nonbipartite,10,0.8571428571428571,6.0
candidate,13,4,exact,76,1.0,0.0
candidate,13,4,nonbipartite,23,0.8643892339544513,5.695652173913044
candidate,13,4,unbalanced_bipartite,1,0.9523809523809524,2.0
candidate,14,0,exact,58,1.0,0.0
candidate,14,0,nonbipartite,23,0.8695652173913043,6.391304347826087
candidate,14,0,unbalanced_bipartite,19,0.9795918367346941,1.0
candidate,14,1,exact,63,1.0,0.0
candidate,14,1,nonbipartite,17,0.8571428571428571,7.0
candidate,14,1,unbalanced_bipartite,20,0.9795918367346939,1.0
candidate,14,2,exact,68,1.0,0.0
candidate,14,2,nonbipartite,21,0.8590864917395529,6.904761904761905
candidate,14,2,unbalanced_bipartite,11,0.979591836734694,1.0
candidate,14,3,exact,57,1.0,0.0
candidate,14,3,nonbipartite,20,0.8653061224489795,6.6
candidate,14,3,unbalanced_bipartite,23,0.9795918367346941,1.0
candidate,14,4,exact,60,1.0,0.0
candidate,14,4,nonbipartite,19,0.8603651987110633,6.842105263157895
candidate,14,4,unbalanced_bipartite,21,0.979591836734694,1.0
candidate,15,0,exact,81,1.0,0.0
candidate,15,0,nonbipartite,18,0.8621031746031745,7.722222222222222
candidate,15,0,unbalanced_bipartite,1,0.9642857142857144,2.0
candidate,15,1,exact,74,1.0,0.0
candidate,15,1,nonbipartite,22,0.8668831168831169,7.454545454545454
candidate,15,1,unbalanced_bipartite,4,0.9642857142857144,2.0
candidate,15,2,exact,71,1.0,0.0
candidate,15,2,nonbipartite,29,0.8663793103448276,7.482758620689655
candidate,15,3,exact,80,1.0,0.0
candidate,15,3,nonbipartite,20,0.875,7.0
candidate,15,4,exact,74,1.0,0.0
candidate,15,4,nonbipartite,26,0.8674450549450549,7.423076923076923
candidate,16,0,exact,49,1.0,0.0
candidate,16,0,nonbipartite,31,0.8775201612903226,7.838709677419355
candidate,16,0,unbalanced_bipartite,20,0.984375,1.0
candidate,16,1,exact,52,1.0,0.0
candidate,16,1,nonbipartite,26,0.8804086538461539,7.653846153846154
candidate,16,1,unbalanced_bipartite,22,0.984375,1.0
candidate,16,2,exact,49,1.0,0.0
candidate,16,2,nonbipartite,36,0.8663194444444444,8.555555555555555
candidate,16,2,unbalanced_bipartite,15,0.984375,1.0
candidate,16,3,exact,50,1.0,0.0
candidate,16,3,nonbipartite,31,0.8734879032258065,8.096774193548388
candidate,16,3,unbalanced_bipartite,19,0.984375,1.0
candidate,16,4,exact,43,1.0,0.0
candidate,16,4,nonbipartite,33,0.8726325757575758,8.151515151515152
candidate,16,4,unbalanced_bipartite,24,0.982421875,1.125
candidate,17,0,exact,65,1.0,0.0
candidate,17,0,nonbipartite,32,0.8758680555555556,8.9375
candidate,17,0,unbalanced_bipartite,3,0.9722222222222222,2.0
candidate,17,1,exact,58,1.0,0.0
candidate,17,1,nonbipartite,37,0.8626126126126127,9.891891891891891
candidate,17,1,unbalanced_bipartite,5,0.9722222222222221,2.0
candidate,17,2,exact,60,1.0,0.0
candidate,17,2,nonbipartite,40,0.8694444444444445,9.4
candidate,17,3,exact,65,1.0,0.0
candidate,17,3,nonbipartite,30,0.8689814814814815,9.433333333333334
candidate,17,3,unbalanced_bipartite,5,0.9722222222222221,2.0
candidate,17,4,exact,59,1.0,0.0
candidate,17,4,nonbipartite,38,0.8720760233918128,9.210526315789474
candidate,17,4,unbalanced_bipartite,3,0.9722222222222222,2.0
candidate,20,0,exact,35,1.0,0.0
candidate,20,0,nonbipartite,51,0.8815686274509804,11.843137254901961
candidate,20,0,unbalanced_bipartite,14,0.99,1.0
candidate,20,1,exact,33,1.0,0.0
candidate,20,1,nonbipartite,51,0.8813725490196079,11.862745098039216
candidate,20,1,unbalanced_bipartite,16,0.99,1.0
candidate,20,2,exact,36,1.0,0.0
candidate,20,2,nonbipartite,47,0.8740425531914894,12.595744680851064
candidate,20,2,unbalanced_bipartite,17,0.9899999999999999,1.0
candidate,20,3,exact,20,1.0,0.0
candidate,20,3,nonbipartite,60,0.8716666666666666,12.833333333333334
candidate,20,3,unbalanced_bipartite,20,0.9884999999999999,1.15
candidate,20,4,exact,35,1.0,0.0
candidate,20,4,nonbipartite,45,0.8784444444444445,12.155555555555555
candidate,20,4,unbalanced_bipartite,20,0.99,1.0
candidate,23,0,exact,48,1.0,0.0
candidate,23,0,nonbipartite,51,0.8789364230540702,15.980392156862745
candidate,23,0,unbalanced_bipartite,1,0.9848484848484848,2.0
candidate,23,1,exact,32,1.0,0.0
candidate,23,1,nonbipartite,65,0.8812354312354312,15.676923076923076
candidate,23,1,unbalanced_bipartite,3,0.9848484848484848,2.0
candidate,23,2,exact,22,1.0,0.0
candidate,23,2,nonbipartite,73,0.868513906185139,17.356164383561644
candidate,23,2,unbalanced_bipartite,5,0.9848484848484848,2.0
candidate,23,3,exact,37,1.0,0.0
candidate,23,3,nonbipartite,59,0.8718541345659989,16.915254237288135
candidate,23,3,unbalanced_bipartite,4,0.9848484848484848,2.0
candidate,23,4,exact,22,1.0,0.0
candidate,23,4,nonbipartite,72,0.8775252525252525,16.166666666666668
candidate,23,4,unbalanced_bipartite,6,0.9848484848484848,2.0
candidate,24,0,exact,28,1.0,0.0
candidate,24,0,nonbipartite,65,0.8790598290598292,17.415384615384614
candidate,24,0,unbalanced_bipartite,7,0.9930555555555556,1.0
candidate,24,1,exact,25,1.0,0.0
candidate,24,1,nonbipartite,57,0.8819444444444445,17.0
candidate,24,1,unbalanced_bipartite,18,0.9930555555555556,1.0
candidate,24,2,exact,18,1.0,0.0
candidate,24,2,nonbipartite,69,0.8734903381642513,18.217391304347824
candidate,24,2,unbalanced_bipartite,13,0.9930555555555556,1.0
candidate,24,3,exact,24,1.0,0.0
candidate,24,3,nonbipartite,67,0.8791459369817579,17.402985074626866
candidate,24,3,unbalanced_bipartite,9,0.9930555555555556,1.0
candidate,24,4,exact,22,1.0,0.0
candidate,24,4,nonbipartite,63,0.8725749559082893,18.349206349206348
candidate,24,4,unbalanced_bipartite,15,0.9902777777777778,1.4
candidate,25,0,exact,39,1.0,0.0
candidate,25,0,nonbipartite,58,0.8848364279398763,17.96551724137931
candidate,25,0,unbalanced_bipartite,3,0.9871794871794872,2.0
candidate,25,1,exact,38,1.0,0.0
candidate,25,1,nonbipartite,59,0.8803780964797914,18.661016949152543
candidate,25,1,unbalanced_bipartite,3,0.9871794871794872,2.0
candidate,25,2,exact,28,1.0,0.0
candidate,25,2,nonbipartite,71,0.8686348862405201,20.492957746478872
candidate,25,2,unbalanced_bipartite,1,0.9871794871794872,2.0
candidate,25,3,exact,33,1.0,0.0
candidate,25,3,nonbipartite,64,0.8732972756410257,19.765625
candidate,25,3,unbalanced_bipartite,3,0.9871794871794872,2.0
candidate,25,4,exact,26,1.0,0.0
candidate,25,4,nonbipartite,69,0.8652917131178002,21.014492753623188
candidate,25,4,unbalanced_bipartite,5,0.9871794871794872,2.0
candidate,30,0,exact,7,1.0,0.0
candidate,30,0,nonbipartite,84,0.8771957671957673,27.63095238095238
candidate,30,0,unbalanced_bipartite,9,0.9940740740740741,1.3333333333333333
candidate,30,1,exact,11,1.0,0.0
candidate,30,1,nonbipartite,84,0.8801058201058202,26.976190476190474
candidate,30,1,unbalanced_bipartite,5,0.9902222222222223,2.2
candidate,30,2,exact,7,1.0,0.0
candidate,30,2,nonbipartite,89,0.8456928838951311,34.71910112359551
candidate,30,2,unbalanced_bipartite,4,0.9955555555555556,1.0
candidate,30,3,exact,7,1.0,0.0
candidate,30,3,nonbipartite,89,0.8642696629213483,30.53932584269663
candidate,30,3,unbalanced_bipartite,4,0.9922222222222223,1.75
candidate,30,4,exact,6,1.0,0.0
candidate,30,4,nonbipartite,82,0.8506775067750678,33.59756097560975
candidate,30,4,unbalanced_bipartite,12,0.9955555555555556,1.0
candidate,40,0,exact,1,1.0,0.0
candidate,40,0,nonbipartite,97,0.8444587628865978,62.21649484536083
candidate,40,0,unbalanced_bipartite,2,0.9975,1.0
candidate,40,1,exact,1,1.0,0.0
candidate,40,1,nonbipartite,97,0.8404896907216495,63.8041237113402
candidate,40,1,unbalanced_bipartite,2,0.9975,1.0
candidate,40,2,exact,1,1.0,0.0
candidate,40,2,nonbipartite,99,0.8107828282828282,75.68686868686869
candidate,40,3,exact,3,1.0,0.0
candidate,40,3,nonbipartite,95,0.8492105263157894,60.31578947368421
candidate,40,3,unbalanced_bipartite,2,0.9975,1.0
candidate,40,4,exact,1,1.0,0.0
candidate,40,4,nonbipartite,98,0.8316326530612245,67.34693877551021
candidate,40,4,unbalanced_bipartite,1,0.99,4.0
endpoint,6,0,exact,100,1.0,0.0
endpoint,6,1,exact,100,1.0,0.0
endpoint,6,2,exact,100,1.0,0.0
endpoint,6,3,exact,100,1.0,0.0
endpoint,6,4,exact,100,1.0,0.0
endpoint,7,0,exact,100,1.0,0.0
endpoint,7,1,exact,100,1.0,0.0
endpoint,7,2,exact,98,1.0,0.0
endpoint,7,2,nonbipartite,2,0.8333333333333334,2.0
endpoint,7,3,exact,100,1.0,0.0
endpoint,7,4,exact,100,1.0,0.0
endpoint,8,0,exact,95,1.0,0.0
endpoint,8,0,unbalanced_bipartite,5,0.9375,1.0
endpoint,8,1,exact,99,1.0,0.0
endpoint,8,1,unbalanced_bipartite,1,0.9375,1.0
endpoint,8,2,exact,98,1.0,0.0
endpoint,8,2,nonbipartite,1,0.8125,3.0
endpoint,8,2,unbalanced_bipartite,1,0.9375,1.0
endpoint,8,3,exact,98,1.0,0.0
endpoint,8,3,unbalanced_bipartite,2,0.9375,1.0
endpoint,8,4,exact,97,1.0,0.0
endpoint,8,4,nonbipartite,1,0.75,4.0
endpoint,8,4,unbalanced_bipartite,2,0.9375,1.0
endpoint,9,0,exact,99,1.0,0.0
endpoint,9,0,nonbipartite,1,0.85,3.0
endpoint,9,1,exact,100,1.0,0.0
endpoint,9,2,exact,96,1.0,0.0
endpoint,9,2,nonbipartite,4,0.85,3.0
endpoint,9,3,exact,99,1.0,0.0
endpoint,9,3,nonbipartite,1,0.85,3.0
endpoint,9,4,exact,100,1.0,0.0
endpoint,10,0,exact,93,1.0,0.0
endpoint,10,0,nonbipartite,3,0.84,4.0
endpoint,10,0,unbalanced_bipartite,4,0.96,1.0
endpoint,10,1,exact,96,1.0,0.0
endpoint,10,1,nonbipartite,2,0.8200000000000001,4.5
endpoint,10,1,unbalanced_bipartite,2,0.96,1.0
endpoint,10,2,exact,98,1.0,0.0
endpoint,10,2,nonbipartite,2,0.8200000000000001,4.5
endpoint,10,3,exact,91,1.0,0.0
endpoint,10,3,nonbipartite,3,0.8266666666666667,4.333333333333333
endpoint,10,3,unbalanced_bipartite,6,0.96,1.0
endpoint,10,4,exact,89,1.0,0.0
endpoint,10,4,nonbipartite,2,0.84,4.0
endpoint,10,4,unbalanced_bipartite,9,0.9600000000000001,1.0
endpoint,11,0,exact,97,1.0,0.0
endpoint,11,0,nonbipartite,3,0.8666666666666667,4.0
endpoint,11,1,exact,100,1.0,0.0
endpoint,11,2,exact,96,1.0,0.0
endpoint,11,2,nonbipartite,4,0.8416666666666667,4.75
endpoint,11,3,exact,96,1.0,0.0
endpoint,11,3,nonbipartite,4,0.8500000000000001,4.5
endpoint,11,4,exact,98,1.0,0.0
endpoint,11,4,nonbipartite,2,0.8500000000000001,4.5
endpoint,12,0,exact,88,1.0,0.0
endpoint,12,0,nonbipartite,2,0.8333333333333334,6.0
endpoint,12,0,unbalanced_bipartite,10,0.9722222222222221,1.0
endpoint,12,1,exact,93,1.0,0.0
endpoint,12,1,nonbipartite,5,0.8055555555555556,7.0
endpoint,12,1,unbalanced_bipartite,2,0.9722222222222222,1.0
endpoint,12,2,exact,88,1.0,0.0
endpoint,12,2,nonbipartite,10,0.8527777777777779,5.3
endpoint,12,2,unbalanced_bipartite,2,0.9722222222222222,1.0
endpoint,12,3,exact,89,1.0,0.0
endpoint,12,3,nonbipartite,3,0.8425925925925926,5.666666666666667
endpoint,12,3,unbalanced_bipartite,8,0.9722222222222222,1.0
endpoint,12,4,exact,85,1.0,0.0
endpoint,12,4,nonbipartite,1,0.8333333333333334,6.0
endpoint,12,4,unbalanced_bipartite,14,0.9722222222222222,1.0
endpoint,13,0,exact,92,1.0,0.0
endpoint,13,0,nonbipartite,8,0.8571428571428571,6.0
endpoint,13,1,exact,94,1.0,0.0
endpoint,13,1,nonbipartite,6,0.8095238095238096,8.0
endpoint,13,2,exact,86,1.0,0.0
endpoint,13,2,nonbipartite,14,0.869047619047619,5.5
endpoint,13,3,exact,93,1.0,0.0
endpoint,13,3,nonbipartite,7,0.8299319727891156,7.142857142857143
endpoint,13,4,exact,95,1.0,0.0
endpoint,13,4,nonbipartite,5,0.8523809523809524,6.2
endpoint,14,0,exact,76,1.0,0.0
endpoint,14,0,nonbipartite,5,0.8571428571428571,7.0
endpoint,14,0,unbalanced_bipartite,19,0.9795918367346941,1.0
endpoint,14,1,exact,88,1.0,0.0
endpoint,14,1,nonbipartite,2,0.8265306122448979,8.5
endpoint,14,1,unbalanced_bipartite,10,0.9795918367346939,1.0
endpoint,14,2,exact,78,1.0,0.0
endpoint,14,2,nonbipartite,19,0.861439312567132,6.7894736842105265
endpoint,14,2,unbalanced_bipartite,3,0.979591836734694,1.0
endpoint,14,3,exact,84,1.0,0.0
endpoint,14,3,nonbipartite,6,0.8401360544217686,7.833333333333333
endpoint,14,3,unbalanced_bipartite,10,0.9795918367346939,1.0
endpoint,14,4,exact,83,1.0,0.0
endpoint,14,4,nonbipartite,4,0.846938775510204,7.5
endpoint,14,4,unbalanced_bipartite,13,0.979591836734694,1.0
endpoint,15,0,exact,89,1.0,0.0
endpoint,15,0,nonbipartite,9,0.876984126984127,6.888888888888889
endpoint,15,0,unbalanced_bipartite,2,0.9642857142857144,2.0
endpoint,15,1,exact,93,1.0,0.0
endpoint,15,1,nonbipartite,6,0.8154761904761904,10.333333333333334
endpoint,15,1,unbalanced_bipartite,1,0.9642857142857144,2.0
endpoint,15,2,exact,78,1.0,0.0
endpoint,15,2,nonbipartite,22,0.8693181818181818,7.318181818181818
endpoint,15,3,exact,90,1.0,0.0
endpoint,15,3,nonbipartite,10,0.8696428571428572,7.3
endpoint,15,4,exact,91,1.0,0.0
endpoint,15,4,nonbipartite,8,0.8459821428571428,8.625
endpoint,15,4,unbalanced_bipartite,1,0.9642857142857144,2.0
endpoint,16,0,exact,67,1.0,0.0
endpoint,16,0,nonbipartite,14,0.8794642857142857,7.714285714285714
endpoint,16,0,unbalanced_bipartite,19,0.984375,1.0
endpoint,16,1,exact,80,1.0,0.0
endpoint,16,1,nonbipartite,4,0.81640625,11.75
endpoint,16,1,unbalanced_bipartite,16,0.984375,1.0
endpoint,16,2,exact,73,1.0,0.0
endpoint,16,2,nonbipartite,20,0.865625,8.6
endpoint,16,2,unbalanced_bipartite,7,0.984375,1.0
endpoint,16,3,exact,70,1.0,0.0
endpoint,16,3,nonbipartite,14,0.8537946428571429,9.357142857142858
endpoint,16,3,unbalanced_bipartite,16,0.984375,1.0
endpoint,16,4,exact,75,1.0,0.0
endpoint,16,4,nonbipartite,9,0.8663194444444444,8.555555555555555
endpoint,16,4,unbalanced_bipartite,16,0.984375,1.0
endpoint,17,0,exact,86,1.0,0.0
endpoint,17,0,nonbipartite,10,0.9,7.2
endpoint,17,0,unbalanced_bipartite,4,0.9722222222222222,2.0
endpoint,17,1,exact,93,1.0,0.0
endpoint,17,1,nonbipartite,4,0.8159722222222222,13.25
endpoint,17,1,unbalanced_bipartite,3,0.9722222222222222,2.0
endpoint,17,2,exact,73,1.0,0.0
endpoint,17,2,nonbipartite,27,0.8595679012345678,10.11111111111111
endpoint,17,3,exact,88,1.0,0.0
endpoint,17,3,nonbipartite,10,0.8347222222222221,11.9
endpoint,17,3,unbalanced_bipartite,2,0.9722222222222222,2.0
endpoint,17,4,exact,84,1.0,0.0
endpoint,17,4,nonbipartite,16,0.8480902777777778,10.9375
endpoint,20,0,exact,53,1.0,0.0
endpoint,20,0,nonbipartite,28,0.8864285714285715,11.357142857142858
endpoint,20,0,unbalanced_bipartite,19,0.9899999999999999,1.0
endpoint,20,1,exact,65,1.0,0.0
endpoint,20,1,nonbipartite,18,0.8038888888888889,19.61111111111111
endpoint,20,1,unbalanced_bipartite,17,0.9899999999999999,1.0
endpoint,20,2,exact,53,1.0,0.0
endpoint,20,2,nonbipartite,41,0.8604878048780488,13.951219512195122
endpoint,20,2,unbalanced_bipartite,6,0.9899999999999999,1.0
endpoint,20,3,exact,55,1.0,0.0
endpoint,20,3,nonbipartite,25,0.8592,14.08
endpoint,20,3,unbalanced_bipartite,20,0.9884999999999999,1.15
endpoint,20,4,exact,54,1.0,0.0
endpoint,20,4,nonbipartite,20,0.8644999999999999,13.55
endpoint,20,4,unbalanced_bipartite,26,0.99,1.0
endpoint,23,0,exact,58,1.0,0.0
endpoint,23,0,nonbipartite,35,0.9008658008658009,13.085714285714285
endpoint,23,0,unbalanced_bipartite,7,0.9848484848484848,2.0
endpoint,23,1,exact,80,1.0,0.0
endpoint,23,1,nonbipartite,20,0.8064393939393939,25.55
endpoint,23,2,exact,53,1.0,0.0
endpoint,23,2,nonbipartite,47,0.8581560283687943,18.72340425531915
endpoint,23,3,exact,64,1.0,0.0
endpoint,23,3,nonbipartite,34,0.874108734402852,16.61764705882353
endpoint,23,3,unbalanced_bipartite,2,0.9848484848484848,2.0
endpoint,23,4,exact,74,1.0,0.0
endpoint,23,4,nonbipartite,25,0.8596969696969697,18.52
endpoint,23,4,unbalanced_bipartite,1,0.9848484848484848,2.0
endpoint,24,0,exact,29,1.0,0.0
endpoint,24,0,nonbipartite,39,0.8988603988603989,14.564102564102564
endpoint,24,0,unbalanced_bipartite,32,0.9930555555555556,1.0
endpoint,24,1,exact,57,1.0,0.0
endpoint,24,1,nonbipartite,17,0.8071895424836601,27.764705882352942
endpoint,24,1,unbalanced_bipartite,26,0.9930555555555556,1.0
endpoint,24,2,exact,43,1.0,0.0
endpoint,24,2,nonbipartite,56,0.8485863095238095,21.803571428571427
endpoint,24,2,unbalanced_bipartite,1,0.9930555555555556,1.0
endpoint,24,3,exact,40,1.0,0.0
endpoint,24,3,nonbipartite,40,0.8715277777777779,18.5
endpoint,24,3,unbalanced_bipartite,20,0.9930555555555556,1.0
endpoint,24,4,exact,42,1.0,0.0
endpoint,24,4,nonbipartite,38,0.8810307017543859,17.13157894736842
endpoint,24,4,unbalanced_bipartite,20,0.9909722222222224,1.3
endpoint,25,0,exact,53,1.0,0.0
endpoint,25,0,nonbipartite,35,0.8816849816849818,18.457142857142856
endpoint,25,0,unbalanced_bipartite,12,0.9871794871794872,2.0
endpoint,25,1,exact,68,1.0,0.0
endpoint,25,1,nonbipartite,29,0.8068081343943413,30.137931034482758
endpoint,25,1,unbalanced_bipartite,3,0.9871794871794872,2.0
endpoint,25,2,exact,47,1.0,0.0
endpoint,25,2,nonbipartite,53,0.8600628930817611,21.830188679245282
endpoint,25,3,exact,50,1.0,0.0
endpoint,25,3,nonbipartite,45,0.8743589743589744,19.6
endpoint,25,3,unbalanced_bipartite,5,0.9871794871794872,2.0
endpoint,25,4,exact,52,1.0,0.0
endpoint,25,4,nonbipartite,46,0.8805741360089187,18.630434782608695
endpoint,25,4,unbalanced_bipartite,2,0.9871794871794872,2.0
endpoint,30,0,exact,18,1.0,0.0
endpoint,30,0,nonbipartite,61,0.8941347905282332,23.81967213114754
endpoint,30,0,unbalanced_bipartite,21,0.9936507936507937,1.4285714285714286
endpoint,30,1,exact,43,1.0,0.0
endpoint,30,1,nonbipartite,33,0.8018855218855219,44.57575757575758
endpoint,30,1,unbalanced_bipartite,24,0.9955555555555556,1.0
endpoint,30,2,exact,22,1.0,0.0
endpoint,30,2,nonbipartite,72,0.8551234567901235,32.59722222222222
endpoint,30,2,unbalanced_bipartite,6,0.9955555555555556,1.0
endpoint,30,3,exact,24,1.0,0.0
endpoint,30,3,nonbipartite,58,0.8627586206896551,30.879310344827587
endpoint,30,3,unbalanced_bipartite,18,0.9948148148148148,1.1666666666666667
endpoint,30,4,exact,19,1.0,0.0
endpoint,30,4,nonbipartite,60,0.88,27.0
endpoint,30,4,unbalanced_bipartite,21,0.994920634920635,1.1428571428571428
endpoint,40,0,exact,2,1.0,0.0
endpoint,40,0,nonbipartite,91,0.8833241758241759,46.67032967032967
endpoint,40,0,unbalanced_bipartite,7,0.9964285714285716,1.4285714285714286
endpoint,40,1,exact,23,1.0,0.0
endpoint,40,1,nonbipartite,63,0.7929761904761905,82.80952380952381
endpoint,40,1,unbalanced_bipartite,14,0.9974999999999999,1.0
endpoint,40,2,exact,1,1.0,0.0
endpoint,40,2,nonbipartite,95,0.8292105263157895,68.3157894736842
endpoint,40,2,unbalanced_bipartite,4,0.9975,1.0
endpoint,40,3,exact,7,1.0,0.0
endpoint,40,3,nonbipartite,90,0.8635,54.6
endpoint,40,3,unbalanced_bipartite,3,0.9975,1.0
endpoint,40,4,exact,5,1.0,0.0
endpoint,40,4,nonbipartite,84,0.87,52.0
endpoint,40,4,unbalanced_bipartite,11,0.9915909090909092,3.3636363636363638
gnn,6,0,exact,100,1.0,0.0
gnn,6,1,exact,100,1.0,0.0
gnn,6,2,exact,100,1.0,0.0
gnn,6,3,exact,100,1.0,0.0
gnn,6,4,exact,100,1.0,0.0
gnn,7,0,exact,99,1.0,0.0
gnn,7,0,nonbipartite,1,0.8333333333333334,2.0
gnn,7,1,exact,100,1.0,0.0
gnn,7,2,exact,98,1.0,0.0
gnn,7,2,nonbipartite,2,0.8333333333333334,2.0
gnn,7,3,exact,100,1.0,0.0
gnn,7,4,exact,100,1.0,0.0
gnn,8,0,exact,100,1.0,0.0
gnn,8,1,exact,100,1.0,0.0
gnn,8,2,exact,100,1.0,0.0
gnn,8,3,exact,100,1.0,0.0
gnn,8,4,exact,100,1.0,0.0
gnn,9,0,exact,98,1.0,0.0
gnn,9,0,nonbipartite,2,0.85,3.0
gnn,9,1,exact,100,1.0,0.0
gnn,9,2,exact,96,1.0,0.0
gnn,9,2,nonbipartite,4,0.85,3.0
gnn,9,3,exact,100,1.0,0.0
gnn,9,4,exact,98,1.0,0.0
gnn,9,4,nonbipartite,2,0.85,3.0
gnn,10,0,exact,98,1.0,0.0
gnn,10,0,nonbipartite,2,0.84,4.0
gnn,10,1,exact,99,1.0,0.0
gnn,10,1,nonbipartite,1,0.84,4.0
