method,n,seed,outcome,episodes,mean_ratio,mean_gap
random,17,1,nonbipartite,100,0.6936111111111112,22.06
random,17,2,nonbipartite,100,0.6929166666666667,22.11
random,17,3,nonbipartite,100,0.7125,20.7
random,17,4,nonbipartite,100,0.7055555555555556,21.2
random,20,0,nonbipartite,100,0.6709999999999999,32.9
random,20,1,nonbipartite,100,0.6738,32.62
random,20,2,nonbipartite,100,0.6689,33.11
random,20,3,nonbipartite,100,0.6679,33.21
random,20,4,nonbipartite,100,0.6732,32.68
random,23,0,nonbipartite,100,0.6393939393939394,47.6
random,23,1,nonbipartite,100,0.643030303030303,47.12
random,23,2,nonbipartite,100,0.6377272727272727,47.82
random,23,3,nonbipartite,100,0.6422727272727273,47.22
random,23,4,nonbipartite,100,0.6445454545454545,46.92
random,24,0,nonbipartite,100,0.6233333333333334,54.24
random,24,1,nonbipartite,100,0.6297222222222222,53.32
random,24,2,nonbipartite,100,0.6302083333333334,53.25
random,24,3,nonbipartite,100,0.6284722222222222,53.5
random,24,4,nonbipartite,100,0.62375,54.18
random,25,0,nonbipartite,100,0.6249358974358974,58.51
random,25,1,nonbipartite,100,0.6267948717948718,58.22
random,25,2,nonbipartite,100,0.6192948717948719,59.39
random,25,3,nonbipartite,100,0.6183974358974359,59.53
random,25,4,nonbipartite,100,0.6213461538461539,59.07
random,30,0,nonbipartite,100,0.5823555555555555,93.97
random,30,1,nonbipartite,100,0.5871555555555555,92.89
random,30,2,nonbipartite,100,0.5814222222222223,94.18
random,30,3,nonbipartite,100,0.5826666666666667,93.9
random,30,4,nonbipartite,100,0.5848444444444444,93.41
random,40,0,nonbipartite,100,0.5257999999999999,189.68
random,40,1,nonbipartite,100,0.5272,189.12
random,40,2,nonbipartite,100,0.529825,188.07
random,40,3,nonbipartite,100,0.528275,188.69
random,40,4,nonbipartite,100,0.529025,188.39
turan_oracle,6,0,exact,100,1.0,0.0
turan_oracle,6,1,exact,100,1.0,0.0
turan_oracle,6,2,exact,100,1.0,0.0
turan_oracle,6,3,exact,100,1.0,0.0
turan_oracle,6,4,exact,100,1.0,0.0
turan_oracle,7,0,exact,100,1.0,0.0
turan_oracle,7,1,exact,100,1.0,0.0
turan_oracle,7,2,exact,100,1.0,0.0
turan_oracle,7,3,exact,100,1.0,0.0
turan_oracle,7,4,exact,100,1.0,0.0
turan_oracle,8,0,exact,100,1.0,0.0
turan_oracle,8,1,exact,100,1.0,0.0
turan_oracle,8,2,exact,100,1.0,0.0
turan_oracle,8,3,exact,100,1.0,0.0
turan_oracle,8,4,exact,100,1.0,0.0
turan_oracle,9,0,exact,100,1.0,0.0
turan_oracle,9,1,exact,100,1.0,0.0
turan_oracle,9,2,exact,100,1.0,0.0
turan_oracle,9,3,exact,100,1.0,0.0
turan_oracle,9,4,exact,100,1.0,0.0
turan_oracle,10,0,exact,100,1.0,0.0
turan_oracle,10,1,exact,100,1.0,0.0
turan_oracle,10,2,exact,100,1.0,0.0
turan_oracle,10,3,exact,100,1.0,0.0
turan_oracle,10,4,exact,100,1.0,0.0
turan_oracle,11,0,exact,100,1.0,0.0
turan_oracle,11,1,exact,100,1.0,0.0
turan_oracle,11,2,exact,100,1.0,0.0
turan_oracle,11,3,exact,100,1.0,0.0
turan_oracle,11,4,exact,100,1.0,0.0
turan_oracle,12,0,exact,100,1.0,0.0
turan_oracle,12,1,exact,100,1.0,0.0
turan_oracle,12,2,exact,100,1.0,0.0
turan_oracle,12,3,exact,100,1.0,0.0
turan_oracle,12,4,exact,100,1.0,0.0
turan_oracle,13,0,exact,100,1.0,0.0
turan_oracle,13,1,exact,100,1.0,0.0
turan_oracle,13,2,exact,100,1.0,0.0
turan_oracle,13,3,exact,100,1.0,0.0
turan_oracle,13,4,exact,100,1.0,0.0
turan_oracle,14,0,exact,100,1.0,0.0
turan_oracle,14,1,exact,100,1.0,0.0
turan_oracle,14,2,exact,100,1.0,0.0
turan_oracle,14,3,exact,100,1.0,0.0
turan_oracle,14,4,exact,100,1.0,0.0
turan_oracle,15,0,exact,100,1.0,0.0
turan_oracle,15,1,exact,100,1.0,0.0
turan_oracle,15,2,exact,100,1.0,0.0
turan_oracle,15,3,exact,100,1.0,0.0
turan_oracle,15,4,exact,100,1.0,0.0
turan_oracle,16,0,exact,100,1.0,0.0
turan_oracle,16,1,exact,100,1.0,0.0
turan_oracle,16,2,exact,100,1.0,0.0
turan_oracle,16,3,exact,100,1.0,0.0
turan_oracle,16,4,exact,100,1.0,0.0
turan_oracle,17,0,exact,100,1.0,0.0
turan_oracle,17,1,exact,100,1.0,0.0
turan_oracle,17,2,exact,100,1.0,0.0
turan_oracle,17,3,exact,100,1.0,0.0
turan_oracle,17,4,exact,100,1.0,0.0
turan_oracle,20,0,exact,100,1.0,0.0
turan_oracle,20,1,exact,100,1.0,0.0
turan_oracle,20,2,exact,100,1.0,0.0
turan_oracle,20,3,exact,100,1.0,0.0
turan_oracle,20,4,exact,100,1.0,0.0
turan_oracle,23,0,exact,100,1.0,0.0
turan_oracle,23,1,exact,100,1.0,0.0
turan_oracle,23,2,exact,100,1.0,0.0
turan_oracle,23,3,exact,100,1.0,0.0
turan_oracle,23,4,exact,100,1.0,0.0
turan_oracle,24,0,exact,100,1.0,0.0
turan_oracle,24,1,exact,100,1.0,0.0
turan_oracle,24,2,exact,100,1.0,0.0
turan_oracle,24,3,exact,100,1.0,0.0
turan_oracle,24,4,exact,100,1.0,0.0
turan_oracle,25,0,exact,100,1.0,0.0
turan_oracle,25,1,exact,100,1.0,0.0
turan_oracle,25,2,exact,100,1.0,0.0
turan_oracle,25,3,exact,100,1.0,0.0
turan_oracle,25,4,exact,100,1.0,0.0
turan_oracle,30,0,exact,100,1.0,0.0
turan_oracle,30,1,exact,100,1.0,0.0
turan_oracle,30,2,exact,100,1.0,0.0
turan_oracle,30,3,exact,100,1.0,0.0
turan_oracle,30,4,exact,100,1.0,0.0
turan_oracle,40,0,exact,100,1.0,0.0
turan_oracle,40,1,exact,100,1.0,0.0
turan_oracle,40,2,exact,100,1.0,0.0
turan_oracle,40,3,exact,100,1.0,0.0
turan_oracle,40,4,exact,100,1.0,0.0
untrained_gnn,6,0,exact,56,1.0,0.0
untrained_gnn,6,0,nonbipartite,21,0.7777777777777777,2.0
untrained_gnn,6,0,unbalanced_bipartite,23,0.8888888888888888,1.0
untrained_gnn,6,1,exact,46,1.0,0.0
untrained_gnn,6,1,nonbipartite,29,0.7777777777777778,2.0
untrained_gnn,6,1,unbalanced_bipartite,25,0.8888888888888888,1.0
untrained_gnn,6,2,exact,38,1.0,0.0
untrained_gnn,6,2,nonbipartite,38,0.7777777777777778,2.0
untrained_gnn,6,2,unbalanced_bipartite,24,0.8888888888888888,1.0
untrained_gnn,6,3,exact,44,1.0,0.0
untrained_gnn,6,3,nonbipartite,30,0.7777777777777778,2.0
untrained_gnn,6,3,unbalanced_bipartite,26,0.8888888888888888,1.0
untrained_gnn,6,4,exact,52,1.0,0.0
untrained_gnn,6,4,nonbipartite,28,0.7777777777777778,2.0
untrained_gnn,6,4,unbalanced_bipartite,20,0.888888888888889,1.0
untrained_gnn,7,0,exact,45,1.0,0.0
untrained_gnn,7,0,nonbipartite,55,0.8015151515151515,2.381818181818182
untrained_gnn,7,1,exact,50,1.0,0.0
untrained_gnn,7,1,nonbipartite,48,0.8038194444444445,2.3541666666666665
untrained_gnn,7,1,unbalanced_bipartite,2,0.8333333333333334,2.0
untrained_gnn,7,2,exact,44,1.0,0.0
untrained_gnn,7,2,nonbipartite,51,0.8022875816993466,2.372549019607843
untrained_gnn,7,2,unbalanced_bipartite,5,0.8333333333333334,2.0
untrained_gnn,7,3,exact,53,1.0,0.0
untrained_gnn,7,3,nonbipartite,42,0.8075396825396824,2.3095238095238093
untrained_gnn,7,3,unbalanced_bipartite,5,0.8333333333333334,2.0
untrained_gnn,7,4,exact,54,1.0,0.0
untrained_gnn,7,4,nonbipartite,45,0.8111111111111111,2.2666666666666666
untrained_gnn,7,4,unbalanced_bipartite,1,0.8333333333333334,2.0
untrained_gnn,8,0,exact,13,1.0,0.0
untrained_gnn,8,0,nonbipartite,67,0.7910447761194029,3.343283582089552
untrained_gnn,8,0,unbalanced_bipartite,20,0.9375,1.0
untrained_gnn,8,1,exact,21,1.0,0.0
untrained_gnn,8,1,nonbipartite,66,0.7916666666666666,3.3333333333333335
untrained_gnn,8,1,unbalanced_bipartite,13,0.9375,1.0
untrained_gnn,8,2,exact,15,1.0,0.0
untrained_gnn,8,2,nonbipartite,70,0.7946428571428571,3.2857142857142856
untrained_gnn,8,2,unbalanced_bipartite,15,0.9375,1.0
untrained_gnn,8,3,exact,22,1.0,0.0
untrained_gnn,8,3,nonbipartite,61,0.7909836065573771,3.3442622950819674
untrained_gnn,8,3,unbalanced_bipartite,17,0.9264705882352942,1.1764705882352942
untrained_gnn,8,4,exact,31,1.0,0.0
untrained_gnn,8,4,nonbipartite,53,0.8018867924528302,3.169811320754717
untrained_gnn,8,4,unbalanced_bipartite,16,0.9375,1.0
untrained_gnn,9,0,exact,16,1.0,0.0
untrained_gnn,9,0,nonbipartite,81,0.8055555555555556,3.888888888888889
untrained_gnn,9,0,unbalanced_bipartite,3,0.9,2.0
untrained_gnn,9,1,exact,15,1.0,0.0
untrained_gnn,9,1,nonbipartite,80,0.79375,4.125
untrained_gnn,9,1,unbalanced_bipartite,5,0.9,2.0
untrained_gnn,9,2,exact,19,1.0,0.0
untrained_gnn,9,2,nonbipartite,75,0.8093333333333333,3.8133333333333335
untrained_gnn,9,2,unbalanced_bipartite,6,0.8666666666666667,2.6666666666666665
untrained_gnn,9,3,exact,18,1.0,0.0
untrained_gnn,9,3,nonbipartite,77,0.8045454545454546,3.909090909090909
untrained_gnn,9,3,unbalanced_bipartite,5,0.9,2.0
untrained_gnn,9,4,exact,19,1.0,0.0
untrained_gnn,9,4,nonbipartite,77,0.8,4.0
untrained_gnn,9,4,unbalanced_bipartite,4,0.9,2.0
untrained_gnn,10,0,exact,8,1.0,0.0
untrained_gnn,10,0,nonbipartite,90,0.7871111111111111,5.322222222222222
untrained_gnn,10,0,unbalanced_bipartite,2,0.96,1.0
untrained_gnn,10,1,exact,12,1.0,0.0
untrained_gnn,10,1,nonbipartite,81,0.7881481481481482,5.296296296296297
untrained_gnn,10,1,unbalanced_bipartite,7,0.9428571428571428,1.4285714285714286
untrained_gnn,10,2,exact,8,1.0,0.0
untrained_gnn,10,2,nonbipartite,85,0.7858823529411765,5.352941176470588
untrained_gnn,10,2,unbalanced_bipartite,7,0.9428571428571428,1.4285714285714286
untrained_gnn,10,3,exact,6,1.0,0.0
untrained_gnn,10,3,nonbipartite,87,0.7866666666666666,5.333333333333333
untrained_gnn,10,3,unbalanced_bipartite,7,0.9428571428571428,1.4285714285714286
untrained_gnn,10,4,exact,4,1.0,0.0
untrained_gnn,10,4,nonbipartite,89,0.7878651685393259,5.303370786516854
untrained_gnn,10,4,unbalanced_bipartite,7,0.96,1.0
untrained_gnn,11,0,exact,5,1.0,0.0
untrained_gnn,11,0,nonbipartite,94,0.7691489361702127,6.925531914893617
untrained_gnn,11,0,unbalanced_bipartite,1,0.9333333333333332,2.0
untrained_gnn,11,1,exact,8,1.0,0.0
untrained_gnn,11,1,nonbipartite,90,0.7837037037037037,6.488888888888889
untrained_gnn,11,1,unbalanced_bipartite,2,0.9333333333333332,2.0
untrained_gnn,11,2,exact,4,1.0,0.0
untrained_gnn,11,2,nonbipartite,96,0.7829861111111112,6.510416666666667
untrained_gnn,11,3,exact,5,1.0,0.0
untrained_gnn,11,3,nonbipartite,94,0.7865248226950355,6.404255319148936
untrained_gnn,11,3,unbalanced_bipartite,1,0.9333333333333332,2.0
untrained_gnn,11,4,exact,7,1.0,0.0
untrained_gnn,11,4,nonbipartite,93,0.7903225806451613,6.290322580645161
untrained_gnn,12,0,exact,3,1.0,0.0
untrained_gnn,12,0,nonbipartite,96,0.7601273148148149,8.635416666666666
untrained_gnn,12,0,unbalanced_bipartite,1,0.9722222222222222,1.0
untrained_gnn,12,1,exact,1,1.0,0.0
untrained_gnn,12,1,nonbipartite,96,0.7609953703703703,8.604166666666666
untrained_gnn,12,1,unbalanced_bipartite,3,0.9722222222222222,1.0
untrained_gnn,12,2,exact,1,1.0,0.0
untrained_gnn,12,2,nonbipartite,95,0.7809941520467836,7.88421052631579
untrained_gnn,12,2,unbalanced_bipartite,4,0.9513888888888888,1.75
untrained_gnn,12,3,exact,3,1.0,0.0
untrained_gnn,12,3,nonbipartite,97,0.7743413516609393,8.123711340206185
untrained_gnn,12,4,exact,2,1.0,0.0
untrained_gnn,12,4,nonbipartite,98,0.759920634920635,8.642857142857142
untrained_gnn,13,0,exact,3,1.0,0.0
untrained_gnn,13,0,nonbipartite,97,0.758713794796269,10.1340206185567
untrained_gnn,13,1,exact,1,1.0,0.0
untrained_gnn,13,1,nonbipartite,97,0.7579774177712322,10.164948453608247
untrained_gnn,13,1,unbalanced_bipartite,2,0.9523809523809524,2.0
untrained_gnn,13,2,exact,2,1.0,0.0
untrained_gnn,13,2,nonbipartite,98,0.7541302235179785,10.326530612244898
untrained_gnn,13,3,exact,2,1.0,0.0
untrained_gnn,13,3,nonbipartite,97,0.7663230240549828,9.814432989690722
untrained_gnn,13,3,unbalanced_bipartite,1,0.9523809523809524,2.0
untrained_gnn,13,4,exact,3,1.0,0.0
untrained_gnn,13,4,nonbipartite,97,0.7565046637211585,10.22680412371134
untrained_gnn,14,0,nonbipartite,99,0.7480931766646053,12.343434343434344
untrained_gnn,14,0,unbalanced_bipartite,1,0.979591836734694,1.0
untrained_gnn,14,1,nonbipartite,98,0.738442315701791,12.816326530612244
untrained_gnn,14,1,unbalanced_bipartite,2,0.9489795918367347,2.5
untrained_gnn,14,2,nonbipartite,100,0.7371428571428571,12.88
untrained_gnn,14,3,exact,1,1.0,0.0
untrained_gnn,14,3,nonbipartite,98,0.741774260724698,12.653061224489797
untrained_gnn,14,3,unbalanced_bipartite,1,0.979591836734694,1.0
untrained_gnn,14,4,nonbipartite,100,0.7506122448979592,12.22
untrained_gnn,15,0,nonbipartite,100,0.7367857142857143,14.74
untrained_gnn,15,1,nonbipartite,100,0.7285714285714286,15.2
untrained_gnn,15,2,nonbipartite,100,0.7319642857142857,15.01
untrained_gnn,15,3,nonbipartite,100,0.734642857142857,14.86
untrained_gnn,15,4,exact,1,1.0,0.0
untrained_gnn,15,4,nonbipartite,98,0.7310495626822157,15.061224489795919
untrained_gnn,15,4,unbalanced_bipartite,1,0.9642857142857144,2.0
untrained_gnn,16,0,nonbipartite,100,0.71296875,18.37
untrained_gnn,16,1,nonbipartite,100,0.715,18.24
untrained_gnn,16,2,nonbipartite,100,0.71171875,18.45
untrained_gnn,16,3,nonbipartite,100,0.7028125,19.02
untrained_gnn,16,4,nonbipartite,100,0.71078125,18.51
untrained_gnn,17,0,nonbipartite,100,0.7061111111111111,21.16
untrained_gnn,17,1,nonbipartite,100,0.69375,22.05
untrained_gnn,17,2,nonbipartite,100,0.7013888888888888,21.5
untrained_gnn,17,3,nonbipartite,100,0.7047222222222222,21.26
untrained_gnn,17,4,nonbipartite,100,0.7001388888888889,21.59
untrained_gnn,20,0,nonbipartite,100,0.6651,33.49
untrained_gnn,20,1,nonbipartite,100,0.6694,33.06
untrained_gnn,20,2,nonbipartite,100,0.6687000000000001,33.13
untrained_gnn,20,3,nonbipartite,100,0.6729,32.71
untrained_gnn,20,4,nonbipartite,100,0.6689,33.11
untrained_gnn,23,0,nonbipartite,100,0.6333333333333333,48.4
untrained_gnn,23,1,nonbipartite,100,0.6407575757575757,47.42
untrained_gnn,23,2,nonbipartite,100,0.6390151515151515,47.65
untrained_gnn,23,3,nonbipartite,100,0.6408333333333333,47.41
untrained_gnn,23,4,nonbipartite,100,0.6383333333333333,47.74
untrained_gnn,24,0,nonbipartite,100,0.6306944444444444,53.18
untrained_gnn,24,1,nonbipartite,100,0.6290972222222222,53.41
untrained_gnn,24,2,nonbipartite,100,0.6258333333333334,53.88
untrained_gnn,24,3,nonbipartite,100,0.6275694444444444,53.63
untrained_gnn,24,4,nonbipartite,100,0.6338888888888888,52.72
untrained_gnn,25,0,nonbipartite,100,0.6264102564102564,58.28
untrained_gnn,25,1,nonbipartite,100,0.6225,58.89
untrained_gnn,25,2,nonbipartite,100,0.6202564102564103,59.24
untrained_gnn,25,3,nonbipartite,100,0.6271794871794871,58.16
untrained_gnn,25,4,nonbipartite,100,0.624102564102564,58.64
untrained_gnn,30,0,nonbipartite,100,0.5877777777777777,92.75
untrained_gnn,30,1,nonbipartite,100,0.5829777777777777,93.83
untrained_gnn,30,2,nonbipartite,100,0.5827111111111111,93.89
untrained_gnn,30,3,nonbipartite,100,0.5808888888888889,94.3
untrained_gnn,30,4,nonbipartite,100,0.5863555555555555,93.07
untrained_gnn,40,0,nonbipartite,100,0.524725,190.11
untrained_gnn,40,1,nonbipartite,100,0.527,189.2
untrained_gnn,40,2,nonbipartite,100,0.530075,187.97
untrained_gnn,40,3,nonbipartite,100,0.526375,189.45
untrained_gnn,40,4,nonbipartite,100,0.5246999999999999,190.12
untrained_mlp,6,0,exact,57,1.0,0.0
untrained_mlp,6,0,nonbipartite,17,0.7777777777777778,2.0
untrained_mlp,6,0,unbalanced_bipartite,26,0.8888888888888888,1.0
untrained_mlp,6,1,exact,47,1.0,0.0
untrained_mlp,6,1,nonbipartite,27,0.7777777777777778,2.0
untrained_mlp,6,1,unbalanced_bipartite,26,0.8888888888888888,1.0
untrained_mlp,6,2,exact,37,1.0,0.0
untrained_mlp,6,2,nonbipartite,33,0.7777777777777778,2.0
untrained_mlp,6,2,unbalanced_bipartite,30,0.8888888888888888,1.0
untrained_mlp,6,3,exact,41,1.0,0.0
untrained_mlp,6,3,nonbipartite,33,0.7777777777777778,2.0
untrained_mlp,6,3,unbalanced_bipartite,26,0.8888888888888888,1.0
untrained_mlp,6,4,exact,50,1.0,0.0
untrained_mlp,6,4,nonbipartite,26,0.7777777777777778,2.0
untrained_mlp,6,4,unbalanced_bipartite,24,0.8888888888888888,1.0
untrained_mlp,7,0,exact,55,1.0,0.0
untrained_mlp,7,0,nonbipartite,44,0.7992424242424242,2.409090909090909
untrained_mlp,7,0,unbalanced_bipartite,1,0.8333333333333334,2.0
untrained_mlp,7,1,exact,52,1.0,0.0
untrained_mlp,7,1,nonbipartite,46,0.8025362318840579,2.369565217391304
untrained_mlp,7,1,unbalanced_bipartite,2,0.8333333333333334,2.0
untrained_mlp,7,2,exact,40,1.0,0.0
untrained_mlp,7,2,nonbipartite,53,0.7987421383647799,2.4150943396226414
untrained_mlp,7,2,unbalanced_bipartite,7,0.8333333333333334,2.0
untrained_mlp,7,3,exact,52,1.0,0.0
untrained_mlp,7,3,nonbipartite,44,0.8087121212121212,2.2954545454545454
untrained_mlp,7,3,unbalanced_bipartite,4,0.8333333333333334,2.0
untrained_mlp,7,4,exact,53,1.0,0.0
untrained_mlp,7,4,nonbipartite,46,0.8152173913043478,2.217391304347826
untrained_mlp,7,4,unbalanced_bipartite,1,0.8333333333333334,2.0
untrained_mlp,8,0,exact,14,1.0,0.0
untrained_mlp,8,0,nonbipartite,69,0.7952898550724637,3.2753623188405796
untrained_mlp,8,0,unbalanced_bipartite,17,0.9375,1.0
untrained_mlp,8,1,exact,16,1.0,0.0
untrained_mlp,8,1,nonbipartite,73,0.7945205479452054,3.287671232876712
untrained_mlp,8,1,unbalanced_bipartite,11,0.9375,1.0
untrained_mlp,8,2,exact,19,1.0,0.0
untrained_mlp,8,2,nonbipartite,61,0.7930327868852459,3.3114754098360657
untrained_mlp,8,2,unbalanced_bipartite,20,0.9375,1.0
untrained_mlp,8,3,exact,22,1.0,0.0
untrained_mlp,8,3,nonbipartite,63,0.7827380952380952,3.4761904761904763
untrained_mlp,8,3,unbalanced_bipartite,15,0.9125,1.4
untrained_mlp,8,4,exact,21,1.0,0.0
untrained_mlp,8,4,nonbipartite,61,0.7889344262295082,3.377049180327869
untrained_mlp,8,4,unbalanced_bipartite,18,0.9375,1.0
untrained_mlp,9,0,exact,19,1.0,0.0
untrained_mlp,9,0,nonbipartite,77,0.8084415584415584,3.831168831168831
untrained_mlp,9,0,unbalanced_bipartite,4,0.85,3.0
untrained_mlp,9,1,exact,16,1.0,0.0
untrained_mlp,9,1,nonbipartite,81,0.804320987654321,3.9135802469135803
untrained_mlp,9,1,unbalanced_bipartite,3,0.9,2.0
untrained_mlp,9,2,exact,18,1.0,0.0
untrained_mlp,9,2,nonbipartite,76,0.8039473684210526,3.9210526315789473
untrained_mlp,9,2,unbalanced_bipartite,6,0.8666666666666667,2.6666666666666665
untrained_mlp,9,3,exact,20,1.0,0.0
untrained_mlp,9,3,nonbipartite,76,0.805921052631579,3.8815789473684212
untrained_mlp,9,3,unbalanced_bipartite,4,0.9,2.0
untrained_mlp,9,4,exact,19,1.0,0.0
untrained_mlp,9,4,nonbipartite,79,0.8069620253164557,3.8607594936708862
untrained_mlp,9,4,unbalanced_bipartite,2,0.9,2.0
untrained_mlp,10,0,exact,10,1.0,0.0
untrained_mlp,10,0,nonbipartite,83,0.7869879518072288,5.325301204819277
untrained_mlp,10,0,unbalanced_bipartite,7,0.96,1.0
untrained_mlp,10,1,exact,10,1.0,0.0
untrained_mlp,10,1,nonbipartite,80,0.7889999999999999,5.275
untrained_mlp,10,1,unbalanced_bipartite,10,0.96,1.0
untrained_mlp,10,2,exact,7,1.0,0.0
untrained_mlp,10,2,nonbipartite,86,0.7897674418604651,5.255813953488372
untrained_mlp,10,2,unbalanced_bipartite,7,0.96,1.0
untrained_mlp,10,3,exact,5,1.0,0.0
untrained_mlp,10,3,nonbipartite,90,0.788,5.3
untrained_mlp,10,3,unbalanced_bipartite,5,0.96,1.0
untrained_mlp,10,4,exact,2,1.0,0.0
untrained_mlp,10,4,nonbipartite,91,0.7916483516483517,5.208791208791209
untrained_mlp,10,4,unbalanced_bipartite,7,0.96,1.0
untrained_mlp,11,0,exact,4,1.0,0.0
untrained_mlp,11,0,nonbipartite,95,0.7771929824561403,6.684210526315789
untrained_mlp,11,0,unbalanced_bipartite,1,0.9333333333333332,2.0
untrained_mlp,11,1,exact,7,1.0,0.0
untrained_mlp,11,1,nonbipartite,92,0.7916666666666667,6.25
untrained_mlp,11,1,unbalanced_bipartite,1,0.9333333333333332,2.0
untrained_mlp,11,2,exact,6,1.0,0.0
untrained_mlp,11,2,nonbipartite,94,0.7875886524822695,6.372340425531915
untrained_mlp,11,3,exact,5,1.0,0.0
untrained_mlp,11,3,nonbipartite,93,0.7885304659498208,6.344086021505376
untrained_mlp,11,3,unbalanced_bipartite,2,0.9333333333333332,2.0
untrained_mlp,11,4,exact,7,1.0,0.0
untrained_mlp,11,4,nonbipartite,92,0.782608695652174,6.521739130434782
untrained_mlp,11,4,unbalanced_bipartite,1,0.9333333333333332,2.0
untrained_mlp,12,0,exact,1,1.0,0.0
untrained_mlp,12,0,nonbipartite,93,0.7613500597371565,8.591397849462366
untrained_mlp,12,0,unbalanced_bipartite,6,0.9444444444444443,2.0
untrained_mlp,12,1,exact,2,1.0,0.0
untrained_mlp,12,1,nonbipartite,95,0.7681286549707603,8.347368421052632
untrained_mlp,12,1,unbalanced_bipartite,3,0.9722222222222222,1.0
untrained_mlp,12,2,exact,2,1.0,0.0
untrained_mlp,12,2,nonbipartite,96,0.7589699074074074,8.677083333333334
untrained_mlp,12,2,unbalanced_bipartite,2,0.9722222222222222,1.0
untrained_mlp,12,3,exact,2,1.0,0.0
untrained_mlp,12,3,nonbipartite,96,0.7792245370370371,7.947916666666667
untrained_mlp,12,3,unbalanced_bipartite,2,0.9722222222222222,1.0
untrained_mlp,12,4,exact,2,1.0,0.0
untrained_mlp,12,4,nonbipartite,96,0.7554976851851851,8.802083333333334
untrained_mlp,12,4,unbalanced_bipartite,2,0.9722222222222222,1.0
untrained_mlp,13,0,exact,2,1.0,0.0
untrained_mlp,13,0,nonbipartite,98,0.7543731778425656,10.316326530612244
untrained_mlp,13,1,exact,3,1.0,0.0
untrained_mlp,13,1,nonbipartite,97,0.7515954835542463,10.43298969072165
untrained_mlp,13,2,exact,1,1.0,0.0
untrained_mlp,13,2,nonbipartite,99,0.7580567580567581,10.16161616161616
untrained_mlp,13,3,exact,4,1.0,0.0
untrained_mlp,13,3,nonbipartite,96,0.7581845238095238,10.15625
untrained_mlp,13,4,exact,4,1.0,0.0
untrained_mlp,13,4,nonbipartite,96,0.7688492063492064,9.708333333333334
untrained_mlp,14,0,nonbipartite,100,0.7353061224489795,12.97
untrained_mlp,14,1,nonbipartite,100,0.7324489795918367,13.11
untrained_mlp,14,2,exact,2,1.0,0.0
untrained_mlp,14,2,nonbipartite,97,0.7401641068798653,12.731958762886597
untrained_mlp,14,2,unbalanced_bipartite,1,0.979591836734694,1.0
untrained_mlp,14,3,nonbipartite,98,0.7471886713869221,12.387755102040817
untrained_mlp,14,3,unbalanced_bipartite,2,0.979591836734694,1.0
untrained_mlp,14,4,nonbipartite,100,0.7422448979591837,12.63
untrained_mlp,15,0,nonbipartite,100,0.7380357142857144,14.67
untrained_mlp,15,1,nonbipartite,100,0.7358928571428571,14.79
untrained_mlp,15,2,nonbipartite,100,0.7389285714285714,14.62
untrained_mlp,15,3,nonbipartite,99,0.7362914862914862,14.767676767676768
untrained_mlp,15,3,unbalanced_bipartite,1,0.9642857142857144,2.0
untrained_mlp,15,4,nonbipartite,99,0.7272727272727273,15.272727272727273
untrained_mlp,15,4,unbalanced_bipartite,1,0.9642857142857144,2.0
untrained_mlp,16,0,nonbipartite,99,0.7215909090909091,17.818181818181817
untrained_mlp,16,0,unbalanced_bipartite,1,0.984375,1.0
untrained_mlp,16,1,nonbipartite,100,0.71515625,18.23
untrained_mlp,16,2,nonbipartite,100,0.71390625,18.31
untrained_mlp,16,3,exact,1,1.0,0.0
untrained_mlp,16,3,nonbipartite,98,0.7079081632653061,18.693877551020407
untrained_mlp,16,3,unbalanced_bipartite,1,0.984375,1.0
untrained_mlp,16,4,nonbipartite,100,0.718125,18.04
untrained_mlp,17,0,nonbipartite,100,0.7086111111111112,20.98
untrained_mlp,17,1,nonbipartite,100,0.7079166666666667,21.03
untrained_mlp,17,2,nonbipartite,100,0.7079166666666667,21.03
untrained_mlp,17,3,nonbipartite,100,0.7033333333333333,21.36
untrained_mlp,17,4,nonbipartite,100,0.6952777777777777,21.94
untrained_mlp,20,0,nonbipartite,100,0.6644,33.56
untrained_mlp,20,1,nonbipartite,100,0.6676000000000001,33.24
untrained_mlp,20,2,nonbipartite,100,0.6724,32.76
untrained_mlp,20,3,nonbipartite,100,0.6695,33.05
untrained_mlp,20,4,nonbipartite,100,0.6611,33.89
untrained_mlp,23,0,nonbipartite,100,0.6353787878787879,48.13
untrained_mlp,23,1,nonbipartite,100,0.6406818181818181,47.43
untrained_mlp,23,2,nonbipartite,100,0.6423484848484848,47.21
untrained_mlp,23,3,nonbipartite,100,0.6468181818181818,46.62
untrained_mlp,23,4,nonbipartite,100,0.6389393939393939,47.66
untrained_mlp,24,0,nonbipartite,100,0.6343055555555556,52.66
untrained_mlp,24,1,nonbipartite,100,0.6303472222222222,53.23
untrained_mlp,24,2,nonbipartite,100,0.6270138888888889,53.71
untrained_mlp,24,3,nonbipartite,100,0.63125,53.1
untrained_mlp,24,4,nonbipartite,100,0.6357638888888889,52.45
