method,n,metric,mean,ci95_halfwidth,seed_count
mlp,24,absolute_gap,53.186,0.5992620869115023,5
mlp,24,inference_time_seconds,0.06544942217399144,0.001097530448342542,5
mlp,24,first_loss_step,20.152,0.4275545169560273,5
mlp,24,first_odd_cycle_step,20.468,0.3087227181918987,5
mlp,24,parameter_count,37990.0,0.0,5
mlp,24,exact_rate,0.0,0.0,5
mlp,24,unbalanced_bipartite_rate,0.0,0.0,5
mlp,24,nonbipartite_rate,1.0,0.0,5
mlp,24,odd_cycle_first_loss_rate,0.906,0.039849483923489186,5
mlp,24,partition_imbalance_first_loss_rate,0.094,0.0398494839234892,5
