record_id,graph_sha256,graph_reference,outcome,method,n,seed,episode
lookahead/s4/n11/e0,f78aaab4fa54a7e56de14a02bf8d793adf4910a6eddeb232c1748e2504019f34,study/artifacts/evaluation/lookahead/seed-4/n-11/chunk-000000.json.gz,exact,lookahead,11,4,0
lookahead/s4/n12/e0,87fffaaf05f5c95981283745ac60f8093384d4548636bb9ff7a35ca69f93a250,study/artifacts/evaluation/lookahead/seed-4/n-12/chunk-000000.json.gz,exact,lookahead,12,4,0
lookahead/s4/n13/e0,c283ce83e6bff7556db55028073683305c7668926b4a026931b7289f055c2512,study/artifacts/evaluation/lookahead/seed-4/n-13/chunk-000000.json.gz,exact,lookahead,13,4,0
lookahead/s4/n14/e0,1a4586d081e1d4dabc29f9303b5a46ab03993950f57820ad0a66fadb2c0965e8,study/artifacts/evaluation/lookahead/seed-4/n-14/chunk-000000.json.gz,exact,lookahead,14,4,0
lookahead/s4/n15/e0,64e9d33d39910dbfdc4a582c7b73a23012535cff6b25b257bcbface86a058c42,study/artifacts/evaluation/lookahead/seed-4/n-15/chunk-000000.json.gz,exact,lookahead,15,4,0
lookahead/s4/n16/e0,a25126dd307d5d0ab28fcdcc744bf18be693aed20052b231ea3752832d5a5376,study/artifacts/evaluation/lookahead/seed-4/n-16/chunk-000000.json.gz,exact,lookahead,16,4,0
lookahead/s4/n17/e0,022ad45628f01c004a24c91f146bd2b232b52f3551711c2e87ae1b8a1e4ac09d,study/artifacts/evaluation/lookahead/seed-4/n-17/chunk-000000.json.gz,exact,lookahead,17,4,0
lookahead/s4/n20/e0,80779c3e89be1efc58bbabf4256e77cc2b54187c80644f4ccc70f4ec24f350d3,study/artifacts/evaluation/lookahead/seed-4/n-20/chunk-000000.json.gz,exact,lookahead,20,4,0
lookahead/s4/n23/e0,360b5c2e69863473849e69a989b51ea3f389fd09835d7ce38fb502f9071a864c,study/artifacts/evaluation/lookahead/seed-4/n-23/chunk-000000.json.gz,exact,lookahead,23,4,0
lookahead/s4/n24/e0,d0a03c97ed4361d0f8a4718daee0519ebcacfabee2869f5d7302f1ad1115ced1,study/artifacts/evaluation/lookahead/seed-4/n-24/chunk-000000.json.gz,exact,lookahead,24,4,0
lookahead/s4/n25/e0,6ad1cb3bb1f850946fc26d76abf7d2095ad4eb2f515b05ed852d01e8d48030dd,study/artifacts/evaluation/lookahead/seed-4/n-25/chunk-000000.json.gz,exact,lookahead,25,4,0
lookahead/s4/n30/e0,dd123ab5d1750ab5d5361766aa2c127527899d1b35bd1dc2fc7fb336a8a6567d,study/artifacts/evaluation/lookahead/seed-4/n-30/chunk-000000.json.gz,exact,lookahead,30,4,0
lookahead/s4/n40/e0,0bc0634c869839c3991f9f6b54eb312172b533b54596f6857092bb972570862f,study/artifacts/evaluation/lookahead/seed-4/n-40/chunk-000000.json.gz,exact,lookahead,40,4,0
lookahead/s4/n6/e0,b60c5209093712b71e117b8a18c09642cd97f3e27d260fb299105d7419dab1fb,study/artifacts/evaluation/lookahead/seed-4/n-6/chunk-000000.json.gz,exact,lookahead,6,4,0
lookahead/s4/n7/e0,3e93e15b6b0117744e06b9b0eb615a1349f15c3cb636ba73403088148cea2521,study/artifacts/evaluation/lookahead/seed-4/n-7/chunk-000000.json.gz,exact,lookahead,7,4,0
lookahead/s4/n8/e0,26fe2ae32828768bb436905745b942cb05cb17ee67d906af8240512911e76d8c,study/artifacts/evaluation/lookahead/seed-4/n-8/chunk-000000.json.gz,exact,lookahead,8,4,0
lookahead/s4/n9/e0,b1fd20af62b18b3ca20737a328a2897cce8076a9d7413a67e44ccf7a3f2145da,study/artifacts/evaluation/lookahead/seed-4/n-9/chunk-000000.json.gz,exact,lookahead,9,4,0
mlp/s0/n10/e0,2e88937a50d0a6ffe1cf12871627030bd35f33f93747ed5297b9f30d298e0349,study/artifacts/evaluation/mlp/seed-0/n-10/chunk-000000.json.gz,exact,mlp,10,0,0
mlp/s0/n10/e9,262f9a92e07466cd6b8d512bafdadae29cd8e2426483eac97357a6eaeff2cccf,study/artifacts/evaluation/mlp/seed-0/n-10/chunk-000000.json.gz,unbalanced_bipartite,mlp,10,0,9
mlp/s0/n10/e28,1309ed45d8a10a72fe45b05cc0e29d8fe23d751277b47838e4bdb1aa3a150644,study/artifacts/evaluation/mlp/seed-0/n-10/chunk-000000.json.gz,nonbipartite,mlp,10,0,28
mlp/s0/n11/e0,fd18e1d863557e4709eb8b74d69846e70d7c2751b66513b27e6bcd432249dac1,study/artifacts/evaluation/mlp/seed-0/n-11/chunk-000000.json.gz,exact,mlp,11,0,0
mlp/s0/n11/e8,35609a55cd8c145271ffb7085f418ea9961f9acbb2161a0db729c17e2a93c478,study/artifacts/evaluation/mlp/seed-0/n-11/chunk-000000.json.gz,nonbipartite,mlp,11,0,8
mlp/s0/n12/e0,a90dfcf0dbc27d5bb0cbd9c3f93dedf082328c03ad3adc5a4160da84934ee450,study/artifacts/evaluation/mlp/seed-0/n-12/chunk-000000.json.gz,exact,mlp,12,0,0
mlp/s0/n12/e4,79e0745b720c27f86fd95b39a5254c7e5fef28eba6a46b4153f8b33a5ee5350d,study/artifacts/evaluation/mlp/seed-0/n-12/chunk-000000.json.gz,nonbipartite,mlp,12,0,4
mlp/s0/n12/e10,5b2eed2415a02d6705f42efc987d5853201325fe9e2475025edd08fa728adec5,study/artifacts/evaluation/mlp/seed-0/n-12/chunk-000000.json.gz,unbalanced_bipartite,mlp,12,0,10
mlp/s0/n13/e0,5b9adff2e2ab95293cbb97b23790874692aa29249172db6381a78e112d6e967b,study/artifacts/evaluation/mlp/seed-0/n-13/chunk-000000.json.gz,exact,mlp,13,0,0
mlp/s0/n13/e12,efceecd647e796b3a35b368c220f6c655b03a3233a258a72f59bf77280cd9264,study/artifacts/evaluation/mlp/seed-0/n-13/chunk-000000.json.gz,nonbipartite,mlp,13,0,12
mlp/s0/n13/e28,78e9d29d4c131ea77f0a44069794755ed1f7cba8537b7427bb6e7580bd043035,study/artifacts/evaluation/mlp/seed-0/n-13/chunk-000000.json.gz,unbalanced_bipartite,mlp,13,0,28
mlp/s0/n14/e0,8bcd6f4a9a4dedd4c328430f17a0c2519cfb7dc0c5c197744550034075486eaa,study/artifacts/evaluation/mlp/seed-0/n-14/chunk-000000.json.gz,exact,mlp,14,0,0
mlp/s0/n14/e2,551553a2bbca6185150440ae6773f875f3cab4f32a408beb5d9e1af6e47def6c,study/artifacts/evaluation/mlp/seed-0/n-14/chunk-000000.json.gz,nonbipartite,mlp,14,0,2
mlp/s0/n14/e6,3f5b7319647eb211bc0c8363b7a689d53b495606473d00451a1185aab2d5d5b8,study/artifacts/evaluation/mlp/seed-0/n-14/chunk-000000.json.gz,unbalanced_bipartite,mlp,14,0,6
mlp/s0/n15/e0,0decd5aed86f6d142e2f1b3e1e01e92d054b87b5e085397d047cd85850c44a01,study/artifacts/evaluation/mlp/seed-0/n-15/chunk-000000.json.gz,exact,mlp,15,0,0
mlp/s0/n15/e1,d02c8c6d6ba75ad9baa0a3343a16a0229b30e8ece39b7cd317f09e463f69cfab,study/artifacts/evaluation/mlp/seed-0/n-15/chunk-000000.json.gz,nonbipartite,mlp,15,0,1
mlp/s0/n15/e84,c9e70894453b777c5a4d24396954f40eb8c2800db269db0a28498e68c7a99aea,study/artifacts/evaluation/mlp/seed-0/n-15/chunk-000064.json.gz,unbalanced_bipartite,mlp,15,0,84
mlp/s0/n16/e0,3971873fcbc19f46bc0e2dc9ab9d484fba81ef25efc811a61ccdb35917f411cd,study/artifacts/evaluation/mlp/seed-0/n-16/chunk-000000.json.gz,unbalanced_bipartite,mlp,16,0,0
mlp/s0/n16/e1,1ad0ac7c7976bfacd53a2a0f568c3291dcca8e2acd1ee906d5147263b2ad53ef,study/artifacts/evaluation/mlp/seed-0/n-16/chunk-000000.json.gz,nonbipartite,mlp,16,0,1
mlp/s0/n16/e2,559808f3a7071472498df554db76ca35fe36ff9ca737a0c4e7fe1d047bc447f5,study/artifacts/evaluation/mlp/seed-0/n-16/chunk-000000.json.gz,exact,mlp,16,0,2
mlp/s0/n17/e0,71d4654df6918415747bac46b52acda39dab8280242317663fe6cbce57c30f8e,study/artifacts/evaluation/mlp/seed-0/n-17/chunk-000000.json.gz,nonbipartite,mlp,17,0,0
mlp/s0/n17/e1,7137005b4b3aac39fb78b7d3816b7b6580b474b683c36c961a04b698f6f448ca,study/artifacts/evaluation/mlp/seed-0/n-17/chunk-000000.json.gz,exact,mlp,17,0,1
mlp/s0/n17/e13,b3daa8640c1309e76f4f360dadb8cc3a9a223a9bf7ef149cf1491421d58b63e1,study/artifacts/evaluation/mlp/seed-0/n-17/chunk-000000.json.gz,unbalanced_bipartite,mlp,17,0,13
mlp/s0/n20/e0,f175134210eb82b7fe32a3405060c1d62ae39ef52abb367e1bcbe73b8d1dc60f,study/artifacts/evaluation/mlp/seed-0/n-20/chunk-000000.json.gz,exact,mlp,20,0,0
mlp/s0/n20/e1,197af2615395248c8b083987ac3c16e5b025e22b8105c95dfcea9763dc2476ae,study/artifacts/evaluation/mlp/seed-0/n-20/chunk-000000.json.gz,nonbipartite,mlp,20,0,1
mlp/s0/n20/e3,b1a3e56c6a662af43faa44224f3febb653de4a1672b6d01f88e58171df982580,study/artifacts/evaluation/mlp/seed-0/n-20/chunk-000000.json.gz,unbalanced_bipartite,mlp,20,0,3
mlp/s0/n23/e0,884ea95e0c71e1cc244ebddf5cca1058f20f6824f3d8f4f22bc1fba2638a17c5,study/artifacts/evaluation/mlp/seed-0/n-23/chunk-000000.json.gz,unbalanced_bipartite,mlp,23,0,0
mlp/s0/n23/e1,a5b2ed6ac0b4959aa4971b4f3e760cdc309ea55486b1641aa71eb46ba90cc70c,study/artifacts/evaluation/mlp/seed-0/n-23/chunk-000000.json.gz,exact,mlp,23,0,1
mlp/s0/n23/e3,e0700d580f419c79c23e4b5276e75b19da61dcbf711d7c254dc3796cd577edb7,study/artifacts/evaluation/mlp/seed-0/n-23/chunk-000000.json.gz,nonbipartite,mlp,23,0,3
mlp/s0/n24/e0,e11b7bf57e5cb33b935c724ba5353354798a230dfdab0018800e9456cbf48644,study/artifacts/evaluation/mlp/seed-0/n-24/chunk-000000.json.gz,nonbipartite,mlp,24,0,0
mlp/s0/n24/e1,c37fdb78502c4b8e7855ae85fceea606be230a58ca923182d6d2de8708ac5bc6,study/artifacts/evaluation/mlp/seed-0/n-24/chunk-000000.json.gz,unbalanced_bipartite,mlp,24,0,1
mlp/s0/n24/e2,0ae628a9ae7a2fb0c32930d02b4bdf0e9652bde425ec0c23e9883a9932042841,study/artifacts/evaluation/mlp/seed-0/n-24/chunk-000000.json.gz,exact,mlp,24,0,2
mlp/s0/n6/e0,688b2e0e642beefd197508c296aa64cd59c2e19411fa3f999e1dca65873b1e18,study/artifacts/evaluation/mlp/seed-0/n-6/chunk-000000.json.gz,exact,mlp,6,0,0
mlp/s0/n6/e3,729c87856354d6827ee2614c1317ebb5afb615eeec3f7b3887ecd918178f16ef,study/artifacts/evaluation/mlp/seed-0/n-6/chunk-000000.json.gz,unbalanced_bipartite,mlp,6,0,3
mlp/s0/n7/e0,6668667bffd21feb9f1fd8bf3c1e6f6e95ee5f657561307e5282813bc9d2d9e2,study/artifacts/evaluation/mlp/seed-0/n-7/chunk-000000.json.gz,exact,mlp,7,0,0
mlp/s0/n8/e0,9794914e10a3a42cd35a2964008f71767fa902e11dc969332df2be36cc811c02,study/artifacts/evaluation/mlp/seed-0/n-8/chunk-000000.json.gz,unbalanced_bipartite,mlp,8,0,0
mlp/s0/n8/e1,afd64f45894fc9f4ae19859c4f4a02153d33953802bf375b24ffefd264dfb060,study/artifacts/evaluation/mlp/seed-0/n-8/chunk-000000.json.gz,exact,mlp,8,0,1
mlp/s0/n8/e44,8e1579ce3c65746f8a3b0e95f34ce22ea4e6cc7cc7a008ef56386129332bb708,study/artifacts/evaluation/mlp/seed-0/n-8/chunk-000032.json.gz,nonbipartite,mlp,8,0,44
mlp/s0/n9/e0,d5c57efd7e372457908df5458ee6d3a2da82155f286c35a35377b95b30556383,study/artifacts/evaluation/mlp/seed-0/n-9/chunk-000000.json.gz,exact,mlp,9,0,0
mlp/s0/n9/e22,3cbdb6a18011f0a6602f7dea96c0594288372a31691ca95f5c45e57353de21be,study/artifacts/evaluation/mlp/seed-0/n-9/chunk-000000.json.gz,nonbipartite,mlp,9,0,22
mlp/s0/n9/e25,604b2240ef247dc520c7648fe6b26a7d89a60b730fbe0ed0072b3ecf104488c1,study/artifacts/evaluation/mlp/seed-0/n-9/chunk-000000.json.gz,unbalanced_bipartite,mlp,9,0,25
mlp/s1/n10/e0,34654a3a5b46453bd11a9bf4392e22d606cf435746bcfe0ad20be6b64133cf1e,study/artifacts/evaluation/mlp/seed-1/n-10/chunk-000000.json.gz,unbalanced_bipartite,mlp,10,1,0
mlp/s1/n10/e1,6fe00197a9c84bd93c1992a1601c0ce513dff8d8779c8d284346d23d5412ad90,study/artifacts/evaluation/mlp/seed-1/n-10/chunk-000000.json.gz,nonbipartite,mlp,10,1,1
mlp/s1/n10/e2,f9efc83ef0a17d2fa7d238dac450bc65cf3e8c6a34137b6c3c482d231975f6e1,study/artifacts/evaluation/mlp/seed-1/n-10/chunk-000000.json.gz,exact,mlp,10,1,2
mlp/s1/n11/e0,9731f935327cf3a69eb33f09e9044c8b85998dcc299b671daac0cb4e5d7ff874,study/artifacts/evaluation/mlp/seed-1/n-11/chunk-000000.json.gz,exact,mlp,11,1,0
mlp/s1/n11/e1,0ecac153fa6196b3ba9b70fd804c43f4a177e446d38bef091adcc6c25f8541ac,study/artifacts/evaluation/mlp/seed-1/n-11/chunk-000000.json.gz,unbalanced_bipartite,mlp,11,1,1
mlp/s1/n11/e34,9b674f9ba5cadd761b4d4eaa295c312de455628c13b248053c01eb7ff9340563,study/artifacts/evaluation/mlp/seed-1/n-11/chunk-000032.json.gz,nonbipartite,mlp,11,1,34
mlp/s1/n12/e0,17679c3b944edac2fae024a1e5a1d5a04c013a9871e9bde23fa08f07afa7b52a,study/artifacts/evaluation/mlp/seed-1/n-12/chunk-000000.json.gz,exact,mlp,12,1,0
mlp/s1/n12/e4,4b095b13cfa00157b0eedf20bdfd7dea65861562c32675b56ded1fc0e3ed36bd,study/artifacts/evaluation/mlp/seed-1/n-12/chunk-000000.json.gz,unbalanced_bipartite,mlp,12,1,4
mlp/s1/n12/e6,460404f20c5766729d588d748999178b05e087e0495eb66f801ba6d1de5bf029,study/artifacts/evaluation/mlp/seed-1/n-12/chunk-000000.json.gz,nonbipartite,mlp,12,1,6
mlp/s1/n13/e0,7662716eaa6c69cc039d0b514c0d9f6d9cf348d8e742ba2bf02c02b156f15033,study/artifacts/evaluation/mlp/seed-1/n-13/chunk-000000.json.gz,exact,mlp,13,1,0
mlp/s1/n13/e4,7f75e72cd307045d9949cd5c6776e529df1e4e6fd402ddbbd7c09eb612b11f0a,study/artifacts/evaluation/mlp/seed-1/n-13/chunk-000000.json.gz,nonbipartite,mlp,13,1,4
mlp/s1/n13/e17,c1b589a2e93359a95673a2f56b9e91d2b0d7f88afac3c41b66d793b5a4c8525d,study/artifacts/evaluation/mlp/seed-1/n-13/chunk-000000.json.gz,unbalanced_bipartite,mlp,13,1,17
mlp/s1/n14/e0,3c0aad47a925a44f053a10170d12d161e31abd25aa843effed7fd75b3750fe7e,study/artifacts/evaluation/mlp/seed-1/n-14/chunk-000000.json.gz,unbalanced_bipartite,mlp,14,1,0
mlp/s1/n14/e1,3c8ed0c8d40313dda86b77f5c1aa3426b957690aca7907ade0941fef3be7b376,study/artifacts/evaluation/mlp/seed-1/n-14/chunk-000000.json.gz,exact,mlp,14,1,1
mlp/s1/n14/e5,bac5bc9b7a24c6c08bbd75db4ca892a475dbad707fade502f1ebf031b325d04c,study/artifacts/evaluation/mlp/seed-1/n-14/chunk-000000.json.gz,nonbipartite,mlp,14,1,5
mlp/s1/n15/e0,1a1705e51c8fe6f506640195e1590f9f6bb5b4a82c6366748bfc7219ea022817,study/artifacts/evaluation/mlp/seed-1/n-15/chunk-000000.json.gz,nonbipartite,mlp,15,1,0
mlp/s1/n15/e1,b94915643e683ed4fd890a068f33e24c2becdbdcbda923f5309a05b450cfba70,study/artifacts/evaluation/mlp/seed-1/n-15/chunk-000000.json.gz,exact,mlp,15,1,1
mlp/s1/n15/e25,96efcae6ac7b5f2736351fe7589167035043d27495a9053b97eac92aea7afdac,study/artifacts/evaluation/mlp/seed-1/n-15/chunk-000000.json.gz,unbalanced_bipartite,mlp,15,1,25
mlp/s1/n16/e0,0c47fcb84fe2e409737733b33d1673b4911298b419067a39341c0dc4d234702c,study/artifacts/evaluation/mlp/seed-1/n-16/chunk-000000.json.gz,nonbipartite,mlp,16,1,0
mlp/s1/n16/e1,6f90dfcab2c23e0eb35484fba0028292ff4b5f977cdff2e98714dd71d8232d00,study/artifacts/evaluation/mlp/seed-1/n-16/chunk-000000.json.gz,unbalanced_bipartite,mlp,16,1,1
mlp/s1/n16/e2,8cf99e6f71804aab8a7be501200e093d651c6be914590dd9b8fe2db1e2d3ae75,study/artifacts/evaluation/mlp/seed-1/n-16/chunk-000000.json.gz,exact,mlp,16,1,2
mlp/s1/n17/e0,f39c54740fa3513ceee71edaf81957c085dd013aa8853bdc89d6824ef4fe3564,study/artifacts/evaluation/mlp/seed-1/n-17/chunk-000000.json.gz,exact,mlp,17,1,0
mlp/s1/n17/e2,f7bb12c4b127d1aace04d34eaef56a76d4767993a7e1c76624da05843145273f,study/artifacts/evaluation/mlp/seed-1/n-17/chunk-000000.json.gz,nonbipartite,mlp,17,1,2
mlp/s1/n17/e9,8b9677e5ab4d38b09e923878ed2166cd20b2c046d777a3577f1d4f2bfe88c71c,study/artifacts/evaluation/mlp/seed-1/n-17/chunk-000000.json.gz,unbalanced_bipartite,mlp,17,1,9
mlp/s1/n20/e0,d51a90694f0d2abdd366879ad30f24b36bf8be9446aa5f9bdf74cfc38fdab712,study/artifacts/evaluation/mlp/seed-1/n-20/chunk-000000.json.gz,exact,mlp,20,1,0
mlp/s1/n20/e3,242336d062d1a550a978608f51797388370c0fbbfa6f900b137d1bec95cd6f83,study/artifacts/evaluation/mlp/seed-1/n-20/chunk-000000.json.gz,nonbipartite,mlp,20,1,3
mlp/s1/n20/e8,693125ed4c1fa753a61da4196f1405e78e8bd704d36142b7ebac5be85f74796e,study/artifacts/evaluation/mlp/seed-1/n-20/chunk-000000.json.gz,unbalanced_bipartite,mlp,20,1,8
mlp/s1/n23/e0,6752bf5431785a19c98ddea99069c6e7df503083502000cd2d55a49b68d2d268,study/artifacts/evaluation/mlp/seed-1/n-23/chunk-000000.json.gz,unbalanced_bipartite,mlp,23,1,0
mlp/s1/n23/e1,cf6ab0eecc107d6dcd9a3472896a997824cfb05b8906ff0c35a97d6d29a8317d,study/artifacts/evaluation/mlp/seed-1/n-23/chunk-000000.json.gz,exact,mlp,23,1,1
mlp/s1/n23/e2,b3bdb2d0624dfc64173d47161d1401c681e81b10a852086e371b52a07f92880c,study/artifacts/evaluation/mlp/seed-1/n-23/chunk-000000.json.gz,nonbipartite,mlp,23,1,2
mlp/s1/n24/e0,860eebc840966b1bf6c82150473c223356ad1d9f73fafbda34ff98e6c5527aae,study/artifacts/evaluation/mlp/seed-1/n-24/chunk-000000.json.gz,exact,mlp,24,1,0
mlp/s1/n24/e2,82c7d7a64393b070a821644db0ac8ecb423b1c85b29d82d25aa4f223801f80b3,study/artifacts/evaluation/mlp/seed-1/n-24/chunk-000000.json.gz,unbalanced_bipartite,mlp,24,1,2
mlp/s1/n24/e4,c94cac7c030fc5d569b3e1d3f4c09b17139a4760e0e33b296ff674d5a3628604,study/artifacts/evaluation/mlp/seed-1/n-24/chunk-000000.json.gz,nonbipartite,mlp,24,1,4
mlp/s1/n6/e0,c5af337883d203b71c32392447c9d4bf463e1e6ff5f09e1b5be4b4c34f2cd98b,study/artifacts/evaluation/mlp/seed-1/n-6/chunk-000000.json.gz,exact,mlp,6,1,0
mlp/s1/n6/e8,1e31e3ab9252e3fd3164120e2cd81ffd541960c54104f6a1ac356e952f657e6d,study/artifacts/evaluation/mlp/seed-1/n-6/chunk-000000.json.gz,unbalanced_bipartite,mlp,6,1,8
mlp/s1/n7/e0,190d5476fd0d1549764e930d839a085bba892117a4b5a27d888be0f4ee683390,study/artifacts/evaluation/mlp/seed-1/n-7/chunk-000000.json.gz,nonbipartite,mlp,7,1,0
mlp/s1/n7/e1,d9a63c72000c7a9b393cad3bb042f88b22344e87073612a409803737e67295e0,study/artifacts/evaluation/mlp/seed-1/n-7/chunk-000000.json.gz,exact,mlp,7,1,1
mlp/s1/n8/e0,87dbc5040f8ab3443081863f0747a1e1ebaaa0ea9b5cb8f62135f7673da207ab,study/artifacts/evaluation/mlp/seed-1/n-8/chunk-000000.json.gz,exact,mlp,8,1,0
mlp/s1/n8/e4,e061b7af6ecbf5f01a7ef667bf83cdfeb3c990e85ab5364d2c310f07ac35100c,study/artifacts/evaluation/mlp/seed-1/n-8/chunk-000000.json.gz,unbalanced_bipartite,mlp,8,1,4
mlp/s1/n8/e45,9bc0aaac51fff43474e9013d77e4cc380ffe0b28319c185e88eee6faf37b1fe8,study/artifacts/evaluation/mlp/seed-1/n-8/chunk-000032.json.gz,nonbipartite,mlp,8,1,45
mlp/s1/n9/e0,817a77c9f75d2aa5a3fbb853fb0f12cd43a2f771148f9f6b138a33d46de7b1b4,study/artifacts/evaluation/mlp/seed-1/n-9/chunk-000000.json.gz,exact,mlp,9,1,0
mlp/s1/n9/e45,b154271da2fcf01948293bc730c9edb49d3f2efa59cb6de9769ebe29ec0ffc8d,study/artifacts/evaluation/mlp/seed-1/n-9/chunk-000032.json.gz,nonbipartite,mlp,9,1,45
mlp/s2/n10/e0,d812c5a6830a2c57d315f95b6c6d69f125b6639f381378e89ddd8e1c44e5e63d,study/artifacts/evaluation/mlp/seed-2/n-10/chunk-000000.json.gz,unbalanced_bipartite,mlp,10,2,0
mlp/s2/n10/e1,d547177c483a1fce96219bca32754e0441827c829a946f8a8cbadef6fa8db020,study/artifacts/evaluation/mlp/seed-2/n-10/chunk-000000.json.gz,exact,mlp,10,2,1
mlp/s2/n10/e8,1fa80e8fd2a472f3104acc158dd72fdd23f71d1f60fe2fbc0733f1d1dd5bd215,study/artifacts/evaluation/mlp/seed-2/n-10/chunk-000000.json.gz,nonbipartite,mlp,10,2,8
mlp/s2/n11/e0,9344ee1991be6ae68bb8fbe94761d6ef88a247380f7e5c144a4a22d666ab637d,study/artifacts/evaluation/mlp/seed-2/n-11/chunk-000000.json.gz,nonbipartite,mlp,11,2,0
mlp/s2/n11/e1,1db1c0c9a26327bcaf86328a7a8ca4ce3f2f39dec93396d439a0e34c7ebeaf5b,study/artifacts/evaluation/mlp/seed-2/n-11/chunk-000000.json.gz,exact,mlp,11,2,1
mlp/s2/n11/e26,d83dd4cbf05f19686235e43c06181ee76149b322f8d25bc0d5de9368c816df34,study/artifacts/evaluation/mlp/seed-2/n-11/chunk-000000.json.gz,unbalanced_bipartite,mlp,11,2,26
mlp/s2/n12/e0,b072ce7236f2568378a7459295024602d29683374478fcb00b57b6acdfa87c76,study/artifacts/evaluation/mlp/seed-2/n-12/chunk-000000.json.gz,exact,mlp,12,2,0
mlp/s2/n12/e2,7bb97d527f343d0f32a993d9a45412925d9f6f516c3e573c288b7bc91d3f6ae9,study/artifacts/evaluation/mlp/seed-2/n-12/chunk-000000.json.gz,nonbipartite,mlp,12,2,2
mlp/s2/n12/e11,837d5f4b5bb977bc0aa8766968165e1f88aabcc411f676276227e52307ba5e6b,study/artifacts/evaluation/mlp/seed-2/n-12/chunk-000000.json.gz,unbalanced_bipartite,mlp,12,2,11
mlp/s2/n13/e0,2f6bc725e3d4cc67cd60e3a5af0898d478c5e0b7ab7d376e425108f9fcba6ad8,study/artifacts/evaluation/mlp/seed-2/n-13/chunk-000000.json.gz,unbalanced_bipartite,mlp,13,2,0
mlp/s2/n13/e1,9b83b7d328919712f517b564b65bfba6e697697a26809f936f4e59a1e86f7bc5,study/artifacts/evaluation/mlp/seed-2/n-13/chunk-000000.json.gz,exact,mlp,13,2,1
mlp/s2/n13/e13,575608162a8cfd9c7b0993dbafcb9a1ad972318da48e1f0c80a0aba013f788f9,study/artifacts/evaluation/mlp/seed-2/n-13/chunk-000000.json.gz,nonbipartite,mlp,13,2,13
mlp/s2/n14/e0,f41fd66f4fe6b7deb9e4f680f2516b2b5e06778703cce7d44c1024d79465ddbb,study/artifacts/evaluation/mlp/seed-2/n-14/chunk-000000.json.gz,exact,mlp,14,2,0
mlp/s2/n14/e5,a82a8fb5bc1ec6e4ba697abf003427ef275626f458ff3f8acfea011f0263a8a1,study/artifacts/evaluation/mlp/seed-2/n-14/chunk-000000.json.gz,nonbipartite,mlp,14,2,5
mlp/s2/n14/e7,600a3f9feee702b46db55ecfc144791193d8abf026b3c280f2569cd1d055e2d0,study/artifacts/evaluation/mlp/seed-2/n-14/chunk-000000.json.gz,unbalanced_bipartite,mlp,14,2,7
mlp/s2/n15/e0,9562d700321a28964e77dd3fc2597c842fa735e4dcfd38640d3c54530e753ae0,study/artifacts/evaluation/mlp/seed-2/n-15/chunk-000000.json.gz,exact,mlp,15,2,0
mlp/s2/n15/e5,e05e2462e9eb5e115d81d16deeb18a6f483469252a4ba10bf9be98265d4bc212,study/artifacts/evaluation/mlp/seed-2/n-15/chunk-000000.json.gz,nonbipartite,mlp,15,2,5
mlp/s2/n15/e10,b0517f06dd38f5b691cc2d42e44f68507589cc2a369d959dae6531fbfa63bbac,study/artifacts/evaluation/mlp/seed-2/n-15/chunk-000000.json.gz,unbalanced_bipartite,mlp,15,2,10
mlp/s2/n16/e0,a264c3a9bf4dbe5124d6f3b12a26c8a5bec2c81038e81922db4f35c30b3158b0,study/artifacts/evaluation/mlp/seed-2/n-16/chunk-000000.json.gz,unbalanced_bipartite,mlp,16,2,0
mlp/s2/n16/e3,81703a2b016f32169a0c2d7c0c3f506fe2ac8733bb06b56101f84a671b31a784,study/artifacts/evaluation/mlp/seed-2/n-16/chunk-000000.json.gz,exact,mlp,16,2,3
mlp/s2/n16/e15,06fba2f933068d6653595e0cbb6a6f41c45a6009aa2d5402d17f25f869d38547,study/artifacts/evaluation/mlp/seed-2/n-16/chunk-000000.json.gz,nonbipartite,mlp,16,2,15
mlp/s2/n17/e0,d45cbd0fa92d2b8f3f44be83fd1c68be83594b810768683f1f0bbcc0c06c66a8,study/artifacts/evaluation/mlp/seed-2/n-17/chunk-000000.json.gz,exact,mlp,17,2,0
mlp/s2/n17/e1,e249c09ddf8d846553fcf38c77ca7731297f95d89d2494a7f339eb59c110de60,study/artifacts/evaluation/mlp/seed-2/n-17/chunk-000000.json.gz,nonbipartite,mlp,17,2,1
mlp/s2/n17/e43,f82b07a165502b7c89dd76e5b67162751eb4cda9263fa5f37ddb4c42d167c46f,study/artifacts/evaluation/mlp/seed-2/n-17/chunk-000032.json.gz,unbalanced_bipartite,mlp,17,2,43
mlp/s2/n20/e0,0125510605faf3f658d2bbc0f4cfa3a04a050f1ab39c0905239d1ccf79fdb551,study/artifacts/evaluation/mlp/seed-2/n-20/chunk-000000.json.gz,unbalanced_bipartite,mlp,20,2,0
mlp/s2/n20/e2,414d093b131688c74423e1f1941bea8f8aa9c7363657600ce116537685111778,study/artifacts/evaluation/mlp/seed-2/n-20/chunk-000000.json.gz,nonbipartite,mlp,20,2,2
mlp/s2/n20/e7,eb4a600e1afc165d2b19a9b13909c54bea487644568aa5f6102a740b24b893ae,study/artifacts/evaluation/mlp/seed-2/n-20/chunk-000000.json.gz,exact,mlp,20,2,7
