record_id,graph_sha256,graph_reference,outcome,method,n,seed,episode
endpoint/s0/n23/e1,4fd631efabd16b26e2bb8fb976f7c735fd5cba52806caedf22622c156e8e502d,study/artifacts/evaluation/endpoint/seed-0/n-23/chunk-000000.json.gz,nonbipartite,endpoint,23,0,1
endpoint/s0/n23/e7,a682771d2af5b40bcb72c56614e546f5f2cec753367d204e9ff8060641a86c49,study/artifacts/evaluation/endpoint/seed-0/n-23/chunk-000000.json.gz,unbalanced_bipartite,endpoint,23,0,7
endpoint/s0/n24/e0,9ab23261803924147d6c9b4871677dbf0dbe64958c1df2aa3fc5cefeb67f199a,study/artifacts/evaluation/endpoint/seed-0/n-24/chunk-000000.json.gz,unbalanced_bipartite,endpoint,24,0,0
endpoint/s0/n24/e1,3494078a8f8d8996235058d827ef53a28803172dad8e2b381c3f0ce964ab708e,study/artifacts/evaluation/endpoint/seed-0/n-24/chunk-000000.json.gz,nonbipartite,endpoint,24,0,1
endpoint/s0/n24/e2,9b1423f8c1982cb5c60d07975b3c276b60be8fe715d9a7e10e2478ad6765c2f9,study/artifacts/evaluation/endpoint/seed-0/n-24/chunk-000000.json.gz,exact,endpoint,24,0,2
endpoint/s0/n25/e0,e968ace1783a07a2305c34c232db3fb43e8d55f1ff126f61248b74b539a09d2f,study/artifacts/evaluation/endpoint/seed-0/n-25/chunk-000000.json.gz,nonbipartite,endpoint,25,0,0
endpoint/s0/n25/e1,2b535d61740c69d75274b1cbe002e83307824cd02ed351a4a0cd05fb62c75ca8,study/artifacts/evaluation/endpoint/seed-0/n-25/chunk-000000.json.gz,exact,endpoint,25,0,1
endpoint/s0/n25/e14,71b1043d2e08937e895aed650a1eabcc1a8d00ad145504c5948387451b667f93,study/artifacts/evaluation/endpoint/seed-0/n-25/chunk-000000.json.gz,unbalanced_bipartite,endpoint,25,0,14
endpoint/s0/n30/e0,82d7d1444af1e3cf293eae685ba6a4ecddb356465b316ca3f553733a66a976be,study/artifacts/evaluation/endpoint/seed-0/n-30/chunk-000000.json.gz,nonbipartite,endpoint,30,0,0
endpoint/s0/n30/e1,7b2e017f524b05259079359d6fc3d6657c0c22037cb0e6a301eb7b9c7d66299d,study/artifacts/evaluation/endpoint/seed-0/n-30/chunk-000000.json.gz,exact,endpoint,30,0,1
endpoint/s0/n30/e3,ccb2081c347b00e342e3e01c160d2925b552c5a4720f23738bb0aecc76249c12,study/artifacts/evaluation/endpoint/seed-0/n-30/chunk-000000.json.gz,unbalanced_bipartite,endpoint,30,0,3
endpoint/s0/n40/e0,9d01a876eefb9b814fa3a88b1fcfe326cd35ed349b14868450f7b5a03ef70559,study/artifacts/evaluation/endpoint/seed-0/n-40/chunk-000000.json.gz,nonbipartite,endpoint,40,0,0
endpoint/s0/n40/e27,bfdbcf89c23cb9f4472261834f7b4a87aa5507cd91d5c0c680c83b6c50cfdb76,study/artifacts/evaluation/endpoint/seed-0/n-40/chunk-000000.json.gz,unbalanced_bipartite,endpoint,40,0,27
endpoint/s0/n40/e40,79a469e1d83633d8953e1cdd6c092a8d38fdd1ec49221eb09efae43a9a79b4a7,study/artifacts/evaluation/endpoint/seed-0/n-40/chunk-000032.json.gz,exact,endpoint,40,0,40
endpoint/s0/n6/e0,688b2e0e642beefd197508c296aa64cd59c2e19411fa3f999e1dca65873b1e18,study/artifacts/evaluation/endpoint/seed-0/n-6/chunk-000000.json.gz,exact,endpoint,6,0,0
endpoint/s0/n7/e0,6668667bffd21feb9f1fd8bf3c1e6f6e95ee5f657561307e5282813bc9d2d9e2,study/artifacts/evaluation/endpoint/seed-0/n-7/chunk-000000.json.gz,exact,endpoint,7,0,0
endpoint/s0/n8/e0,69d11b65ee147b02ede70a54e07b88011a5ce2b971e5f170312032d64b70cc43,study/artifacts/evaluation/endpoint/seed-0/n-8/chunk-000000.json.gz,exact,endpoint,8,0,0
endpoint/s0/n8/e4,e51b0065f6aeee29fc142069d124c64412fc55b8313de55d8a70cdaac83dcf8c,study/artifacts/evaluation/endpoint/seed-0/n-8/chunk-000000.json.gz,unbalanced_bipartite,endpoint,8,0,4
endpoint/s0/n9/e0,22ac013973e58fa19bedc5c848455acc9cfc91d2af23cfe31199bad2554436f4,study/artifacts/evaluation/endpoint/seed-0/n-9/chunk-000000.json.gz,exact,endpoint,9,0,0
endpoint/s0/n9/e48,ecdfe8b4c1ec24a59894f50038191b085d8951b953f8ce69f2dd9acebcfa9c58,study/artifacts/evaluation/endpoint/seed-0/n-9/chunk-000032.json.gz,nonbipartite,endpoint,9,0,48
endpoint/s1/n10/e0,baa9d3f42233e39b14f1ed66032d81e4e4d36e4291a4f3e38f80ea26d4d6a7bb,study/artifacts/evaluation/endpoint/seed-1/n-10/chunk-000000.json.gz,unbalanced_bipartite,endpoint,10,1,0
endpoint/s1/n10/e1,f43cfbeecadd6233c572430e1ff37330fa4490447b2e9d6d53fb98016d88085c,study/artifacts/evaluation/endpoint/seed-1/n-10/chunk-000000.json.gz,exact,endpoint,10,1,1
endpoint/s1/n10/e3,d2eabd5a83ee34a3958c539b74518f2d3925fd790e5c5d89e3e261a4fcab1080,study/artifacts/evaluation/endpoint/seed-1/n-10/chunk-000000.json.gz,nonbipartite,endpoint,10,1,3
endpoint/s1/n11/e0,d2694066efdce6df1c809417603e444a39d515e1faf0122fd5894f332543df4c,study/artifacts/evaluation/endpoint/seed-1/n-11/chunk-000000.json.gz,exact,endpoint,11,1,0
endpoint/s1/n12/e0,7eded0295c88a46e830b18d8d1212efe6ee462256cdc6b015708701bac843ff9,study/artifacts/evaluation/endpoint/seed-1/n-12/chunk-000000.json.gz,exact,endpoint,12,1,0
endpoint/s1/n12/e1,a1b98073b32f8ea3b806ea4edf9bfb40f48d00f000ae0f82176cf7afacea0854,study/artifacts/evaluation/endpoint/seed-1/n-12/chunk-000000.json.gz,unbalanced_bipartite,endpoint,12,1,1
endpoint/s1/n12/e25,f6771e1541edd3cff5f76119dc03fcb5a9453942141c967a781105fbfd961aed,study/artifacts/evaluation/endpoint/seed-1/n-12/chunk-000000.json.gz,nonbipartite,endpoint,12,1,25
endpoint/s1/n13/e0,3eabddd63d91cad78f4a34ffe0a546b6b8abe2cb0e98ba123355b87a8769c35b,study/artifacts/evaluation/endpoint/seed-1/n-13/chunk-000000.json.gz,exact,endpoint,13,1,0
endpoint/s1/n13/e1,eabfd04fc09bc430be14f234664430ff246593e16a4bd243970cc38e313b75c4,study/artifacts/evaluation/endpoint/seed-1/n-13/chunk-000000.json.gz,nonbipartite,endpoint,13,1,1
endpoint/s1/n14/e0,ff57a73083f320510b9b0a94a0ff9b15675f0c3985e13b7210c7d5006ce64784,study/artifacts/evaluation/endpoint/seed-1/n-14/chunk-000000.json.gz,exact,endpoint,14,1,0
endpoint/s1/n14/e11,9692708b88946710ca5192c62b4aff6128d22a10e7e340e4d5a4a68c49531e35,study/artifacts/evaluation/endpoint/seed-1/n-14/chunk-000000.json.gz,nonbipartite,endpoint,14,1,11
endpoint/s1/n14/e17,ea5a84ef2dbb5a405bf10f3f3e5528399c14b7756128a1972a44a878a7300c5e,study/artifacts/evaluation/endpoint/seed-1/n-14/chunk-000000.json.gz,unbalanced_bipartite,endpoint,14,1,17
endpoint/s1/n15/e0,5b8a40d8d60622b80786ba3332e114e2a02d581bf8e235d1b4e77bdcae997eea,study/artifacts/evaluation/endpoint/seed-1/n-15/chunk-000000.json.gz,exact,endpoint,15,1,0
endpoint/s1/n15/e20,defe162cd47a760c92b649efe3c8610d6db192002fc006070f1adaf54b6d8c7c,study/artifacts/evaluation/endpoint/seed-1/n-15/chunk-000000.json.gz,nonbipartite,endpoint,15,1,20
endpoint/s1/n15/e34,5b01efe07d8c3eab7449e5c813b02e5878dcc94d39e9060fd52ef2a655c8ce2a,study/artifacts/evaluation/endpoint/seed-1/n-15/chunk-000032.json.gz,unbalanced_bipartite,endpoint,15,1,34
endpoint/s1/n16/e0,951855017075c6e4bb4cebf3e6a2ef8700d6f1ba472b70c665a90bda147ffba8,study/artifacts/evaluation/endpoint/seed-1/n-16/chunk-000000.json.gz,unbalanced_bipartite,endpoint,16,1,0
endpoint/s1/n16/e1,0ab78d8db9b3c2e7f8046e2493856940407f588b04185ffaf2e1f8357bc4e675,study/artifacts/evaluation/endpoint/seed-1/n-16/chunk-000000.json.gz,exact,endpoint,16,1,1
endpoint/s1/n16/e7,0110239b85c60d0830e279ce1e480bb3e6c6082a467c33d32bf03b1740c788af,study/artifacts/evaluation/endpoint/seed-1/n-16/chunk-000000.json.gz,nonbipartite,endpoint,16,1,7
endpoint/s1/n17/e0,e99d1026d7d5758155c8ad523f28b89b16bc433f2eceab2d0128e759384678fb,study/artifacts/evaluation/endpoint/seed-1/n-17/chunk-000000.json.gz,exact,endpoint,17,1,0
endpoint/s1/n17/e15,065f640c6e54399d44fa66598a5dd1d06d6727c5becfeeeb15854f27af2cf525,study/artifacts/evaluation/endpoint/seed-1/n-17/chunk-000000.json.gz,nonbipartite,endpoint,17,1,15
endpoint/s1/n17/e31,5c29c22508444868c7ddea54d6d0c3d9de2f0c9288c04c6846f1979a285eac0b,study/artifacts/evaluation/endpoint/seed-1/n-17/chunk-000000.json.gz,unbalanced_bipartite,endpoint,17,1,31
endpoint/s1/n20/e0,aa845d8c47e152aa0224a62fd0c62b4558e660f8b2e173cdb62dc2f727e25a54,study/artifacts/evaluation/endpoint/seed-1/n-20/chunk-000000.json.gz,exact,endpoint,20,1,0
endpoint/s1/n20/e2,808ba9456d2a1e267ae016bea3e30d124fefccda4ca6478273d75772719fbdd7,study/artifacts/evaluation/endpoint/seed-1/n-20/chunk-000000.json.gz,nonbipartite,endpoint,20,1,2
endpoint/s1/n20/e3,fa8e92376d71f8685a65a24e4fdb0fb53f95b16ce14a4404559ef544174f90da,study/artifacts/evaluation/endpoint/seed-1/n-20/chunk-000000.json.gz,unbalanced_bipartite,endpoint,20,1,3
endpoint/s1/n23/e0,9365d5fa29e6e1519a140b690c990b197a68d50b7d393d7a7e856e7018afd584,study/artifacts/evaluation/endpoint/seed-1/n-23/chunk-000000.json.gz,nonbipartite,endpoint,23,1,0
endpoint/s1/n23/e1,c395b0f378e0736b9c8e69213165f7c4c6e7aef4a7676fcc7932edc28df27303,study/artifacts/evaluation/endpoint/seed-1/n-23/chunk-000000.json.gz,exact,endpoint,23,1,1
endpoint/s1/n24/e0,efbbb10f93e6e830d846c4f3807b7482ec5bac3f60f2418864e17c80b4a23e2b,study/artifacts/evaluation/endpoint/seed-1/n-24/chunk-000000.json.gz,nonbipartite,endpoint,24,1,0
endpoint/s1/n24/e1,b84aef730be1fadced0ed9b1762b5dd2b59d4162628d04a7c3a004c10c8ecb4c,study/artifacts/evaluation/endpoint/seed-1/n-24/chunk-000000.json.gz,exact,endpoint,24,1,1
endpoint/s1/n24/e3,3c1832a0afc6a39a2771b314af9bca396a430aeca4ad3a3658de4dbeafc62a7f,study/artifacts/evaluation/endpoint/seed-1/n-24/chunk-000000.json.gz,unbalanced_bipartite,endpoint,24,1,3
endpoint/s1/n25/e0,2ff136f740ae951d6d4cd24047cb76d70aa3718c8e3f756b1b015dbc2f562a5d,study/artifacts/evaluation/endpoint/seed-1/n-25/chunk-000000.json.gz,exact,endpoint,25,1,0
endpoint/s1/n25/e1,96d6974a4b237c990c30a34871792001c839c5fa0eee3f39a8eccc4f606c60e6,study/artifacts/evaluation/endpoint/seed-1/n-25/chunk-000000.json.gz,nonbipartite,endpoint,25,1,1
endpoint/s1/n25/e9,896938f677af7cee9aabc9043d8db119952ee39f11a5be04e8fc33ee8bdc81d6,study/artifacts/evaluation/endpoint/seed-1/n-25/chunk-000000.json.gz,unbalanced_bipartite,endpoint,25,1,9
endpoint/s1/n30/e0,2713a0376f91191b6ab026a6dfc4a32b6b44176e1ee241bee7c10f6809f4a77b,study/artifacts/evaluation/endpoint/seed-1/n-30/chunk-000000.json.gz,nonbipartite,endpoint,30,1,0
endpoint/s1/n30/e1,04a4864a64f2d78e4f7449d2a94ed4b13b74b7e946b4e709c4e5dbe44ff7f827,study/artifacts/evaluation/endpoint/seed-1/n-30/chunk-000000.json.gz,exact,endpoint,30,1,1
endpoint/s1/n30/e2,ed0900527e132c00f492aaedf5dd8fd600e5c3fbe5ba6779f430787716368700,study/artifacts/evaluation/endpoint/seed-1/n-30/chunk-000000.json.gz,unbalanced_bipartite,endpoint,30,1,2
endpoint/s1/n40/e0,4d6b5574e7ff716070ad0b294e23faa49bc011e16b84557b8f5f7395e493bef2,study/artifacts/evaluation/endpoint/seed-1/n-40/chunk-000000.json.gz,unbalanced_bipartite,endpoint,40,1,0
endpoint/s1/n40/e1,3e585e808c2cd57f45622615950af66b41976a257e5d163e7122ef6f7018d250,study/artifacts/evaluation/endpoint/seed-1/n-40/chunk-000000.json.gz,exact,endpoint,40,1,1
endpoint/s1/n40/e2,f68a948db6c0c83b2a53f08d8be1086d5eac53785e7c5424cf5bb09fe128e4e1,study/artifacts/evaluation/endpoint/seed-1/n-40/chunk-000000.json.gz,nonbipartite,endpoint,40,1,2
endpoint/s1/n6/e0,2de73f8139bec9b414607a62151e74055b7a1d2f1e98038329a9e54ccc1cba24,study/artifacts/evaluation/endpoint/seed-1/n-6/chunk-000000.json.gz,exact,endpoint,6,1,0
endpoint/s1/n7/e0,ae79dc62572ad00737afbb56cbde7920ae2b566b357671f191f14697b9920382,study/artifacts/evaluation/endpoint/seed-1/n-7/chunk-000000.json.gz,exact,endpoint,7,1,0
endpoint/s1/n8/e0,920a0ba391f035614d2db2aac9376d8e754be6d75cf26253df85da97c7d7e138,study/artifacts/evaluation/endpoint/seed-1/n-8/chunk-000000.json.gz,exact,endpoint,8,1,0
endpoint/s1/n8/e78,4efe1aac2a3494cabc78cc9da0fce8cd0cc81b2a4b5c4c8fdcf362101025c340,study/artifacts/evaluation/endpoint/seed-1/n-8/chunk-000064.json.gz,unbalanced_bipartite,endpoint,8,1,78
endpoint/s1/n9/e0,0dbb2ba1744d61f2680ca84e868c5ebfe46ba1d4a7606c1a3ef5450d4a1374dd,study/artifacts/evaluation/endpoint/seed-1/n-9/chunk-000000.json.gz,exact,endpoint,9,1,0
endpoint/s2/n10/e0,52f3d650415359808164a2a12ddf12b8ea0bf6b75fc3b8fb1fed594f4b60a32c,study/artifacts/evaluation/endpoint/seed-2/n-10/chunk-000000.json.gz,exact,endpoint,10,2,0
endpoint/s2/n10/e4,c467aaa6f270e27ec97b7831d43ccec154b7b1c88f901d2f41353fc33202ff55,study/artifacts/evaluation/endpoint/seed-2/n-10/chunk-000000.json.gz,nonbipartite,endpoint,10,2,4
endpoint/s2/n11/e0,ccc69c00f297719a9df9aff37922a4cbd98a5b12317679ef6aad8264e10033da,study/artifacts/evaluation/endpoint/seed-2/n-11/chunk-000000.json.gz,exact,endpoint,11,2,0
endpoint/s2/n11/e21,d7339538b8893cd58ebd46d47a6cb85401b725102905457fe0f81729585b0d52,study/artifacts/evaluation/endpoint/seed-2/n-11/chunk-000000.json.gz,nonbipartite,endpoint,11,2,21
endpoint/s2/n12/e0,0acc3c34595c83f0ab69bcf5953cfd2593a6f12366a9a647babc5e52a534e386,study/artifacts/evaluation/endpoint/seed-2/n-12/chunk-000000.json.gz,exact,endpoint,12,2,0
endpoint/s2/n12/e5,77fd0a5d42edf228e6fc13d0e08b609fed215dd85964bc30d261103b206f1d6b,study/artifacts/evaluation/endpoint/seed-2/n-12/chunk-000000.json.gz,nonbipartite,endpoint,12,2,5
endpoint/s2/n12/e31,14ec7a64852a473224fddcd07121b4b5187bcda1335f270ad111d0b9bafa51d5,study/artifacts/evaluation/endpoint/seed-2/n-12/chunk-000000.json.gz,unbalanced_bipartite,endpoint,12,2,31
endpoint/s2/n13/e0,96214613625f2f8cd9519f4865cc8ac748412a081fb1cc7a42881d485fe07626,study/artifacts/evaluation/endpoint/seed-2/n-13/chunk-000000.json.gz,exact,endpoint,13,2,0
endpoint/s2/n13/e4,54d5c79317ef10e93eb49d8f1afb7cd0002f1f142effeb7a6f8619f34eb9fe40,study/artifacts/evaluation/endpoint/seed-2/n-13/chunk-000000.json.gz,nonbipartite,endpoint,13,2,4
endpoint/s2/n14/e0,d78ba1dac6645200c0ade1b59c470fbd50da71d699c55d332297e55d366234a7,study/artifacts/evaluation/endpoint/seed-2/n-14/chunk-000000.json.gz,nonbipartite,endpoint,14,2,0
endpoint/s2/n14/e1,09285071d95dc5bc7b515d4de6d660bfa5bc7bda5e5eafffcafabfe2914b2a0a,study/artifacts/evaluation/endpoint/seed-2/n-14/chunk-000000.json.gz,exact,endpoint,14,2,1
endpoint/s2/n14/e8,aa2d56fe6b8766743ff906362e42b3e2182ced71430af1e9532b6a2d24c3f593,study/artifacts/evaluation/endpoint/seed-2/n-14/chunk-000000.json.gz,unbalanced_bipartite,endpoint,14,2,8
endpoint/s2/n15/e0,5ddc075fbbd4aaef560b544ff23fa5fde91310a951bb665ae4409688685f3c43,study/artifacts/evaluation/endpoint/seed-2/n-15/chunk-000000.json.gz,exact,endpoint,15,2,0
endpoint/s2/n15/e1,7f9c18dac66329256e87320d559fe165ce889117cc0b269b8871e643c805af8a,study/artifacts/evaluation/endpoint/seed-2/n-15/chunk-000000.json.gz,nonbipartite,endpoint,15,2,1
endpoint/s2/n16/e0,429d79de93dcb32f2428f5f24f17d65877e30163b765cc19384269c16d186b5d,study/artifacts/evaluation/endpoint/seed-2/n-16/chunk-000000.json.gz,exact,endpoint,16,2,0
endpoint/s2/n16/e1,cbbbee9eb68189b1b9fbfe908bcf4e89e9a18041b35a839cbed8335601329b87,study/artifacts/evaluation/endpoint/seed-2/n-16/chunk-000000.json.gz,nonbipartite,endpoint,16,2,1
endpoint/s2/n16/e5,7cb4b68ba440ba7b382334b6f96e701f08edfcf9576ca9c4998ee463dfe0724a,study/artifacts/evaluation/endpoint/seed-2/n-16/chunk-000000.json.gz,unbalanced_bipartite,endpoint,16,2,5
endpoint/s2/n17/e0,57a899a03a195d6b2116d6646b558f9c66f0ab795a6f6d3fd82c7cd4abb9eb66,study/artifacts/evaluation/endpoint/seed-2/n-17/chunk-000000.json.gz,exact,endpoint,17,2,0
endpoint/s2/n17/e4,111e4acdb5ecf69489a340fb5add414464d1b0bc5800cf73efc648b7c640af88,study/artifacts/evaluation/endpoint/seed-2/n-17/chunk-000000.json.gz,nonbipartite,endpoint,17,2,4
endpoint/s2/n20/e0,3b0c701331fe60db56609222fce8da03a971090eeeee5b95933679d19b1ae1d2,study/artifacts/evaluation/endpoint/seed-2/n-20/chunk-000000.json.gz,nonbipartite,endpoint,20,2,0
endpoint/s2/n20/e1,aa22da18f58e8415f48f014a067fa1bbb6ef63f2c4a0d4660aa296e5cd6e91a5,study/artifacts/evaluation/endpoint/seed-2/n-20/chunk-000000.json.gz,exact,endpoint,20,2,1
endpoint/s2/n20/e8,964473c0eb328c8991e17c4dc6f6322f1f5b09f529cb180eab26f2b8ccec0375,study/artifacts/evaluation/endpoint/seed-2/n-20/chunk-000000.json.gz,unbalanced_bipartite,endpoint,20,2,8
endpoint/s2/n23/e0,208bc443818c3259934d3ca77ba71e112b677156da2038e36c8c2cc10a9be900,study/artifacts/evaluation/endpoint/seed-2/n-23/chunk-000000.json.gz,nonbipartite,endpoint,23,2,0
endpoint/s2/n23/e1,ebc7ffb36086798635fa61319e74408c4f9315c3aeb22c8e64cbc52a7f8c13a8,study/artifacts/evaluation/endpoint/seed-2/n-23/chunk-000000.json.gz,exact,endpoint,23,2,1
endpoint/s2/n24/e0,088a2e47f605c9004402eac04e46eb567fa09dfe5493b777d866ca016eb00ec1,study/artifacts/evaluation/endpoint/seed-2/n-24/chunk-000000.json.gz,exact,endpoint,24,2,0
endpoint/s2/n24/e2,8a7362e2e742e6b80fc31cc39cc31e160ed8a3d0a6e2625a4f519b7042ea77f8,study/artifacts/evaluation/endpoint/seed-2/n-24/chunk-000000.json.gz,nonbipartite,endpoint,24,2,2
endpoint/s2/n24/e98,37d1c043727f892d12dc6d0104442d5a7e3aad0827a6447e2ae35040541ec840,study/artifacts/evaluation/endpoint/seed-2/n-24/chunk-000096.json.gz,unbalanced_bipartite,endpoint,24,2,98
endpoint/s2/n25/e0,0858da77e2ceff51e5b60b8cac876cc93a730fd8ebf2db93438f340fa770127e,study/artifacts/evaluation/endpoint/seed-2/n-25/chunk-000000.json.gz,exact,endpoint,25,2,0
endpoint/s2/n25/e2,1bc22ebcd81b05e3edca6c5afcb5b30f4997b9bac1c852d7484386cee1e51793,study/artifacts/evaluation/endpoint/seed-2/n-25/chunk-000000.json.gz,nonbipartite,endpoint,25,2,2
endpoint/s2/n30/e0,5c9adcd4a10c07de2bbfa9c298049283e87c03ff5c5afb28aa5a325eceadf233,study/artifacts/evaluation/endpoint/seed-2/n-30/chunk-000000.json.gz,nonbipartite,endpoint,30,2,0
endpoint/s2/n30/e4,66abdcff5539eb15664851538534e02dd86767940454d5d6e083a4fd084797ee,study/artifacts/evaluation/endpoint/seed-2/n-30/chunk-000000.json.gz,unbalanced_bipartite,endpoint,30,2,4
endpoint/s2/n30/e16,96d2a5b08a98abc0e9066605b4bebc23d403a80ca5f7d05d6efaf4570c820706,study/artifacts/evaluation/endpoint/seed-2/n-30/chunk-000000.json.gz,exact,endpoint,30,2,16
endpoint/s2/n40/e0,1d287cd4d3b7b187d67828fd8749d35797f655bd66f16cc8f63be3a00f3e0bc5,study/artifacts/evaluation/endpoint/seed-2/n-40/chunk-000000.json.gz,nonbipartite,endpoint,40,2,0
endpoint/s2/n40/e39,15f0f961d955167efbe2aaa890b0e3c08b8b4139cbcd8f2e5fa73e8275c72e5d,study/artifacts/evaluation/endpoint/seed-2/n-40/chunk-000032.json.gz,unbalanced_bipartite,endpoint,40,2,39
endpoint/s2/n40/e96,c63f8e44da5b8333611a812f750224c9a2e6a5d26a56f233c248911ec78c52e9,study/artifacts/evaluation/endpoint/seed-2/n-40/chunk-000096.json.gz,exact,endpoint,40,2,96
endpoint/s2/n6/e0,c5af337883d203b71c32392447c9d4bf463e1e6ff5f09e1b5be4b4c34f2cd98b,study/artifacts/evaluation/endpoint/seed-2/n-6/chunk-000000.json.gz,exact,endpoint,6,2,0
endpoint/s2/n7/e0,199c53e11c4f470c290df9b683ed3b5e02a88a39e830f904229c7c07d623ffcc,study/artifacts/evaluation/endpoint/seed-2/n-7/chunk-000000.json.gz,exact,endpoint,7,2,0
endpoint/s2/n7/e39,8cdcf93055d0534a13f4a0d82d208cec6bea8b6498f3598c36bae20cffe51332,study/artifacts/evaluation/endpoint/seed-2/n-7/chunk-000032.json.gz,nonbipartite,endpoint,7,2,39
endpoint/s2/n8/e0,f0f90bc92b240faeabfc6fb54a2cfdee916070da50d8f8ed7b1acb59a05417e8,study/artifacts/evaluation/endpoint/seed-2/n-8/chunk-000000.json.gz,exact,endpoint,8,2,0
endpoint/s2/n8/e62,14d5fdbfa4d20c221adf80cbfc0c9acc8553e05a826e2fde3bd4546a1d7adfb9,study/artifacts/evaluation/endpoint/seed-2/n-8/chunk-000032.json.gz,nonbipartite,endpoint,8,2,62
endpoint/s2/n8/e83,447682800273852bdfd99bd43fab84f5eafa99a6952152357d193adbb1c40f4e,study/artifacts/evaluation/endpoint/seed-2/n-8/chunk-000064.json.gz,unbalanced_bipartite,endpoint,8,2,83
endpoint/s2/n9/e0,80e725726173d520d680fef1279398ee79263fc5ff5e89d02f08094307ef0a0d,study/artifacts/evaluation/endpoint/seed-2/n-9/chunk-000000.json.gz,exact,endpoint,9,2,0
endpoint/s2/n9/e30,ef2828c023d3f5b70aa7f1c8d51c7410c24c0a6f7ec3bae4b9851bc9d4d9321a,study/artifacts/evaluation/endpoint/seed-2/n-9/chunk-000000.json.gz,nonbipartite,endpoint,9,2,30
endpoint/s3/n10/e0,94f4910920d0754b5e96a928520e8b1d87ca183d99ffe8eb46fa843da37dfa2f,study/artifacts/evaluation/endpoint/seed-3/n-10/chunk-000000.json.gz,exact,endpoint,10,3,0
endpoint/s3/n10/e35,5e77df3739b89c6d685d1d53290f3f4f3c2fe46f101f059828cba676d9b0b7c8,study/artifacts/evaluation/endpoint/seed-3/n-10/chunk-000032.json.gz,unbalanced_bipartite,endpoint,10,3,35
endpoint/s3/n10/e55,1bebe856a023726e97e68f41beb6db93a19b9f96473f46e3832502409323e971,study/artifacts/evaluation/endpoint/seed-3/n-10/chunk-000032.json.gz,nonbipartite,endpoint,10,3,55
endpoint/s3/n11/e0,cfc894dec4850a7b17f97d7d53eca34fb59981040887e82c9a2a0acd6e659f44,study/artifacts/evaluation/endpoint/seed-3/n-11/chunk-000000.json.gz,exact,endpoint,11,3,0
endpoint/s3/n11/e14,c18ec0f693a6a8acfc453c726bb4cdf0ad939ff52a4d5208447545620c929a35,study/artifacts/evaluation/endpoint/seed-3/n-11/chunk-000000.json.gz,nonbipartite,endpoint,11,3,14
endpoint/s3/n12/e0,4e8c037dc4c6f816227dff4fe8442ae6e55edde1efc87c58702abcd8f25485df,study/artifacts/evaluation/endpoint/seed-3/n-12/chunk-000000.json.gz,exact,endpoint,12,3,0
endpoint/s3/n12/e9,cbf4e0be8238736f40c77c2f550f7f346caaad13eb41d8e2e919756d7f37ceab,study/artifacts/evaluation/endpoint/seed-3/n-12/chunk-000000.json.gz,unbalanced_bipartite,endpoint,12,3,9
endpoint/s3/n12/e48,4da1192d8be45f658ca10074c4087ec5a7c125b8cdf0dbba855b218965e191ec,study/artifacts/evaluation/endpoint/seed-3/n-12/chunk-000032.json.gz,nonbipartite,endpoint,12,3,48
endpoint/s3/n13/e0,4673836d2b0a6d04cfdef7074ab10f14b5d5ef51a4e397a892375a2b86ffc42a,study/artifacts/evaluation/endpoint/seed-3/n-13/chunk-000000.json.gz,exact,endpoint,13,3,0
endpoint/s3/n13/e21,505b034857c641f5705402c1e5c583239e3f6a5aaa04a535def272d89a0798ce,study/artifacts/evaluation/endpoint/seed-3/n-13/chunk-000000.json.gz,nonbipartite,endpoint,13,3,21
endpoint/s3/n14/e0,c4b9d4fc308bf16b9c93c6a3af9ea47a29c4e027c097a5b1df2ba8827557b818,study/artifacts/evaluation/endpoint/seed-3/n-14/chunk-000000.json.gz,exact,endpoint,14,3,0
endpoint/s3/n14/e5,15c28561febdd382ee9f86b834e432558714e6faffeb14600aa6b019e7807bfb,study/artifacts/evaluation/endpoint/seed-3/n-14/chunk-000000.json.gz,unbalanced_bipartite,endpoint,14,3,5
endpoint/s3/n14/e12,7085d90d6019d002b2f44649fdb1c26edeb455dc3bb5378351b5e325fa050478,study/artifacts/evaluation/endpoint/seed-3/n-14/chunk-000000.json.gz,nonbipartite,endpoint,14,3,12
endpoint/s3/n15/e0,f3be38bbe5b7c892623b456e7cb1b2ff01a1824b862b96890975f68896c0971f,study/artifacts/evaluation/endpoint/seed-3/n-15/chunk-000000.json.gz,exact,endpoint,15,3,0
endpoint/s3/n15/e2,61bfcd85495974c69d9878514b2320bde9676e8c69fd0ad0bbac90d6380bef07,study/artifacts/evaluation/endpoint/seed-3/n-15/chunk-000000.json.gz,nonbipartite,endpoint,15,3,2
endpoint/s3/n16/e0,6ce58a32b907ff42e2f9faa7f8b8a96f63ea6cbf7d8751ffbf48534176e57773,study/artifacts/evaluation/endpoint/seed-3/n-16/chunk-000000.json.gz,exact,endpoint,16,3,0
endpoint/s3/n16/e2,6292f78017fb3937a10cc50467a85255c9f17a5b3bd1e4b9c1e79942e43389f0,study/artifacts/evaluation/endpoint/seed-3/n-16/chunk-000000.json.gz,unbalanced_bipartite,endpoint,16,3,2
endpoint/s3/n16/e5,61fdf239ba5c984820ec1aeb6dfdd592b5824ebc28ffea34bcb207534c3c71a3,study/artifacts/evaluation/endpoint/seed-3/n-16/chunk-000000.json.gz,nonbipartite,endpoint,16,3,5
