method,n,metric,mean,ci95_halfwidth,seed_count
mlp,14,odd_cycle_first_loss_rate,0.7380000000000001,0.02964432165066623,5
mlp,14,partition_imbalance_first_loss_rate,0.248,0.023883883880999858,5
mlp,24,optimality_ratio,0.6351666666666667,0.007047309201786667,5
mlp,24,exact_optimum,0.0,0.0,5
mlp,24,absolute_gap,52.536,1.0148125250572806,5
mlp,24,inference_time_seconds,0.034578635088007965,0.0035301523033742827,5
mlp,24,first_loss_step,20.002000000000002,0.7799488461903515,5
mlp,24,first_odd_cycle_step,20.344,0.87118459042722,5
mlp,24,parameter_count,37990.0,0.0,5
mlp,24,exact_rate,0.0,0.0,5
mlp,24,unbalanced_bipartite_rate,0.0,0.0,5
mlp,24,nonbipartite_rate,1.0,0.0,5
mlp,24,odd_cycle_first_loss_rate,0.9019999999999999,0.06355573340950958,5
mlp,24,partition_imbalance_first_loss_rate,0.098,0.06355573340950958,5
