method,n,seed,episode,edge_count,optimal_edge_count,optimality_ratio,absolute_gap,exact_optimum,turan_isomorphic,constraint_violations,terminal_maximal,episode_length,inference_time_seconds,checkpoint
gnn,6,0,158,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,159,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,160,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,161,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,162,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,163,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,164,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,165,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,166,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,167,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,168,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,169,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,170,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,171,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,172,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,173,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,174,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,175,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,176,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,177,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,178,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,179,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,180,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,181,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,182,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,183,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,184,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,185,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,186,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,187,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,188,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,189,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,190,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,191,9,9,1.0,0,1,1,0,1,9,0.0005660976562467113,runs/mvp-seed-0/best.pt
gnn,6,0,192,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
gnn,6,0,193,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
gnn,6,0,194,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
gnn,6,0,195,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
gnn,6,0,196,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
gnn,6,0,197,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
gnn,6,0,198,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
gnn,6,0,199,9,9,1.0,0,1,1,0,1,9,0.0007576197499474802,runs/mvp-seed-0/best.pt
untrained_gnn,6,0,0,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,1,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,2,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,3,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,4,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,5,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,6,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,7,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,8,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,9,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,10,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,11,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,12,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,13,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,14,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,15,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,16,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,17,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,18,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,19,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,20,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,21,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,22,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,23,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,24,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,25,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,26,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,27,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,28,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,29,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,30,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,31,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,32,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,33,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,34,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,35,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,36,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,37,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,38,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,39,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,40,8,9,0.8888888888888888,1,0,0,0,1,8,0.0005199277343876929,
untrained_gnn,6,0,41,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,42,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,43,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,44,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,45,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,46,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,47,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
untrained_gnn,6,0,48,7,9,0.7777777777777778,2,0,0,0,1,7,0.0005199277343876929,
untrained_gnn,6,0,49,9,9,1.0,0,1,1,0,1,9,0.0005199277343876929,
